Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,0.0283,0.5884,-0.1031,0.0485,367,yes
Sharpe,delta,1,-0.1265,0.0153,-0.0926,0.0765,367,
AvgDailyRet%,delta,1,-0.0602,0.2501,-0.0896,0.0865,367,
Calmar,delta,1,0.0274,0.6033,-0.0773,0.1421,362,
Sortino,delta,1,-0.0039,0.9402,-0.0772,0.1401,367,
AvgDailyRet%,level,1,-0.0156,0.7658,0.0271,0.604,368,
Calmar,level,1,-0.0575,0.2749,-0.0204,0.6982,363,
CAGR%,level,1,-0.0542,0.2995,0.0193,0.7128,368,
Sharpe,level,1,-0.0301,0.5646,-0.0074,0.8875,368,
Sortino,level,1,-0.0164,0.7543,-0.0057,0.9125,368,
Calmar,delta,3,-0.0606,0.2511,-0.0858,0.104,360,
CAGR%,delta,3,-0.0583,0.2669,-0.0668,0.2029,365,
AvgDailyRet%,delta,3,-0.016,0.7606,-0.0449,0.3927,365,
AvgDailyRet%,level,3,-0.0143,0.785,0.0447,0.3939,366,
Sharpe,delta,3,-0.0552,0.2925,-0.0405,0.4407,365,
Sortino,delta,3,-0.0078,0.882,-0.0381,0.4683,365,
CAGR%,level,3,-0.1292,0.0134,0.0346,0.5094,366,
Sortino,level,3,-0.0548,0.2956,0.0254,0.6287,366,
Sharpe,level,3,-0.0174,0.7405,0.0178,0.7344,366,
Calmar,level,3,-0.1329,0.0115,-0.0023,0.9651,361,
AvgDailyRet%,level,5,-0.0206,0.6949,0.087,0.0974,364,
Sortino,level,5,-0.0062,0.9063,0.0847,0.1066,364,
CAGR%,level,5,-0.0796,0.1294,0.077,0.1424,364,
Sharpe,level,5,-0.0148,0.7783,0.0684,0.1928,364,
Calmar,delta,5,-0.026,0.6236,-0.0555,0.2946,358,
Calmar,level,5,-0.0866,0.1013,0.0554,0.2953,359,
Sortino,delta,5,-0.0338,0.521,-0.0552,0.2943,363,
CAGR%,delta,5,-0.0203,0.6993,-0.055,0.2957,363,
AvgDailyRet%,delta,5,0.0504,0.3385,-0.0524,0.3192,363,
Sharpe,delta,5,0.0066,0.9001,-0.0255,0.6277,363,
