Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.0447,0.3864,-0.0621,0.2281,378,
CAGR%,level,1,-0.0699,0.1752,-0.0597,0.2465,378,
AvgDailyRet%,level,1,-0.057,0.269,-0.0496,0.3364,378,
Calmar,level,1,-0.075,0.1481,-0.0428,0.4101,373,
AvgDailyRet%,delta,1,0.036,0.4856,0.0414,0.4233,377,
Calmar,delta,1,-0.0324,0.5327,0.0299,0.5655,372,
Sharpe,delta,1,0.0841,0.1029,0.0289,0.5753,377,
CAGR%,delta,1,-0.0352,0.4956,0.0288,0.5771,377,
Sortino,delta,1,-0.0352,0.4953,0.02,0.698,377,
Sortino,level,1,-0.0112,0.828,-0.0068,0.8954,378,
CAGR%,level,3,-0.0774,0.1339,-0.0878,0.0891,376,
Sharpe,level,3,-0.1123,0.0294,-0.0841,0.1034,376,
AvgDailyRet%,level,3,-0.1101,0.0328,-0.0744,0.1501,376,
Calmar,level,3,-0.0935,0.0721,-0.0652,0.21,371,
Calmar,delta,3,-0.0007,0.9895,0.0441,0.3978,370,
Sortino,delta,3,0.0291,0.5749,0.0396,0.444,375,
AvgDailyRet%,delta,3,0.0044,0.9328,0.026,0.6162,375,
Sharpe,delta,3,0.0472,0.3618,0.0147,0.7762,375,
CAGR%,delta,3,-0.0014,0.9788,0.0127,0.8056,375,
Sortino,level,3,0.0083,0.8724,-0.0001,0.9982,376,
CAGR%,level,5,-0.1028,0.047,-0.0978,0.0587,374,
Calmar,delta,5,-0.0136,0.7947,0.0951,0.0685,368,
Calmar,level,5,-0.1182,0.0232,-0.0942,0.0707,369,
Sharpe,level,5,-0.159,0.002,-0.0933,0.0715,374,
AvgDailyRet%,level,5,-0.1456,0.0048,-0.0849,0.1012,374,
Sharpe,delta,5,0.0585,0.2596,0.0517,0.3195,373,
AvgDailyRet%,delta,5,0.0268,0.6059,0.0512,0.324,373,
CAGR%,delta,5,-0.0092,0.8602,0.047,0.3649,373,
Sortino,delta,5,0.0026,0.9603,0.0438,0.3991,373,
Sortino,level,5,-0.0205,0.6922,-0.0221,0.6696,374,
