Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,-0.1367,0.0177,0.1229,0.033,301,yes
Sortino,delta,1,0.0265,0.6031,0.0658,0.1966,387,
Sortino,level,1,0.0438,0.3891,0.064,0.2082,388,
Sharpe,level,1,0.0449,0.3915,0.0615,0.2402,366,
Calmar,level,1,-0.0075,0.8966,0.0597,0.3015,302,
CAGR%,level,1,-0.0552,0.2785,0.053,0.2977,388,
AvgDailyRet%,level,1,0.0335,0.5111,0.0493,0.3327,388,
CAGR%,delta,1,-0.0279,0.5844,0.0482,0.3446,387,
Sharpe,delta,1,-0.0138,0.7933,0.017,0.746,365,
AvgDailyRet%,delta,1,-0.0797,0.1174,0.0146,0.7751,387,
CAGR%,level,3,0.0603,0.2376,0.1555,0.0022,386,yes
AvgDailyRet%,level,3,0.1031,0.0429,0.1523,0.0027,386,yes
Sharpe,level,3,0.0939,0.0737,0.1437,0.006,364,yes
Sortino,level,3,0.0893,0.0796,0.1353,0.0078,386,yes
Calmar,level,3,0.0919,0.111,0.1065,0.0646,302,
Sortino,delta,3,-0.0444,0.3845,0.0171,0.738,385,
AvgDailyRet%,delta,3,-0.0824,0.1064,-0.0139,0.7859,385,
CAGR%,delta,3,-0.0894,0.0797,-0.0098,0.8479,385,
Calmar,delta,3,0.0014,0.9808,0.0076,0.8956,301,
Sharpe,delta,3,-0.0275,0.601,-0.0026,0.9609,363,
CAGR%,level,5,0.0959,0.0603,0.2299,0.0,384,yes
AvgDailyRet%,level,5,0.1573,0.002,0.2268,0.0,384,yes
Sortino,level,5,0.1351,0.008,0.2006,0.0001,384,yes
Sharpe,level,5,0.1442,0.006,0.1779,0.0007,362,yes
Calmar,level,5,0.063,0.2751,0.1757,0.0022,302,yes
Sortino,delta,5,0.0234,0.6485,0.0799,0.1183,383,
Sharpe,delta,5,0.0535,0.3107,0.0452,0.392,361,
CAGR%,delta,5,-0.0097,0.8506,0.0397,0.4383,383,
Calmar,delta,5,-0.0006,0.9916,0.0369,0.5231,301,
AvgDailyRet%,delta,5,-0.0118,0.8182,0.0284,0.579,383,
