Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,0.0206,0.6899,0.0704,0.1722,378,
Calmar,level,1,-0.0011,0.9828,0.0659,0.2049,372,
Sortino,level,1,-0.0622,0.2278,0.0646,0.2104,378,
CAGR%,level,1,-0.0073,0.887,0.0585,0.2568,378,
AvgDailyRet%,level,1,0.0121,0.8153,0.0519,0.3147,378,
Calmar,delta,1,0.011,0.8326,0.0441,0.3965,371,
Sortino,delta,1,-0.0116,0.8219,0.0412,0.4255,377,
Sharpe,delta,1,-0.0114,0.8248,0.0146,0.7775,377,
AvgDailyRet%,delta,1,-0.0182,0.7244,0.0081,0.8754,377,
CAGR%,delta,1,0.0096,0.8531,0.0046,0.9296,377,
Sharpe,level,3,0.0358,0.4885,0.1174,0.0228,376,yes
CAGR%,level,3,-0.0186,0.7193,0.1141,0.0269,376,yes
AvgDailyRet%,level,3,0.0263,0.6107,0.1108,0.0318,376,yes
Calmar,level,3,-0.0076,0.8841,0.0973,0.0617,370,
Sortino,level,3,-0.0471,0.3622,0.086,0.0957,376,
Calmar,delta,3,0.0142,0.7861,0.0556,0.2869,369,
Sortino,delta,3,-0.0905,0.08,0.0227,0.6607,375,
Sharpe,delta,3,-0.0029,0.9548,0.0059,0.9093,375,
CAGR%,delta,3,0.0234,0.6517,-0.0025,0.9616,375,
AvgDailyRet%,delta,3,-0.0315,0.5429,-0.0016,0.9753,375,
AvgDailyRet%,level,5,0.0401,0.439,0.1504,0.0036,374,yes
Sortino,delta,5,-0.0087,0.8667,0.1499,0.0037,373,yes
CAGR%,level,5,-0.0484,0.351,0.1496,0.0037,374,yes
Sharpe,level,5,0.0502,0.3329,0.1408,0.0064,374,yes
Calmar,level,5,-0.0253,0.6279,0.1346,0.0098,368,yes
Calmar,delta,5,0.0516,0.324,0.1101,0.0349,367,yes
Sortino,level,5,0.0073,0.8883,0.106,0.0406,374,yes
AvgDailyRet%,delta,5,0.0688,0.1849,0.0972,0.0609,373,
Sharpe,delta,5,0.0763,0.1411,0.0931,0.0725,373,
CAGR%,delta,5,0.0627,0.2274,0.0783,0.1313,373,
