Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,level,1,0.0811,0.1107,0.1226,0.0157,388,yes
Calmar,level,1,-0.0123,0.8259,0.1072,0.0543,323,
Calmar,delta,1,-0.0133,0.8118,0.105,0.0599,322,
CAGR%,level,1,0.0814,0.1095,0.0857,0.0918,388,
AvgDailyRet%,level,1,0.0559,0.2717,0.0843,0.0971,388,
Sharpe,level,1,0.058,0.2558,0.0735,0.1503,385,
Sortino,delta,1,0.0468,0.3584,0.0707,0.1653,387,
CAGR%,delta,1,0.0585,0.2511,0.0275,0.589,387,
Sharpe,delta,1,-0.0252,0.6224,-0.0077,0.8811,384,
AvgDailyRet%,delta,1,-0.0617,0.2262,-0.0007,0.9888,387,
Sortino,level,3,0.0965,0.0583,0.1713,0.0007,386,yes
AvgDailyRet%,level,3,0.1146,0.0243,0.1559,0.0021,386,yes
CAGR%,level,3,0.0485,0.3424,0.1514,0.0029,386,yes
Calmar,level,3,0.0481,0.3891,0.1469,0.0082,323,yes
Sharpe,level,3,0.113,0.0271,0.1414,0.0056,383,yes
Sortino,delta,3,0.1014,0.0467,0.0763,0.1352,385,
Sharpe,delta,3,-0.042,0.4135,-0.0182,0.7226,382,
Calmar,delta,3,0.0341,0.5426,0.0171,0.7601,322,
CAGR%,delta,3,0.0361,0.4803,0.012,0.8145,385,
AvgDailyRet%,delta,3,-0.0429,0.4015,-0.0079,0.8765,385,
AvgDailyRet%,level,5,0.1591,0.0018,0.1979,0.0001,384,yes
CAGR%,level,5,0.0364,0.4771,0.1937,0.0001,384,yes
Sortino,level,5,0.0778,0.1282,0.183,0.0003,384,yes
Calmar,level,5,0.033,0.5546,0.1683,0.0024,323,yes
Sharpe,level,5,0.1521,0.0029,0.1441,0.0048,381,yes
Sortino,delta,5,0.0793,0.1215,0.0744,0.1464,383,
Calmar,delta,5,0.082,0.1419,0.0237,0.6724,322,
CAGR%,delta,5,0.0281,0.5831,0.0213,0.6774,383,
Sharpe,delta,5,-0.0032,0.9508,0.0041,0.9366,380,
AvgDailyRet%,delta,5,-0.0107,0.835,-0.0013,0.9805,383,
