PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.8,3.0811,339.71,-16.936,-7.364,20.059,0.4562,False
-0.04,1.0,3.0811,511.71,-20.85,-9.205,24.543,0.4562,False
-0.04,1.2,3.0811,738.2,-24.64,-11.046,29.959,0.4562,False
-0.04,1.4,3.0811,1031.7,-28.31,-12.887,36.443,0.4562,False
-0.04,1.5,3.0811,1207.88,-30.1,-13.808,40.13,0.4562,False
-0.04,1.6,3.0811,1406.11,-31.86,-14.728,44.134,0.4562,False
-0.04,1.8,3.0811,1876.31,-35.293,-16.569,53.164,0.4562,False
-0.04,2.0,3.0811,2457.74,-38.611,-18.41,63.654,0.4562,False
-0.05,0.8,3.6161,408.66,-13.176,-8.44,31.015,0.4171,False
-0.05,1.0,3.6166,638.12,-16.281,-10.55,39.193,0.4171,False
-0.05,1.2,3.6166,957.27,-19.347,-12.66,49.478,0.4171,False
-0.05,1.4,3.6166,1395.33,-22.352,-14.77,62.426,0.4171,False
-0.05,1.5,3.6166,1670.07,-23.831,-15.825,70.079,0.4171,False
-0.05,1.6,3.6166,1988.87,-25.295,-16.88,78.626,0.4171,False
-0.05,1.8,3.6166,2782.81,-28.178,-18.99,98.758,0.4171,False
-0.05,2.0,3.6166,3831.54,-31.002,-21.1,123.591,0.4171,False
-0.055,0.8,3.5137,404.19,-13.855,-9.156,29.172,0.445,False
-0.055,1.0,3.5157,628.72,-17.017,-11.445,36.947,0.4449,False
-0.055,1.2,3.5157,938.78,-20.221,-13.734,46.426,0.4449,False
-0.055,1.4,3.5157,1361.0,-23.36,-16.023,58.261,0.4449,False
-0.055,1.5,3.5157,1624.11,-24.906,-17.168,65.21,0.4449,False
-0.055,1.6,3.5157,1928.01,-26.436,-18.312,72.932,0.4449,False
-0.055,1.8,3.5157,2679.04,-29.448,-20.601,90.975,0.4449,False
-0.055,2.0,3.5157,3660.33,-32.398,-22.89,112.981,0.4449,False
-0.06,0.8,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
-0.06,1.0,3.7671,673.18,-15.276,-7.472,44.068,0.4489,False
-0.06,1.2,3.7671,1019.79,-18.12,-8.967,56.28,0.4489,False
-0.06,1.4,3.7671,1502.27,-20.896,-10.461,71.892,0.4489,False
-0.06,1.5,3.7671,1808.1,-22.259,-11.209,81.229,0.4489,False
-0.06,1.6,3.7671,2165.68,-23.605,-11.956,91.745,0.4489,False
-0.06,1.8,3.7671,3066.96,-26.249,-13.45,116.843,0.4489,False
-0.06,2.0,3.7671,4277.0,-28.827,-14.945,148.37,0.4489,False
-0.065,0.8,3.7536,427.02,-12.342,-5.988,34.598,0.457,False
-0.065,1.0,3.7557,673.39,-15.251,-7.485,44.154,0.4577,False
-0.065,1.2,3.7557,1019.84,-18.091,-8.982,56.373,0.4577,False
-0.065,1.4,3.7557,1501.82,-20.863,-10.478,71.985,0.4577,False
-0.065,1.5,3.7557,1807.19,-22.224,-11.227,81.318,0.4577,False
-0.065,1.6,3.7557,2164.1,-23.568,-11.975,91.823,0.4577,False
-0.065,1.8,3.7557,3063.15,-26.207,-13.472,116.881,0.4577,False
-0.065,2.0,3.7557,4269.11,-28.782,-14.969,148.326,0.4577,False
-0.07,0.8,3.7488,427.15,-12.342,-6.233,34.609,0.4592,False
-0.07,1.0,3.7511,673.65,-15.251,-7.792,44.171,0.4599,False
-0.07,1.2,3.7511,1020.15,-18.091,-9.35,56.39,0.4599,False
