PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.07,1.4,3.7511,1502.08,-20.863,-10.909,71.998,0.4599,False
-0.07,1.5,3.7511,1807.37,-22.224,-11.688,81.326,0.4599,False
-0.07,1.6,3.7511,2164.13,-23.568,-12.467,91.824,0.4599,False
-0.07,1.8,3.7511,3062.58,-26.207,-14.025,116.859,0.4599,False
-0.07,2.0,3.7511,4267.29,-28.782,-15.584,148.263,0.4599,False
-0.075,0.8,3.7488,427.15,-12.342,-6.233,34.609,0.4592,False
-0.075,1.0,3.7511,673.65,-15.251,-7.792,44.171,0.4599,False
-0.075,1.2,3.7511,1020.15,-18.091,-9.35,56.39,0.4599,False
-0.075,1.4,3.7511,1502.08,-20.863,-10.909,71.998,0.4599,False
-0.075,1.5,3.7511,1807.37,-22.224,-11.688,81.326,0.4599,False
-0.075,1.6,3.7511,2164.13,-23.568,-12.467,91.824,0.4599,False
-0.075,1.8,3.7511,3062.58,-26.207,-14.025,116.859,0.4599,False
-0.075,2.0,3.7511,4267.29,-28.782,-15.584,148.263,0.4599,False
-0.08,0.8,3.7488,427.15,-12.342,-6.233,34.609,0.4592,False
-0.08,1.0,3.7511,673.65,-15.251,-7.792,44.171,0.4599,False
-0.08,1.2,3.7511,1020.15,-18.091,-9.35,56.39,0.4599,False
-0.08,1.4,3.7511,1502.08,-20.863,-10.909,71.998,0.4599,False
-0.08,1.5,3.7511,1807.37,-22.224,-11.688,81.326,0.4599,False
-0.08,1.6,3.7511,2164.13,-23.568,-12.467,91.824,0.4599,False
-0.08,1.8,3.7511,3062.58,-26.207,-14.025,116.859,0.4599,False
-0.08,2.0,3.7511,4267.29,-28.782,-15.584,148.263,0.4599,False
-0.085,0.8,3.7488,427.15,-12.342,-6.233,34.609,0.4592,False
-0.085,1.0,3.7511,673.65,-15.251,-7.792,44.171,0.4599,False
-0.085,1.2,3.7511,1020.15,-18.091,-9.35,56.39,0.4599,False
-0.085,1.4,3.7511,1502.08,-20.863,-10.909,71.998,0.4599,False
-0.085,1.5,3.7511,1807.37,-22.224,-11.688,81.326,0.4599,False
-0.085,1.6,3.7511,2164.13,-23.568,-12.467,91.824,0.4599,False
-0.085,1.8,3.7511,3062.58,-26.207,-14.025,116.859,0.4599,False
-0.085,2.0,3.7511,4267.29,-28.782,-15.584,148.263,0.4599,False
-0.1,0.8,3.7488,427.15,-12.342,-6.233,34.609,0.4592,False
-0.1,1.0,3.7511,673.65,-15.251,-7.792,44.171,0.4599,False
-0.1,1.2,3.7511,1020.15,-18.091,-9.35,56.39,0.4599,False
-0.1,1.4,3.7511,1502.08,-20.863,-10.909,71.998,0.4599,False
-0.1,1.5,3.7511,1807.37,-22.224,-11.688,81.326,0.4599,False
-0.1,1.6,3.7511,2164.13,-23.568,-12.467,91.824,0.4599,False
-0.1,1.8,3.7511,3062.58,-26.207,-14.025,116.859,0.4599,False
-0.1,2.0,3.7511,4267.29,-28.782,-15.584,148.263,0.4599,False
