L_HIGH,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.8,0.04,2.1427,175.86,-26.269,-8.22,6.695,2.0172,False
0.8,0.045,2.4589,240.83,-26.161,-8.22,9.206,1.9526,False
0.8,0.05,2.9932,322.46,-22.517,-8.22,14.321,0.9841,False
0.8,0.055,3.4012,410.72,-18.42,-8.22,22.297,0.626,False
0.8,0.06,3.4894,390.57,-11.686,-7.09,33.423,0.4786,False
0.8,0.065,3.51,405.86,-14.205,-9.156,28.571,0.4477,False
0.8,0.075,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
0.8,0.08,3.7472,424.79,-12.44,-5.944,34.147,0.4496,False
0.8,0.085,3.7448,431.84,-13.155,-5.647,32.826,0.459,False
0.8,0.09,3.7448,431.84,-13.155,-5.647,32.826,0.459,False
0.8,0.095,3.7915,455.87,-10.97,-6.402,41.558,0.4297,False
0.8,0.1,3.7494,451.93,-11.298,-6.402,40.0,0.4298,False
0.8,0.105,3.7494,451.93,-11.298,-6.402,40.0,0.4298,False
0.8,0.11,3.7384,449.58,-11.481,-6.402,39.159,0.4298,False
0.8,0.115,3.7274,447.41,-11.659,-6.402,38.375,0.4299,False
0.8,0.12,3.7274,447.41,-11.659,-6.402,38.375,0.4299,False
0.8,0.125,3.7274,447.41,-11.659,-6.402,38.375,0.4299,False
0.8,0.13,3.7274,447.41,-11.659,-6.402,38.375,0.4299,False
0.9,0.04,2.1415,205.96,-29.267,-9.248,7.037,2.0144,False
0.9,0.045,2.4523,287.65,-29.0,-9.248,9.919,1.9577,False
0.9,0.05,2.9925,395.55,-25.109,-9.248,15.753,0.9833,False
0.9,0.055,3.4075,517.11,-20.537,-9.248,25.179,0.6263,False
0.9,0.06,3.4966,490.99,-13.087,-7.976,37.518,0.4801,False
0.9,0.065,3.5176,511.53,-15.904,-10.3,32.164,0.4486,False
0.9,0.075,3.7659,539.13,-13.828,-6.725,38.988,0.4486,False
0.9,0.08,3.7472,536.06,-13.914,-6.687,38.528,0.4496,False
0.9,0.085,3.7448,545.54,-14.707,-6.353,37.093,0.4591,False
0.9,0.09,3.7448,545.54,-14.707,-6.353,37.093,0.4591,False
0.9,0.095,3.7925,578.49,-12.282,-7.203,47.099,0.43,False
0.9,0.1,3.7504,572.92,-12.646,-7.203,45.304,0.4301,False
0.9,0.105,3.7504,572.92,-12.646,-7.203,45.304,0.4301,False
0.9,0.11,3.7394,569.69,-12.849,-7.203,44.336,0.4301,False
