Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.1302,0.0103,0.1199,0.0183,387,yes
AvgDailyRet%,delta,1,0.082,0.1073,0.0817,0.1085,387,
CAGR%,delta,1,0.0352,0.4894,0.0798,0.1173,387,
Sharpe,delta,1,0.0868,0.0997,0.0781,0.1386,361,
Calmar,delta,1,-0.0439,0.4753,0.0651,0.2889,267,
CAGR%,level,1,-0.0473,0.3532,-0.0548,0.2812,388,
Sharpe,level,1,-0.048,0.3623,-0.0491,0.3513,362,
AvgDailyRet%,level,1,-0.0611,0.2296,-0.0477,0.3485,388,
Calmar,level,1,-0.0161,0.7934,-0.0449,0.4639,268,
Sortino,level,1,-0.0501,0.325,0.0055,0.9136,388,
Sharpe,level,3,-0.1535,0.0035,-0.1318,0.0123,360,yes
CAGR%,level,3,-0.1086,0.0329,-0.1254,0.0137,386,yes
AvgDailyRet%,level,3,-0.1443,0.0045,-0.1111,0.029,386,yes
Calmar,level,3,0.0449,0.4646,-0.0943,0.1237,268,
Sortino,level,3,-0.1365,0.0072,-0.0805,0.1142,386,
Sortino,delta,3,-0.0344,0.5009,0.0562,0.2712,385,
Sharpe,delta,3,0.0347,0.5122,0.0268,0.6124,359,
AvgDailyRet%,delta,3,-0.011,0.8301,0.0263,0.6073,385,
CAGR%,delta,3,-0.0403,0.4305,0.0199,0.6972,385,
Calmar,delta,3,-0.0449,0.4649,-0.0128,0.8355,267,
Sharpe,level,5,-0.19,0.0003,-0.1587,0.0026,358,yes
CAGR%,level,5,-0.0703,0.1691,-0.1416,0.0054,384,yes
AvgDailyRet%,level,5,-0.1502,0.0032,-0.1275,0.0124,384,yes
Sortino,level,5,-0.1368,0.0072,-0.1139,0.0256,384,yes
Calmar,level,5,0.0131,0.8315,-0.0876,0.1525,268,
CAGR%,delta,5,-0.0475,0.354,-0.0611,0.2333,383,
Sortino,delta,5,-0.0391,0.4457,-0.0561,0.2731,383,
AvgDailyRet%,delta,5,-0.0307,0.549,-0.0383,0.4553,383,
Sharpe,delta,5,-0.0231,0.663,-0.0256,0.6294,357,
Calmar,delta,5,0.0331,0.5901,0.0031,0.9595,267,
