Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,delta,1,0.1119,0.0298,0.0706,0.1714,377,
CAGR%,delta,1,-0.0001,0.9987,0.0649,0.2087,377,
AvgDailyRet%,delta,1,0.076,0.141,0.0583,0.2585,377,
Calmar,delta,1,-0.0714,0.1787,0.0508,0.3389,356,
Sortino,level,1,-0.0421,0.4149,-0.0371,0.4723,378,
CAGR%,level,1,-0.0794,0.1233,-0.0339,0.5108,378,
AvgDailyRet%,level,1,-0.0351,0.4962,-0.0327,0.5263,378,
Sortino,delta,1,0.0803,0.1198,0.0318,0.5377,377,
Sharpe,level,1,-0.0183,0.7235,-0.0288,0.5772,378,
Calmar,level,1,-0.0533,0.3151,-0.018,0.7346,357,
Calmar,delta,3,-0.0626,0.2403,0.0669,0.2096,354,
Sortino,level,3,-0.0968,0.0608,-0.0637,0.2181,376,
Sortino,delta,3,0.0037,0.9432,0.0566,0.274,375,
CAGR%,level,3,-0.1253,0.0151,-0.0564,0.2753,376,
AvgDailyRet%,level,3,-0.0923,0.0739,-0.0525,0.3099,376,
CAGR%,delta,3,-0.0486,0.3478,0.0517,0.3179,375,
Sharpe,delta,3,0.0827,0.1097,0.0509,0.3261,375,
Sharpe,level,3,-0.0818,0.1132,-0.0487,0.3468,376,
AvgDailyRet%,delta,3,0.0372,0.4721,0.0462,0.3723,375,
Calmar,level,3,-0.0947,0.0746,-0.0404,0.4483,355,
Sortino,level,5,-0.1124,0.0297,-0.0821,0.1127,374,
CAGR%,level,5,-0.1103,0.033,-0.0627,0.2264,374,
Calmar,level,5,-0.117,0.0279,-0.0611,0.2525,353,
Calmar,delta,5,-0.0379,0.4789,0.0575,0.2817,352,
AvgDailyRet%,level,5,-0.1195,0.0208,-0.0564,0.2765,374,
Sharpe,level,5,-0.1249,0.0156,-0.0521,0.3152,374,
Sharpe,delta,5,0.0756,0.1453,0.0473,0.3623,373,
AvgDailyRet%,delta,5,0.037,0.4768,0.0446,0.3905,373,
CAGR%,delta,5,-0.0433,0.4042,0.0415,0.4238,373,
Sortino,delta,5,0.001,0.9851,0.0276,0.5946,373,
