Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,0.0175,0.7314,0.0688,0.1767,387,
CAGR%,delta,1,0.0166,0.7442,0.0537,0.292,387,
Sharpe,delta,1,0.0838,0.0999,0.0504,0.3224,387,
Sortino,level,1,-0.0273,0.5924,0.0346,0.4966,388,
AvgDailyRet%,delta,1,0.0351,0.491,0.0346,0.497,387,
Sortino,delta,1,-0.0362,0.4779,0.0334,0.5121,387,
Sharpe,level,1,0.0004,0.9941,0.0156,0.7595,388,
CAGR%,level,1,-0.0249,0.6243,-0.0021,0.9672,388,
AvgDailyRet%,level,1,-0.0422,0.4076,-0.0015,0.9761,388,
Calmar,level,1,-0.0318,0.5323,-0.0013,0.9796,388,
Calmar,level,3,-0.0547,0.2835,-0.0803,0.1152,386,
CAGR%,level,3,-0.0434,0.3957,-0.0708,0.1651,386,
AvgDailyRet%,level,3,-0.076,0.1362,-0.0629,0.2173,386,
Sharpe,level,3,-0.0297,0.5602,-0.0615,0.2276,386,
Calmar,delta,3,-0.0186,0.7161,0.0505,0.3227,385,
Sortino,level,3,0.0017,0.9733,-0.0355,0.4868,386,
CAGR%,delta,3,-0.0128,0.803,0.026,0.6113,385,
Sortino,delta,3,-0.0026,0.9589,0.0221,0.6656,385,
Sharpe,delta,3,0.0062,0.9042,0.0119,0.8167,385,
AvgDailyRet%,delta,3,-0.0395,0.4397,-0.0077,0.8796,385,
Calmar,level,5,-0.0095,0.8529,-0.0805,0.1153,384,
Sharpe,level,5,-0.0189,0.7114,-0.0658,0.1985,384,
CAGR%,level,5,-0.0028,0.9562,-0.0651,0.2028,384,
AvgDailyRet%,level,5,-0.0589,0.2495,-0.0558,0.2753,384,
AvgDailyRet%,delta,5,-0.0512,0.3178,-0.0321,0.531,383,
Calmar,delta,5,-0.0235,0.647,0.0264,0.6061,383,
Sortino,level,5,-0.0472,0.3564,-0.026,0.6111,384,
Sharpe,delta,5,-0.0146,0.7758,-0.0197,0.7013,383,
Sortino,delta,5,0.0151,0.7678,0.0132,0.7966,383,
CAGR%,delta,5,-0.0214,0.6766,0.0035,0.9453,383,
