EARLY_FILL_X,EARLY_FILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
360,0.07,3.0858,554.2,-29.615,-14.608,18.713,0.8287,False
360,0.08,3.2684,793.8,-23.871,-14.608,33.254,0.6344,False
360,0.09,3.2741,887.14,-30.181,-14.302,29.394,0.7505,False
360,0.1,3.0686,834.59,-31.254,-14.608,26.703,0.757,False
360,0.15,3.1447,1167.14,-32.204,-14.608,36.242,0.6647,False
360,0.175,3.1632,1345.5,-32.204,-14.608,41.78,0.6669,False
360,0.2,3.1531,1353.4,-31.747,-14.608,42.631,0.6621,False
360,0.225,3.0754,1612.89,-31.845,-14.608,50.649,0.613,False
360,0.25,3.0262,1482.51,-31.845,-14.608,46.554,0.6115,False
360,0.3,2.9527,1783.62,-31.777,-14.608,56.129,0.5922,False
540,0.07,3.5069,620.68,-16.707,-8.255,37.152,0.6144,False
540,0.08,3.6765,750.35,-16.707,-8.503,44.913,0.4854,False
540,0.09,3.6867,899.64,-21.713,-11.886,41.433,0.4961,False
540,0.1,3.3988,1039.7,-23.796,-14.608,43.693,0.4666,False
540,0.15,3.1491,1173.44,-32.082,-14.608,36.576,0.6583,False
540,0.175,3.1892,1402.57,-31.75,-14.608,44.176,0.6274,False
540,0.2,3.1884,1455.09,-31.721,-14.608,45.871,0.6123,False
540,0.225,3.1339,1809.8,-31.156,-14.608,58.088,0.5515,False
540,0.25,3.0458,1557.29,-31.845,-14.608,48.903,0.6117,False
540,0.3,2.9527,1783.62,-31.777,-14.608,56.129,0.5922,False
600,0.07,3.3435,522.01,-16.707,-8.255,31.246,0.6231,False
600,0.08,3.6034,676.82,-16.707,-8.503,40.512,0.4867,False
600,0.09,3.7767,848.56,-16.707,-8.22,50.792,0.4471,False
600,0.1,3.3141,949.19,-23.796,-14.608,39.889,0.4675,False
600,0.15,3.1491,1173.44,-32.082,-14.608,36.576,0.6583,False
600,0.175,3.1892,1402.57,-31.75,-14.608,44.176,0.6274,False
600,0.2,3.1884,1455.09,-31.721,-14.608,45.871,0.6123,False
600,0.225,3.1339,1809.8,-31.156,-14.608,58.088,0.5515,False
600,0.25,3.0458,1557.29,-31.845,-14.608,48.903,0.6117,False
600,0.3,2.9527,1783.62,-31.777,-14.608,56.129,0.5922,False
660,0.07,3.3083,498.55,-16.707,-8.255,29.841,0.6322,False
660,0.08,3.5855,658.86,-16.707,-8.503,39.437,0.4933,False
660,0.09,3.7576,823.03,-16.707,-8.22,49.264,0.4518,False
660,0.1,3.3211,956.47,-23.796,-14.608,40.195,0.4677,False
660,0.15,3.1478,1156.41,-32.082,-14.608,36.046,0.6476,False
660,0.175,3.1892,1402.57,-31.75,-14.608,44.176,0.6274,False
660,0.2,3.1884,1455.09,-31.721,-14.608,45.871,0.6123,False
660,0.225,3.1339,1809.8,-31.156,-14.608,58.088,0.5515,False
660,0.25,3.0458,1557.29,-31.845,-14.608,48.903,0.6117,False
660,0.3,2.9527,1783.62,-31.777,-14.608,56.129,0.5922,False
720,0.07,3.2655,479.5,-16.707,-8.255,28.701,0.6238,False
720,0.08,3.601,670.41,-16.707,-8.503,40.129,0.4933,False
720,0.09,3.7785,842.96,-16.707,-8.22,50.457,0.4518,True
720,0.1,3.318,952.14,-23.796,-14.608,40.013,0.4687,False
720,0.15,3.1478,1156.41,-32.082,-14.608,36.046,0.6476,False
720,0.175,3.1901,1405.59,-31.75,-14.608,44.271,0.6286,False
720,0.2,3.1967,1487.12,-31.721,-14.608,46.881,0.6229,False
720,0.225,3.1339,1809.8,-31.156,-14.608,58.088,0.5515,False
720,0.25,3.0458,1557.29,-31.845,-14.608,48.903,0.6117,False
720,0.3,2.9527,1783.62,-31.777,-14.608,56.129,0.5922,False
900,0.07,3.2463,469.65,-18.798,-8.255,24.985,0.6304,False
900,0.08,3.5768,636.59,-16.707,-8.503,38.104,0.4964,False
900,0.09,3.7846,830.62,-16.707,-8.22,49.718,0.4581,False
900,0.1,3.3837,1016.59,-23.796,-14.608,42.722,0.4837,False
900,0.15,3.2356,1353.14,-32.082,-14.608,42.178,0.6502,False
900,0.175,3.2797,1643.48,-31.75,-14.608,51.763,0.6317,False
900,0.2,3.2368,1615.61,-31.721,-14.608,50.932,0.6229,False
900,0.225,3.1754,1964.41,-31.156,-14.608,63.05,0.5515,False
900,0.25,3.0458,1557.29,-31.845,-14.608,48.903,0.6117,False
900,0.3,2.9527,1783.62,-31.777,-14.608,56.129,0.5922,False
1080,0.07,3.23,462.97,-18.798,-8.349,24.629,0.6315,False
1080,0.08,3.5808,639.47,-16.707,-8.526,38.277,0.4943,False
1080,0.09,3.806,850.19,-16.707,-8.22,50.89,0.4598,False
1080,0.1,3.427,974.66,-23.796,-14.608,40.96,0.4906,False
1080,0.15,3.2347,1364.81,-32.082,-14.608,42.542,0.6498,False
1080,0.175,3.2782,1643.39,-31.75,-14.608,51.761,0.6317,False
1080,0.2,3.2483,1695.24,-31.721,-14.608,53.442,0.6237,False
1080,0.225,3.1776,2006.38,-31.156,-14.608,64.398,0.5521,False
1080,0.25,3.0458,1557.29,-31.845,-14.608,48.903,0.6117,False
1080,0.3,2.9527,1783.62,-31.777,-14.608,56.129,0.5922,False
