PORT_SL,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.04,2.0995,736.16,-61.525,-22.605,11.965,2.0311,False
-0.04,0.045,2.2019,1000.66,-57.845,-22.605,17.299,2.1347,False
-0.04,0.05,2.7916,2251.43,-53.482,-22.605,42.097,0.992,False
-0.04,0.055,3.1081,3691.1,-42.781,-22.605,86.279,0.6246,False
-0.04,0.06,3.1398,3378.19,-41.072,-20.251,82.251,0.4608,False
-0.04,0.065,3.1329,3438.8,-42.265,-20.251,81.363,0.4595,False
-0.04,0.075,3.0784,3148.72,-41.816,-20.251,75.299,0.456,False
-0.04,0.08,3.0672,3094.64,-41.816,-20.251,74.006,0.4599,False
-0.04,0.085,3.0231,2939.55,-41.816,-20.251,70.297,0.47,False
-0.04,0.09,3.0231,2939.55,-41.816,-20.251,70.297,0.47,False
-0.04,0.095,3.0898,3255.17,-41.816,-20.251,77.845,0.439,False
-0.04,0.1,3.0898,3255.17,-41.816,-20.251,77.845,0.439,False
-0.04,0.105,3.0898,3255.17,-41.816,-20.251,77.845,0.439,False
-0.04,0.11,3.0898,3255.17,-41.816,-20.251,77.845,0.439,False
-0.04,0.115,3.0898,3255.17,-41.816,-20.251,77.845,0.439,False
-0.04,0.12,3.0898,3255.17,-41.816,-20.251,77.845,0.439,False
-0.04,0.125,3.0898,3255.17,-41.816,-20.251,77.845,0.439,False
-0.04,0.13,3.0898,3255.17,-41.816,-20.251,77.845,0.439,False
-0.05,0.04,2.0995,736.16,-61.525,-22.605,11.965,2.0311,False
-0.05,0.045,2.4471,1419.78,-58.608,-22.605,24.225,1.9613,False
-0.05,0.05,2.9898,2797.43,-55.434,-22.605,50.464,0.9838,False
-0.05,0.055,3.4196,4998.71,-44.173,-22.605,113.162,0.6209,False
-0.05,0.06,3.5003,4722.44,-29.985,-19.329,157.495,0.4718,False
-0.05,0.065,3.5593,5138.38,-34.729,-23.21,147.958,0.436,False
-0.05,0.075,3.6141,5172.13,-33.766,-23.21,153.175,0.417,False
-0.05,0.08,3.6088,5144.14,-33.773,-23.21,152.314,0.4182,False
-0.05,0.085,3.6091,5225.18,-33.781,-23.21,154.679,0.4334,False
-0.05,0.09,3.6091,5225.18,-33.781,-23.21,154.679,0.4334,False
-0.05,0.095,3.6668,5905.03,-33.647,-23.21,175.499,0.401,False
-0.05,0.1,3.6516,5954.17,-33.647,-23.21,176.959,0.4014,False
-0.05,0.105,3.6516,5954.17,-33.647,-23.21,176.959,0.4014,False
-0.05,0.11,3.6516,5954.17,-33.647,-23.21,176.959,0.4014,False
-0.05,0.115,3.6516,5954.17,-33.647,-23.21,176.959,0.4014,False
-0.05,0.12,3.6516,5954.17,-33.647,-23.21,176.959,0.4014,False
-0.05,0.125,3.6516,5954.17,-33.647,-23.21,176.959,0.4014,False
-0.05,0.13,3.6516,5954.17,-33.647,-23.21,176.959,0.4014,False
-0.055,0.04,2.0995,736.16,-61.525,-22.605,11.965,2.0311,False
-0.055,0.045,2.4471,1419.78,-58.608,-22.605,24.225,1.9613,False
-0.055,0.05,2.9898,2797.43,-55.434,-22.605,50.464,0.9838,False
-0.055,0.055,3.4098,4976.56,-44.639,-22.605,111.484,0.6269,False
-0.055,0.06,3.4833,4696.59,-29.452,-18.775,159.463,0.4799,False
-0.055,0.065,3.4987,4986.2,-36.419,-25.179,136.914,0.4521,False
-0.055,0.075,3.5132,4899.14,-35.286,-25.179,138.843,0.4448,False
-0.055,0.08,3.5028,4847.6,-35.288,-25.179,137.374,0.4461,False
-0.055,0.085,3.5044,4977.76,-35.264,-25.179,141.156,0.4579,False
-0.055,0.09,3.5044,4977.76,-35.264,-25.179,141.156,0.4579,False
-0.055,0.095,3.5563,5585.58,-35.251,-25.179,158.454,0.4268,False
-0.055,0.1,3.5235,5488.57,-35.251,-25.179,155.701,0.4268,False
-0.055,0.105,3.5235,5488.57,-35.251,-25.179,155.701,0.4268,False
-0.055,0.11,3.5235,5488.57,-35.251,-25.179,155.701,0.4268,False
-0.055,0.115,3.5235,5488.57,-35.251,-25.179,155.701,0.4268,False
-0.055,0.12,3.5235,5488.57,-35.251,-25.179,155.701,0.4268,False
-0.055,0.125,3.5235,5488.57,-35.251,-25.179,155.701,0.4268,False
-0.055,0.13,3.5235,5488.57,-35.251,-25.179,155.701,0.4268,False
-0.06,0.04,2.0995,736.16,-61.525,-22.605,11.965,2.0311,False
-0.06,0.045,2.4471,1419.78,-58.608,-22.605,24.225,1.9613,False
-0.06,0.05,2.9898,2797.43,-55.434,-22.605,50.464,0.9838,False
-0.06,0.055,3.4098,4976.56,-44.639,-22.605,111.484,0.6269,False
-0.06,0.06,3.4944,4668.11,-30.149,-19.497,154.836,0.4805,False
-0.06,0.065,3.5151,4975.06,-36.439,-25.179,136.533,0.4486,False
-0.06,0.075,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
-0.06,0.08,3.7598,5927.63,-31.514,-16.345,188.097,0.4528,False
-0.06,0.085,3.7576,6105.56,-33.12,-15.529,184.348,0.4621,False
-0.06,0.09,3.7576,6105.56,-33.12,-15.529,184.348,0.4621,False
-0.06,0.095,3.805,6834.3,-28.213,-17.606,242.236,0.4332,False
-0.06,0.1,3.763,6647.37,-28.924,-17.606,229.821,0.4332,False
-0.06,0.105,3.763,6647.37,-28.924,-17.606,229.821,0.4332,False
-0.06,0.11,3.752,6563.44,-29.348,-17.606,223.639,0.4333,False
-0.06,0.115,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
-0.06,0.12,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
-0.06,0.125,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
-0.06,0.13,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
-0.065,0.04,2.0995,736.16,-61.525,-22.605,11.965,2.0311,False
-0.065,0.045,2.4471,1419.78,-58.608,-22.605,24.225,1.9613,False
-0.065,0.05,2.9898,2797.43,-55.434,-22.605,50.464,0.9838,False
-0.065,0.055,3.4098,4976.56,-44.639,-22.605,111.484,0.6269,False
-0.065,0.06,3.4944,4668.11,-30.149,-19.497,154.836,0.4805,False
-0.065,0.065,3.5155,4977.55,-36.438,-25.179,136.605,0.4483,False
-0.065,0.075,3.7672,6000.42,-31.293,-16.466,191.752,0.4604,False
-0.065,0.08,3.7626,5938.71,-31.466,-15.653,188.736,0.4602,False
-0.065,0.085,3.7468,6088.55,-33.073,-15.428,184.095,0.4787,False
-0.065,0.09,3.7425,6114.05,-33.073,-15.428,184.867,0.4787,False
-0.065,0.095,3.7868,6848.21,-28.556,-17.01,239.821,0.4433,False
-0.065,0.1,3.7279,6406.65,-30.809,-17.01,207.948,0.4436,False
-0.065,0.105,3.7279,6406.65,-30.809,-17.01,207.948,0.4436,False
-0.065,0.11,3.7189,6347.28,-31.13,-17.01,203.894,0.4437,False
-0.065,0.115,3.6983,6224.67,-31.816,-17.01,195.643,0.444,False
-0.065,0.12,3.6942,6200.93,-31.95,-17.01,194.084,0.444,False
-0.065,0.125,3.6942,6200.93,-31.95,-17.01,194.084,0.444,False
-0.065,0.13,3.6942,6200.93,-31.95,-17.01,194.084,0.444,False
-0.07,0.04,2.0995,736.16,-61.525,-22.605,11.965,2.0311,False
-0.07,0.045,2.4471,1419.78,-58.608,-22.605,24.225,1.9613,False
-0.07,0.05,2.9898,2797.43,-55.434,-22.605,50.464,0.9838,False
-0.07,0.055,3.4098,4976.56,-44.639,-22.605,111.484,0.6269,False
-0.07,0.06,3.4944,4668.11,-30.149,-19.497,154.836,0.4805,False
-0.07,0.065,3.5155,4977.55,-36.438,-25.179,136.605,0.4483,False
-0.07,0.075,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
-0.07,0.08,3.7516,5927.42,-31.466,-17.321,188.377,0.4661,False
-0.07,0.085,3.7349,6093.67,-33.073,-16.512,184.25,0.478,False
-0.07,0.09,3.7351,6031.67,-33.073,-16.512,182.376,0.4781,False
-0.07,0.095,3.7772,6740.75,-28.163,-18.823,239.348,0.4498,False
-0.07,0.1,3.7469,6676.41,-28.163,-18.823,237.063,0.4497,False
-0.07,0.105,3.7469,6676.41,-28.163,-18.823,237.063,0.4497,False
-0.07,0.11,3.7401,6634.58,-28.296,-18.823,234.471,0.4497,False
-0.07,0.115,3.7223,6528.07,-28.883,-18.823,226.02,0.4498,False
-0.07,0.12,3.7188,6507.6,-28.997,-18.823,224.426,0.4499,False
-0.07,0.125,3.7188,6507.6,-28.997,-18.823,224.426,0.4499,False
-0.07,0.13,3.7188,6507.6,-28.997,-18.823,224.426,0.4499,False
-0.075,0.04,2.0995,736.16,-61.525,-22.605,11.965,2.0311,False
-0.075,0.045,2.4471,1419.78,-58.608,-22.605,24.225,1.9613,False
-0.075,0.05,2.9898,2797.43,-55.434,-22.605,50.464,0.9838,False
-0.075,0.055,3.4098,4976.56,-44.639,-22.605,111.484,0.6269,False
-0.075,0.06,3.4944,4668.11,-30.149,-19.497,154.836,0.4805,False
-0.075,0.065,3.5155,4977.55,-36.438,-25.179,136.605,0.4483,False
-0.075,0.075,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
-0.075,0.08,3.7516,5927.42,-31.466,-17.321,188.377,0.4661,False
-0.075,0.085,3.7964,6307.26,-33.073,-17.563,190.709,0.4216,False
-0.075,0.09,3.797,6243.13,-33.073,-17.563,188.769,0.4216,False
-0.075,0.095,3.8364,6889.12,-29.098,-20.02,236.76,0.3992,False
-0.075,0.1,3.8059,6836.29,-29.098,-20.02,234.944,0.3992,False
-0.075,0.105,3.8059,6836.29,-29.098,-20.02,234.944,0.3992,False
-0.075,0.11,3.7989,6793.93,-29.098,-20.02,233.488,0.3992,False
-0.075,0.115,3.7807,6686.16,-29.098,-20.02,229.785,0.3993,False
-0.075,0.12,3.7771,6665.47,-29.098,-20.02,229.073,0.3993,False
-0.075,0.125,3.7771,6665.47,-29.098,-20.02,229.073,0.3993,False
-0.075,0.13,3.7771,6665.47,-29.098,-20.02,229.073,0.3993,False
-0.08,0.04,2.0995,736.16,-61.525,-22.605,11.965,2.0311,False
-0.08,0.045,2.4471,1419.78,-58.608,-22.605,24.225,1.9613,False
-0.08,0.05,2.9898,2797.43,-55.434,-22.605,50.464,0.9838,False
-0.08,0.055,3.4098,4976.56,-44.639,-22.605,111.484,0.6269,False
-0.08,0.06,3.4944,4668.11,-30.149,-19.497,154.836,0.4805,False
-0.08,0.065,3.5155,4977.55,-36.438,-25.179,136.605,0.4483,False
-0.08,0.075,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
-0.08,0.08,3.7516,5927.42,-31.466,-17.321,188.377,0.4661,False
-0.08,0.085,3.7964,6307.26,-33.073,-17.563,190.709,0.4216,False
-0.08,0.09,3.7957,6237.87,-33.073,-17.709,188.61,0.4222,False
-0.08,0.095,3.8352,6886.77,-29.245,-20.187,235.484,0.3997,False
-0.08,0.1,3.8047,6833.95,-29.245,-20.187,233.678,0.3996,False
-0.08,0.105,3.8047,6833.95,-29.245,-20.187,233.678,0.3996,False
-0.08,0.11,3.7978,6791.61,-29.245,-20.187,232.23,0.3996,False
-0.08,0.115,3.7795,6683.88,-29.245,-20.187,228.547,0.3997,False
-0.08,0.12,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
-0.08,0.125,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
-0.08,0.13,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
-0.085,0.04,2.0995,736.16,-61.525,-22.605,11.965,2.0311,False
-0.085,0.045,2.4471,1419.78,-58.608,-22.605,24.225,1.9613,False
-0.085,0.05,2.9898,2797.43,-55.434,-22.605,50.464,0.9838,False
-0.085,0.055,3.4098,4976.56,-44.639,-22.605,111.484,0.6269,False
-0.085,0.06,3.4944,4668.11,-30.149,-19.497,154.836,0.4805,False
-0.085,0.065,3.5155,4977.55,-36.438,-25.179,136.605,0.4483,False
-0.085,0.075,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
