slippage_one_way_pct,round_trip_pct,sharpe,sharpe_delta,cagr_pct,maxdd_pct,calmar,grade
0.05,0.1,3.6708,-0.0655,5889.39,-30.14,195.42,Excellent
0.1,0.2,3.6049,-0.1314,5347.44,-30.51,175.26,Excellent
0.25,0.5,3.4049,-0.3315,3996.19,-31.63,126.35,Excellent
0.5,1.0,3.064,-0.6724,2442.22,-33.45,73.0,Excellent
1.0,2.0,2.3565,-1.3798,872.27,-36.99,23.58,Strong
