EARLY_FILL_X,EARLY_FILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
360,0.07,2.9568,2531.37,-54.326,-29.216,46.596,0.8201,False
360,0.08,3.1558,4648.43,-48.59,-29.216,95.666,0.6414,False
360,0.09,3.199,5871.38,-54.818,-29.216,107.107,0.7254,False
360,0.1,2.8315,3678.19,-61.393,-29.216,59.912,0.8041,False
360,0.15,3.0374,7975.56,-58.052,-29.216,137.386,1.0904,False
360,0.175,3.0725,10424.86,-58.052,-29.216,179.577,1.0895,False
360,0.2,3.0564,10429.44,-58.335,-29.216,178.785,1.0957,False
360,0.225,3.0053,13347.85,-58.526,-29.216,228.068,1.0465,False
360,0.25,2.9503,10838.83,-58.526,-29.216,185.198,1.0499,False
360,0.3,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
540,0.07,3.4911,3990.61,-28.213,-17.203,141.444,0.5916,False
540,0.08,3.6628,5506.93,-28.213,-18.596,195.189,0.4665,False
540,0.09,3.5871,6561.35,-43.488,-27.925,150.877,0.5174,False
540,0.1,3.1852,6391.28,-44.226,-29.216,144.516,0.4857,False
540,0.15,2.9938,7034.34,-59.166,-29.216,118.892,1.1632,False
540,0.175,3.058,9894.62,-58.113,-29.216,170.266,1.1149,False
540,0.2,3.0858,11393.94,-58.279,-29.216,195.508,1.0968,False
540,0.225,3.0489,15407.69,-58.561,-29.216,263.103,1.039,False
540,0.25,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
540,0.3,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
600,0.07,3.2723,2699.01,-33.836,-17.203,79.768,0.6042,False
600,0.08,3.4852,3970.43,-33.442,-18.596,118.724,0.4714,False
600,0.09,3.7396,6548.27,-29.76,-17.606,220.033,0.4288,False
600,0.1,3.0967,5269.32,-44.226,-29.216,119.147,0.486,False
600,0.15,2.9938,7034.34,-59.166,-29.216,118.892,1.1632,False
600,0.175,3.058,9894.62,-58.113,-29.216,170.266,1.1149,False
600,0.2,3.1167,12442.76,-58.279,-29.216,213.505,1.0934,False
600,0.225,3.0489,15407.69,-58.561,-29.216,263.103,1.039,False
600,0.25,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
600,0.3,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
660,0.07,3.2365,2507.82,-33.836,-17.203,74.117,0.6133,False
660,0.08,3.4664,3800.16,-33.442,-18.596,113.633,0.4781,False
660,0.09,3.7199,6225.78,-29.76,-17.606,209.196,0.4334,False
660,0.1,3.1036,5339.71,-44.226,-29.216,120.738,0.4862,False
660,0.15,2.9879,6840.85,-59.166,-29.216,115.622,1.1677,False
660,0.175,3.058,9894.62,-58.113,-29.216,170.266,1.1149,False
660,0.2,3.1167,12442.76,-58.279,-29.216,213.505,1.0934,False
660,0.225,3.0919,17560.71,-58.561,-29.216,299.868,1.0357,False
660,0.25,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
660,0.3,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
720,0.07,3.1932,2348.0,-33.83,-17.203,69.405,0.6049,False
720,0.08,3.4827,3912.82,-33.442,-18.596,117.002,0.4781,False
720,0.09,3.741,6484.63,-29.76,-17.606,217.894,0.4334,True
720,0.1,3.1004,5299.33,-44.226,-29.216,119.825,0.4871,False
720,0.15,2.9879,6840.85,-59.166,-29.216,115.622,1.1677,False
720,0.175,3.0593,9934.91,-58.113,-29.216,170.96,1.1141,False
720,0.2,3.1284,12941.09,-58.279,-29.216,222.056,1.0875,False
720,0.225,3.0919,17560.71,-58.561,-29.216,299.868,1.0357,False
720,0.25,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
720,0.3,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
900,0.07,3.1594,2075.66,-36.277,-17.203,57.217,0.6118,False
900,0.08,3.4521,3393.47,-32.701,-18.596,103.774,0.4813,False
900,0.09,3.744,5983.73,-29.365,-17.606,203.768,0.4394,False
900,0.1,3.1626,5610.64,-44.226,-29.216,126.864,0.4994,False
900,0.15,3.0186,7588.63,-59.166,-29.216,128.26,1.1636,False
900,0.175,3.1176,11768.29,-58.113,-29.216,202.508,1.1095,False
900,0.2,3.1465,13830.18,-58.279,-29.216,237.312,1.0875,False
900,0.225,3.1108,18764.75,-58.561,-29.216,320.429,1.0357,False
900,0.25,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
900,0.3,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
1080,0.07,3.1454,2020.33,-36.285,-17.324,55.679,0.6138,False
1080,0.08,3.4572,3422.32,-32.701,-18.596,104.656,0.4797,False
1080,0.09,3.7395,5993.14,-30.399,-17.606,197.15,0.4418,False
1080,0.1,3.1839,5308.26,-44.226,-29.216,120.027,0.5055,False
1080,0.15,3.0189,7687.9,-59.166,-29.216,129.938,1.1642,False
1080,0.175,3.1168,11742.96,-58.113,-29.216,202.073,1.1096,False
1080,0.2,3.1891,15830.86,-58.279,-29.216,271.641,1.0867,False
1080,0.225,3.1396,20496.39,-58.561,-29.216,349.998,1.035,False
1080,0.25,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
1080,0.3,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
