Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.0537,0.2916,0.0738,0.1472,387,
Calmar,delta,1,0.0385,0.4952,0.0687,0.2232,316,
CAGR%,level,1,-0.0102,0.841,-0.0665,0.1915,388,
AvgDailyRet%,level,1,-0.058,0.2542,-0.0589,0.2471,388,
Sharpe,level,1,-0.0545,0.2902,-0.0548,0.2875,378,
Sortino,level,1,-0.0717,0.1588,-0.0392,0.4412,388,
Sharpe,delta,1,0.0981,0.0571,0.0287,0.5788,377,
CAGR%,delta,1,0.0348,0.4951,0.0259,0.6117,387,
AvgDailyRet%,delta,1,0.0552,0.2783,0.0101,0.8428,387,
Calmar,level,1,-0.0103,0.8545,-0.009,0.8732,317,
Sharpe,level,3,-0.1428,0.0055,-0.1328,0.0099,376,yes
CAGR%,level,3,-0.0466,0.3616,-0.1287,0.0114,386,yes
AvgDailyRet%,level,3,-0.1201,0.0183,-0.1216,0.0169,386,yes
Sortino,level,3,-0.1191,0.0192,-0.1174,0.0211,386,yes
Calmar,level,3,-0.052,0.3564,-0.0329,0.5595,317,
AvgDailyRet%,delta,3,-0.016,0.7544,-0.0126,0.8047,385,
Sharpe,delta,3,0.0279,0.5904,-0.0084,0.8709,375,
Sortino,delta,3,-0.0574,0.2613,0.0027,0.958,385,
CAGR%,delta,3,-0.0003,0.9959,-0.0008,0.9868,385,
Calmar,delta,3,0.0,1.0,0.0001,0.9992,316,
Sharpe,level,5,-0.1777,0.0006,-0.1794,0.0005,374,yes
CAGR%,level,5,-0.0462,0.3663,-0.1377,0.0069,384,yes
Sortino,level,5,-0.1373,0.0071,-0.1368,0.0072,384,yes
AvgDailyRet%,level,5,-0.1337,0.0087,-0.1332,0.009,384,yes
Calmar,delta,5,0.0,1.0,0.0773,0.1707,316,
Calmar,level,5,-0.0523,0.3531,-0.0168,0.7659,317,
Sortino,delta,5,0.0014,0.9781,0.0086,0.8661,383,
Sharpe,delta,5,0.0049,0.9249,-0.0033,0.9492,373,
CAGR%,delta,5,-0.0,0.9993,0.0024,0.9621,383,
AvgDailyRet%,delta,5,0.0117,0.8201,-0.0003,0.9947,383,
