slippage_one_way_pct,round_trip_pct,sharpe,sharpe_delta,cagr_pct,maxdd_pct,calmar,grade
0.05,0.1,3.3974,-0.0647,5339.69,-38.23,139.66,Excellent
0.1,0.2,3.3325,-0.1296,4819.1,-38.51,125.13,Excellent
0.25,0.5,3.1356,-0.3265,3535.46,-39.34,89.86,Excellent
0.5,1.0,2.8015,-0.6606,2091.86,-40.85,51.21,Excellent
1.0,2.0,2.1129,-1.3492,690.72,-45.18,15.29,Strong
