n_removed,days_removed,sharpe,cagr_pct,maxdd_pct,delta_sharpe,delta_cagr_pct
0,,3.4621,5914.79,-37.953,0.0,0.0
1,39.4%,3.3244,4378.42,-37.953,-0.1377,-1536.37
3,"39.4%, 39.2%, 36.8%",3.0342,2416.42,-38.459,-0.4279,-3498.36
5,"39.4%, 39.2%, 36.8%, 35.8%, 31.0%",2.7331,1397.93,-38.459,-0.729,-4516.86
10,"39.4%, 39.2%, 36.8%, 35.8%, 31.0% … +5 more",1.9735,412.5,-38.459,-1.4886,-5502.29
