trial,L_HIGH,PORT_SL,PORT_TSL,EARLY_KILL_X,EARLY_KILL_Y,EARLY_FILL_Y,EARLY_FILL_X,Sharpe,CAGR%,MaxDD%,Calmar,WF_CV
0,2.320541,-0.058900,0.996821,37,0.002026,0.124245,870,2.839500,4340.080000,-66.189000,65.571000,1.200200
1,2.325868,-0.053306,0.886604,34,0.004024,0.100358,906,2.129400,1065.680000,-71.692000,14.865000,0.846500
2,2.175102,-0.055090,0.914738,31,0.003786,0.099480,869,2.147500,974.060000,-71.094000,13.701000,0.826100
3,2.135991,-0.068473,1.006143,38,0.002267,0.087604,457,3.341500,4972.780000,-41.118000,120.939000,0.542600
4,2.047887,-0.063295,0.966086,40,0.002582,0.080673,702,2.800500,1555.090000,-46.141000,33.703000,0.649200
5,2.063367,-0.053339,0.893440,32,0.003408,0.085475,912,2.786300,1974.550000,-38.609000,51.142000,0.459900
6,2.288117,-0.056623,0.989710,38,0.002730,0.074760,825,3.293200,3182.100000,-35.390000,89.916000,0.574400
7,2.041491,-0.054598,0.766988,38,0.003396,0.104772,882,3.085600,4198.240000,-41.269000,101.728000,0.445500
8,2.181923,-0.061237,0.802745,31,0.003404,0.087919,758,2.758200,2145.180000,-40.020000,53.602000,0.505100
9,2.316599,-0.062425,0.914466,36,0.002529,0.056219,684,3.792600,3870.940000,-26.859000,144.120000,0.571900
10,2.074417,-0.058354,0.995419,32,0.001940,0.074260,601,2.361000,950.460000,-41.871000,22.700000,0.604900
11,2.271243,-0.061027,0.976653,37,0.002775,0.112609,528,2.954800,4723.840000,-59.527000,79.357000,0.710100
12,1.989993,-0.052621,0.960037,35,0.002187,0.090075,520,3.504300,4465.250000,-39.140000,114.085000,0.496400
13,2.286381,-0.059031,0.867876,33,0.003313,0.080051,482,2.270900,1099.140000,-57.101000,19.249000,0.937700
14,2.031923,-0.068314,1.010317,37,0.002438,0.123781,881,2.762800,2845.100000,-62.172000,45.762000,1.336000
15,2.295432,-0.059089,0.838505,31,0.003966,0.086816,549,2.356000,1251.630000,-61.634000,20.308000,0.999800
16,2.114621,-0.061426,0.812729,39,0.003620,0.105801,681,3.027200,4300.200000,-49.585000,86.723000,0.474200
17,2.256016,-0.061514,0.940459,31,0.002798,0.056996,717,2.467300,983.760000,-49.680000,19.802000,0.867900
18,2.125139,-0.053601,0.792919,36,0.002209,0.120609,767,2.742100,2831.840000,-61.243000,46.240000,1.377000
19,2.132623,-0.061636,0.771157,40,0.002958,0.110357,480,2.367800,1451.700000,-60.044000,24.177000,1.058500
20,2.194130,-0.059833,1.018213,36,0.002936,0.073222,623,3.381100,3294.420000,-34.253000,96.179000,0.583600
21,2.209096,-0.058900,0.770835,38,0.003951,0.064098,751,3.098600,1929.300000,-43.172000,44.689000,0.628200
