Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,0.0002,0.9967,-0.0862,0.1468,285,
Sortino,delta,1,-0.0076,0.8847,-0.0857,0.1012,367,
Calmar,level,1,-0.0134,0.8213,-0.0848,0.1526,286,
AvgDailyRet%,level,1,-0.0989,0.0579,-0.0809,0.1211,368,
CAGR%,level,1,-0.0003,0.995,-0.0745,0.154,368,
Sharpe,delta,1,0.0017,0.9763,-0.0739,0.1895,317,
AvgDailyRet%,delta,1,-0.0079,0.8807,-0.0723,0.1669,367,
Sharpe,level,1,-0.1092,0.0517,-0.0656,0.2433,318,
CAGR%,delta,1,-0.0016,0.9756,-0.0648,0.2155,367,
Sortino,level,1,-0.0268,0.6086,-0.0281,0.5908,368,
Calmar,level,3,-0.0343,0.5653,-0.1062,0.0738,284,
AvgDailyRet%,level,3,-0.1643,0.0016,-0.0826,0.1147,366,
Sharpe,level,3,-0.1846,0.001,-0.0766,0.1745,316,
Sortino,delta,3,0.0179,0.7338,-0.0766,0.1441,365,
CAGR%,level,3,-0.0093,0.8594,-0.0663,0.2055,366,
Calmar,delta,3,0.0088,0.8828,-0.0637,0.2855,283,
AvgDailyRet%,delta,3,-0.0467,0.3735,-0.0604,0.2501,365,
CAGR%,delta,3,0.0133,0.8004,-0.0589,0.2613,365,
Sharpe,delta,3,-0.0464,0.412,-0.0507,0.3694,315,
Sortino,level,3,-0.0584,0.2654,-0.0451,0.3898,366,
AvgDailyRet%,level,5,-0.1872,0.0003,-0.1002,0.0562,364,
Calmar,level,5,-0.0468,0.4341,-0.0992,0.0964,282,
Sharpe,level,5,-0.2014,0.0003,-0.0797,0.159,314,
CAGR%,level,5,-0.0214,0.6839,-0.0754,0.1509,364,
Sortino,delta,5,0.0106,0.8411,-0.0503,0.3395,363,
Calmar,delta,5,0.0104,0.8617,-0.0496,0.4075,281,
Sortino,level,5,-0.0758,0.149,-0.0493,0.3482,364,
CAGR%,delta,5,0.0174,0.7406,-0.0487,0.3547,363,
AvgDailyRet%,delta,5,-0.0476,0.3656,-0.0384,0.4659,363,
Sharpe,delta,5,-0.0464,0.4128,-0.0273,0.6299,313,
