slippage_one_way_pct,round_trip_pct,sharpe,sharpe_delta,cagr_pct,maxdd_pct,calmar,grade
0.05,0.1,3.2312,-0.1329,740.71,-22.41,33.05,Excellent
0.1,0.2,3.0971,-0.267,657.24,-22.74,28.9,Excellent
0.25,0.5,2.6878,-0.6763,453.02,-24.31,18.63,Excellent
0.5,1.0,1.9845,-1.3796,226.85,-27.03,8.39,Marginal
1.0,2.0,0.5229,-2.8412,13.27,-38.01,0.35,Unusable
