trial,L_HIGH,PORT_SL,PORT_TSL,EARLY_KILL_X,EARLY_KILL_Y,EARLY_FILL_Y,EARLY_FILL_X,Sharpe,CAGR%,MaxDD%,Calmar,WF_CV
0,1.160270,-0.058900,0.083068,37,0.002026,0.124245,870,2.897200,837.740000,-40.411000,20.731000,0.807500
1,1.162934,-0.053306,0.073884,34,0.004024,0.100358,906,2.286300,463.350000,-41.692000,11.114000,0.798000
2,1.087551,-0.055090,0.076228,31,0.003786,0.099480,869,2.341700,425.700000,-40.492000,10.513000,0.765100
3,1.067996,-0.068473,0.083845,38,0.002267,0.087604,457,3.494900,781.220000,-20.005000,39.050000,0.544000
4,1.023944,-0.063295,0.080507,40,0.002582,0.080673,702,2.818500,378.870000,-25.346000,14.948000,0.669000
5,1.031684,-0.053339,0.074453,32,0.003408,0.085475,912,2.865500,493.490000,-19.138000,25.786000,0.456700
6,1.144058,-0.056623,0.082476,38,0.002730,0.074760,825,3.353400,582.960000,-17.603000,33.117000,0.601200
7,1.020746,-0.054598,0.063916,38,0.003396,0.104772,882,3.235400,809.820000,-21.918000,36.948000,0.468200
8,1.090961,-0.061237,0.066895,31,0.003404,0.087919,758,2.777900,543.210000,-27.638000,19.655000,0.500700
9,1.158300,-0.062425,0.076206,36,0.002529,0.056219,684,3.743300,610.850000,-14.860000,41.107000,0.607800
10,1.037209,-0.058354,0.082952,32,0.001940,0.074260,601,2.529000,344.900000,-22.538000,15.303000,0.564200
11,1.135622,-0.061027,0.081388,37,0.002775,0.112609,528,2.958000,790.450000,-37.811000,20.906000,0.808900
12,0.994997,-0.052621,0.080003,35,0.002187,0.090075,520,3.485700,663.850000,-19.431000,34.164000,0.475400
13,1.143190,-0.059031,0.072323,33,0.003313,0.080051,482,2.400200,447.750000,-27.139000,16.499000,0.731100
14,1.015961,-0.068314,0.084193,37,0.002438,0.123781,881,2.812300,602.200000,-37.332000,16.131000,0.860300
15,1.147716,-0.059089,0.069875,31,0.003966,0.086816,549,2.519700,489.420000,-29.863000,16.389000,0.785700
16,1.057310,-0.061426,0.067727,39,0.003620,0.105801,681,3.236400,865.800000,-23.155000,37.392000,0.485100
17,1.128008,-0.061514,0.078372,31,0.002798,0.056996,717,2.597500,337.560000,-23.097000,14.615000,0.866000
18,1.062569,-0.053601,0.066077,36,0.002209,0.120609,767,2.851400,672.420000,-33.335000,20.171000,0.737400
19,1.066311,-0.061636,0.064718,40,0.002958,0.110357,480,2.387300,443.830000,-30.727000,14.444000,1.035000
20,1.097065,-0.059833,0.084851,36,0.002936,0.073222,623,3.392800,572.990000,-17.909000,31.995000,0.609400
21,1.104548,-0.058900,0.064236,38,0.003951,0.064098,751,3.207200,445.320000,-16.675000,26.707000,0.684800
22,1.013887,-0.063100,0.070078,37,0.003545,0.109343,494,3.021600,664.320000,-29.166000,22.777000,0.739000
23,1.191523,-0.055144,0.064592,36,0.002690,0.113745,898,3.198700,1252.340000,-27.695000,45.220000,0.532700
24,1.059771,-0.068152,0.071560,35,0.002414,0.121395,527,2.919200,679.740000,-34.260000,19.841000,0.856100
25,0.999880,-0.058832,0.086078,39,0.003597,0.118137,947,2.785300,592.480000,-36.843000,16.081000,0.947200
26,1.104149,-0.056687,0.081120,37,0.002697,0.060802,862,3.313800,413.450000,-17.041000,24.261000,0.655300
27,1.047741,-0.067863,0.071256,31,0.003795,0.065036,535,2.188700,266.270000,-27.660000,9.627000,0.965600
28,1.121864,-0.066742,0.070079,33,0.003666,0.123972,720,2.398100,560.640000,-41.849000,13.397000,1.311100
29,1.021657,-0.051251,0.068917,31,0.003426,0.062772,724,1.998100,198.620000,-25.831000,7.689000,0.890900
30,1.142738,-0.061460,0.068245,38,0.003517,0.107207,507,3.194500,1049.480000,-27.756000,37.811000,0.653000
31,1.017226,-0.067696,0.072696,33,0.002973,0.101726,982,2.492900,458.280000,-38.541000,11.891000,0.752900
32,1.053018,-0.067647,0.071029,36,0.003322,0.061625,513,3.466200,498.160000,-16.622000,29.969000,0.642700
33,1.082205,-0.068392,0.077161,39,0.003730,0.087651,884,3.617300,754.640000,-18.365000,41.092000,0.481800
34,0.993924,-0.052965,0.082412,38,0.002358,0.092215,781,3.474800,635.600000,-19.171000,33.154000,0.491000
35,1.180903,-0.061856,0.073033,34,0.002822,0.100939,932,2.406400,546.630000,-42.780000,12.778000,0.743200
36,1.089857,-0.055461,0.069075,37,0.003760,0.061580,470,3.425500,560.540000,-16.820000,33.325000,0.668300
37,1.120775,-0.053631,0.082305,33,0.002145,0.120310,527,2.202500,403.370000,-42.846000,9.414000,1.567600
38,1.052638,-0.053765,0.066349,30,0.001933,0.066574,463,2.425500,366.480000,-27.721000,13.220000,0.836600
39,1.120052,-0.063253,0.072607,33,0.003011,0.117000,922,2.414800,538.230000,-41.489000,12.973000,0.832400
40,0.999565,-0.054267,0.069077,32,0.003171,0.083971,460,2.311700,333.290000,-25.153000,13.250000,0.815600
41,1.072195,-0.060428,0.066038,38,0.001925,0.120589,489,2.783400,620.820000,-32.926000,18.855000,0.862800
42,1.175586,-0.067248,0.085790,38,0.003671,0.100259,881,3.154800,1009.640000,-28.193000,35.811000,0.513100
43,1.019601,-0.060649,0.075320,39,0.002911,0.081726,800,3.611900,588.900000,-15.558000,37.853000,0.481000
44,1.048622,-0.053516,0.074502,34,0.002358,0.080461,643,2.726000,424.440000,-22.292000,19.040000,0.506800
45,1.062049,-0.057830,0.079179,33,0.004077,0.119977,709,2.077700,347.500000,-40.280000,8.627000,1.447100
46,1.062239,-0.060638,0.082843,37,0.003731,0.092356,797,3.593600,757.290000,-19.989000,37.885000,0.509700
47,1.053394,-0.064228,0.068304,37,0.003866,0.063511,786,3.246200,420.870000,-17.831000,23.604000,0.702100
48,1.010921,-0.064063,0.067266,39,0.002130,0.123039,893,3.134600,819.900000,-29.365000,27.921000,0.635700
49,1.120610,-0.065087,0.081640,39,0.002408,0.096485,487,3.499600,929.900000,-21.973000,42.321000,0.466800
50,1.125556,-0.054083,0.076461,36,0.002918,0.091629,872,3.598000,886.230000,-19.047000,46.528000,0.443000
51,1.165834,-0.059859,0.077241,39,0.002087,0.062431,483,3.580400,656.980000,-17.639000,37.246000,0.632000
52,1.134730,-0.058535,0.081172,37,0.002601,0.118682,871,2.866400,750.600000,-39.808000,18.856000,0.894300
53,1.049518,-0.057555,0.070825,32,0.002155,0.121401,684,2.322900,454.290000,-39.490000,11.504000,1.226200
54,1.074330,-0.064134,0.076192,39,0.003673,0.088515,649,3.659800,778.780000,-17.906000,43.492000,0.473800
55,1.207059,-0.063920,0.085152,31,0.003841,0.099869,502,2.161600,442.520000,-44.683000,9.904000,1.486200
56,1.119417,-0.063350,0.066517,35,0.003781,0.075266,696,3.074200,504.390000,-19.766000,25.518000,0.598500
57,1.087309,-0.056435,0.084415,38,0.002065,0.125786,938,2.914600,806.660000,-39.616000,20.362000,0.811900
58,1.052460,-0.066064,0.069367,40,0.003398,0.100809,484,2.842400,622.790000,-21.594000,28.841000,0.777100
59,1.187347,-0.051522,0.069169,31,0.003664,0.068271,957,2.305600,342.470000,-23.067000,14.847000,0.657000
60,1.134379,-0.051651,0.063872,31,0.003254,0.111707,569,2.166100,411.950000,-40.248000,10.235000,1.350000
61,1.176870,-0.052030,0.081772,39,0.003653,0.104265,915,3.119600,952.060000,-26.866000,35.438000,0.420800
62,0.998833,-0.054632,0.066561,35,0.003588,0.099361,922,3.127800,661.410000,-21.730000,30.437000,0.502500
63,1.024147,-0.064223,0.068093,33,0.003504,0.124575,784,2.300200,432.410000,-39.383000,10.980000,1.287400
64,1.001990,-0.062094,0.065198,39,0.003503,0.066465,485,3.359800,502.050000,-16.365000,30.679000,0.648500
65,1.030377,-0.068640,0.074068,38,0.003327,0.095214,516,3.669500,825.110000,-22.024000,37.464000,0.468200
66,1.198125,-0.056424,0.076755,37,0.003358,0.121723,518,2.841200,812.770000,-43.659000,18.616000,0.934700
67,1.101838,-0.058273,0.074419,31,0.002122,0.074021,608,2.456100,361.560000,-24.053000,15.031000,0.596700
68,1.084139,-0.061998,0.078029,34,0.002781,0.069669,771,2.284500,296.060000,-24.521000,12.074000,0.586300
69,1.059749,-0.051649,0.073164,35,0.002341,0.095217,758,3.539400,795.470000,-20.949000,37.972000,0.430200
70,1.144440,-0.062663,0.078430,33,0.003690,0.093538,680,2.823900,624.610000,-21.301000,29.323000,0.528500
71,1.127723,-0.057492,0.075287,37,0.003927,0.120316,722,2.943400,797.000000,-36.322000,21.943000,0.775600
72,1.104461,-0.065398,0.070825,38,0.002986,0.062342,474,3.576000,603.500000,-16.743000,36.046000,0.634300
73,1.175239,-0.052000,0.070064,33,0.002215,0.076600,860,2.623900,479.360000,-28.993000,16.534000,0.477300
74,0.993230,-0.065889,0.083022,34,0.002169,0.097261,501,2.349100,336.590000,-36.556000,9.207000,1.286100
75,1.070282,-0.068252,0.086148,38,0.002546,0.103512,838,3.190700,874.770000,-24.138000,36.240000,0.501000
76,1.075325,-0.062536,0.065663,32,0.003060,0.065790,528,2.195600,299.800000,-27.009000,11.100000,0.780700
77,1.173987,-0.068804,0.076259,38,0.004177,0.064195,690,2.379200,301.480000,-36.763000,8.201000,0.860300
78,1.076366,-0.052441,0.080745,34,0.002926,0.064848,536,2.140500,255.410000,-30.377000,8.408000,1.036100
79,1.189563,-0.051804,0.068989,33,0.002976,0.096224,716,2.777900,658.250000,-29.076000,22.639000,0.514600
80,1.008505,-0.055386,0.082731,36,0.003358,0.102255,871,3.108000,707.450000,-21.575000,32.790000,0.488500
81,1.002784,-0.057599,0.075889,33,0.003827,0.088745,875,2.917000,500.310000,-19.847000,25.208000,0.398900
82,1.177443,-0.060086,0.084215,36,0.003841,0.078523,719,3.420500,673.550000,-23.588000,28.555000,0.488500
83,1.106910,-0.052890,0.072717,39,0.003314,0.066780,627,3.212100,474.240000,-17.034000,27.840000,0.667700
84,1.032153,-0.051447,0.084618,34,0.002538,0.097090,436,2.187200,321.540000,-40.545000,7.930000,1.559600
85,1.051165,-0.063655,0.078010,40,0.003289,0.088380,871,3.201700,573.340000,-19.054000,30.090000,0.622700
86,1.188732,-0.063973,0.085422,38,0.003880,0.062215,854,3.125400,439.760000,-19.588000,22.450000,0.657600
87,1.086820,-0.060956,0.078467,40,0.004163,0.074752,855,2.788900,373.090000,-18.566000,20.095000,0.760300
88,1.154996,-0.057237,0.066537,30,0.003666,0.089258,1000,2.674900,573.610000,-29.854000,19.214000,0.454000
89,1.092294,-0.068603,0.073010,38,0.002004,0.093993,894,3.751800,905.650000,-22.185000,40.824000,0.466400
90,1.193434,-0.065806,0.069097,34,0.001917,0.061868,821,2.208000,292.310000,-27.674000,10.563000,0.797400
91,1.146917,-0.064927,0.083223,37,0.003722,0.057525,567,3.052500,416.780000,-19.864000,20.981000,0.640500
92,1.126818,-0.066446,0.069769,35,0.003425,0.056132,663,3.952200,599.610000,-12.884000,46.541000,0.540900
93,1.187040,-0.063089,0.069097,39,0.002635,0.115441,604,3.155500,1107.380000,-28.938000,38.267000,0.663900
94,1.119870,-0.058145,0.069934,39,0.002250,0.060106,629,3.461000,455.840000,-16.696000,27.302000,0.543700
95,1.147881,-0.065534,0.086222,33,0.002779,0.063851,763,1.990700,228.020000,-35.489000,6.425000,0.938300
96,1.209468,-0.063616,0.077142,34,0.003997,0.089778,509,2.482700,523.310000,-32.593000,16.056000,0.896700
