L_BASE,L_HIGH,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.0,0.8,1.0,0.5441,11.77,-24.708,0.476,4.3308,False
0.0,0.8,2.0,0.5041,13.6,-33.481,0.406,4.5891,False
0.0,0.8,2.5,0.4552,11.33,-36.258,0.313,4.3902,False
0.0,0.8,3.0,0.4871,13.01,-36.902,0.352,4.1547,False
0.0,0.9,1.0,0.5441,12.77,-27.452,0.465,4.3308,False
0.0,0.9,2.0,0.5134,14.56,-36.852,0.395,4.5169,False
0.0,0.9,2.5,0.507,14.3,-39.241,0.365,4.2486,False
0.0,0.9,3.0,0.5513,16.95,-39.409,0.43,4.0468,False
0.0,1.0,1.0,0.5441,13.67,-30.121,0.454,4.3308,False
0.0,1.0,2.0,0.5137,14.8,-40.066,0.369,4.5069,False
0.0,1.0,2.5,0.5507,17.2,-41.706,0.412,4.2763,False
0.0,1.0,3.0,0.5894,19.8,-41.784,0.474,4.0436,False
0.0,1.1,1.0,0.5441,14.44,-32.717,0.441,4.3308,False
0.0,1.1,2.0,0.5125,14.67,-43.131,0.34,4.5104,False
0.0,1.1,2.5,0.5624,18.12,-44.147,0.41,4.3071,False
0.0,1.1,3.0,0.6029,21.1,-44.178,0.478,4.0683,False
0.0,1.2,1.0,0.5441,15.1,-35.241,0.429,4.3308,False
0.0,1.2,2.0,0.5125,14.32,-46.052,0.311,4.5104,False
0.0,1.2,2.5,0.5666,18.34,-46.628,0.393,4.2841,False
0.0,1.2,3.0,0.5938,20.48,-46.628,0.439,4.1179,False
0.0,1.3,1.0,0.5441,15.64,-37.693,0.415,4.3308,False
0.0,1.3,2.0,0.5125,13.69,-48.835,0.28,4.5104,False
0.0,1.3,2.5,0.5618,17.58,-49.144,0.358,4.2243,False
0.0,1.3,3.0,0.5729,18.5,-49.144,0.376,4.1539,False
0.0,1.4,1.0,0.5441,16.07,-40.074,0.401,4.3308,False
0.0,1.4,2.0,0.5125,12.78,-51.488,0.248,4.5104,False
0.0,1.4,2.5,0.5524,16.1,-51.591,0.312,4.2023,False
0.0,1.4,3.0,0.5527,16.13,-51.591,0.313,4.2,False
0.0,1.5,1.0,0.5441,16.37,-42.385,0.386,4.3308,False
0.0,1.5,2.0,0.5125,11.61,-54.014,0.215,4.5104,False
0.0,1.5,2.5,0.5389,13.91,-54.012,0.258,4.2753,False
0.0,1.5,3.0,0.5389,13.91,-54.012,0.258,4.2753,False
0.0,1.6,1.0,0.5441,16.55,-44.628,0.371,4.3308,False
0.0,1.6,2.0,0.5125,10.19,-56.42,0.181,4.5104,False
0.0,1.6,2.5,0.5276,11.55,-56.42,0.205,4.3674,False
0.0,1.6,3.0,0.5276,11.55,-56.42,0.205,4.3674,False
0.0,1.7,1.0,0.5441,16.61,-46.804,0.355,4.3308,False
0.0,1.7,2.0,0.5125,8.52,-58.71,0.145,4.5104,False
0.0,1.7,2.5,0.5176,9.0,-58.71,0.153,4.4596,False
0.0,1.7,3.0,0.5176,9.0,-58.71,0.153,4.4596,False
0.0,1.8,1.0,0.5441,16.55,-48.912,0.338,4.3308,False
0.0,1.8,2.0,0.5125,6.62,-60.89,0.109,4.5104,False
0.0,1.8,2.5,0.5129,6.66,-60.89,0.109,4.5072,False
0.0,1.8,3.0,0.5129,6.66,-60.89,0.109,4.5072,False
0.0,2.0,1.0,0.5441,16.06,-52.935,0.303,4.3308,False
0.0,2.0,2.0,0.5125,2.19,-64.939,0.034,4.5104,False
0.0,2.0,2.5,0.5125,2.19,-64.939,0.034,4.5104,False
0.0,2.0,3.0,0.5125,2.19,-64.939,0.034,4.5104,False
0.5,0.8,1.0,0.5441,11.77,-24.708,0.476,4.3308,False
0.5,0.8,2.0,0.5041,13.6,-33.481,0.406,4.5891,False
0.5,0.8,2.5,0.4552,11.33,-36.258,0.313,4.3902,False
0.5,0.8,3.0,0.4871,13.01,-36.902,0.352,4.1547,False
0.5,0.9,1.0,0.5441,12.77,-27.452,0.465,4.3308,False
0.5,0.9,2.0,0.5134,14.56,-36.852,0.395,4.5169,False
0.5,0.9,2.5,0.507,14.3,-39.241,0.365,4.2486,False
0.5,0.9,3.0,0.5513,16.95,-39.409,0.43,4.0468,False
0.5,1.0,1.0,0.5441,13.67,-30.121,0.454,4.3308,False
0.5,1.0,2.0,0.5137,14.8,-40.066,0.369,4.5069,False
0.5,1.0,2.5,0.5507,17.2,-41.706,0.412,4.2763,False
0.5,1.0,3.0,0.5894,19.8,-41.784,0.474,4.0436,False
0.5,1.1,1.0,0.5441,14.44,-32.717,0.441,4.3308,False
0.5,1.1,2.0,0.5125,14.67,-43.131,0.34,4.5104,False
0.5,1.1,2.5,0.5624,18.12,-44.147,0.41,4.3071,False
0.5,1.1,3.0,0.6029,21.1,-44.178,0.478,4.0683,False
0.5,1.2,1.0,0.5441,15.1,-35.241,0.429,4.3308,False
0.5,1.2,2.0,0.5125,14.32,-46.052,0.311,4.5104,False
0.5,1.2,2.5,0.5666,18.34,-46.628,0.393,4.2841,False
0.5,1.2,3.0,0.5938,20.48,-46.628,0.439,4.1179,False
0.5,1.3,1.0,0.5441,15.64,-37.693,0.415,4.3308,False
0.5,1.3,2.0,0.5125,13.69,-48.835,0.28,4.5104,False
0.5,1.3,2.5,0.5618,17.58,-49.144,0.358,4.2243,False
0.5,1.3,3.0,0.5729,18.5,-49.144,0.376,4.1539,False
0.5,1.4,1.0,0.5441,16.07,-40.074,0.401,4.3308,False
0.5,1.4,2.0,0.5125,12.78,-51.488,0.248,4.5104,False
0.5,1.4,2.5,0.5524,16.1,-51.591,0.312,4.2023,False
0.5,1.4,3.0,0.5527,16.13,-51.591,0.313,4.2,False
0.5,1.5,1.0,0.5441,16.37,-42.385,0.386,4.3308,False
0.5,1.5,2.0,0.5125,11.61,-54.014,0.215,4.5104,False
0.5,1.5,2.5,0.5389,13.91,-54.012,0.258,4.2753,False
0.5,1.5,3.0,0.5389,13.91,-54.012,0.258,4.2753,False
0.5,1.6,1.0,0.5441,16.55,-44.628,0.371,4.3308,False
0.5,1.6,2.0,0.5125,10.19,-56.42,0.181,4.5104,False
0.5,1.6,2.5,0.5276,11.55,-56.42,0.205,4.3674,False
0.5,1.6,3.0,0.5276,11.55,-56.42,0.205,4.3674,False
0.5,1.7,1.0,0.5441,16.61,-46.804,0.355,4.3308,False
0.5,1.7,2.0,0.5125,8.52,-58.71,0.145,4.5104,False
0.5,1.7,2.5,0.5176,9.0,-58.71,0.153,4.4596,False
0.5,1.7,3.0,0.5176,9.0,-58.71,0.153,4.4596,False
0.5,1.8,1.0,0.5441,16.55,-48.912,0.338,4.3308,False
0.5,1.8,2.0,0.5125,6.62,-60.89,0.109,4.5104,False
0.5,1.8,2.5,0.5129,6.66,-60.89,0.109,4.5072,False
0.5,1.8,3.0,0.5129,6.66,-60.89,0.109,4.5072,False
0.5,2.0,1.0,0.5441,16.06,-52.935,0.303,4.3308,False
0.5,2.0,2.0,0.5125,2.19,-64.939,0.034,4.5104,False
0.5,2.0,2.5,0.5125,2.19,-64.939,0.034,4.5104,False
0.5,2.0,3.0,0.5125,2.19,-64.939,0.034,4.5104,False
1.0,1.1,1.0,0.5441,14.44,-32.717,0.441,4.3308,False
1.0,1.1,2.0,0.5125,14.67,-43.131,0.34,4.5104,False
1.0,1.1,2.5,0.5624,18.12,-44.147,0.41,4.3071,False
1.0,1.1,3.0,0.6029,21.1,-44.178,0.478,4.0683,False
1.0,1.2,1.0,0.5441,15.1,-35.241,0.429,4.3308,False
1.0,1.2,2.0,0.5125,14.32,-46.052,0.311,4.5104,False
1.0,1.2,2.5,0.5666,18.34,-46.628,0.393,4.2841,False
1.0,1.2,3.0,0.5938,20.48,-46.628,0.439,4.1179,False
1.0,1.3,1.0,0.5441,15.64,-37.693,0.415,4.3308,False
1.0,1.3,2.0,0.5125,13.69,-48.835,0.28,4.5104,False
1.0,1.3,2.5,0.5618,17.58,-49.144,0.358,4.2243,False
1.0,1.3,3.0,0.5729,18.5,-49.144,0.376,4.1539,False
1.0,1.4,1.0,0.5441,16.07,-40.074,0.401,4.3308,False
1.0,1.4,2.0,0.5125,12.78,-51.488,0.248,4.5104,False
1.0,1.4,2.5,0.5524,16.1,-51.591,0.312,4.2023,False
1.0,1.4,3.0,0.5527,16.13,-51.591,0.313,4.2,False
1.0,1.5,1.0,0.5441,16.37,-42.385,0.386,4.3308,False
1.0,1.5,2.0,0.5125,11.61,-54.014,0.215,4.5104,False
1.0,1.5,2.5,0.5389,13.91,-54.012,0.258,4.2753,False
1.0,1.5,3.0,0.5389,13.91,-54.012,0.258,4.2753,False
1.0,1.6,1.0,0.5441,16.55,-44.628,0.371,4.3308,False
1.0,1.6,2.0,0.5125,10.19,-56.42,0.181,4.5104,False
1.0,1.6,2.5,0.5276,11.55,-56.42,0.205,4.3674,False
1.0,1.6,3.0,0.5276,11.55,-56.42,0.205,4.3674,False
