L_BASE,L_HIGH,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.0,0.8,1.0,0.2059,2.11,-18.938,0.111,6.4492,False
0.0,0.8,2.0,0.5248,14.07,-32.25,0.436,4.0753,False
0.0,0.8,2.5,0.5943,18.18,-32.25,0.564,3.7794,False
0.0,0.8,3.0,0.5911,18.27,-33.755,0.541,3.7724,False
0.0,0.9,1.0,0.2059,1.96,-21.094,0.093,6.4492,False
0.0,0.9,2.0,0.5564,16.36,-35.031,0.467,4.0255,False
0.0,0.9,2.5,0.6084,19.78,-35.031,0.565,3.7126,False
0.0,0.9,3.0,0.5668,17.6,-37.896,0.464,4.0615,False
0.0,1.0,1.0,0.2059,1.73,-23.205,0.075,6.4492,False
0.0,1.0,2.0,0.5661,17.53,-38.074,0.46,4.0469,False
0.0,1.0,2.5,0.5957,19.66,-38.561,0.51,3.7748,False
0.0,1.0,3.0,0.5603,17.63,-41.29,0.427,4.2063,False
0.0,1.1,1.0,0.2059,1.41,-25.272,0.056,6.4492,False
0.0,1.1,2.0,0.5691,18.13,-41.146,0.441,4.0808,False
0.0,1.1,2.5,0.5742,18.63,-42.297,0.44,3.9755,False
0.0,1.1,3.0,0.5608,17.82,-44.371,0.402,4.3247,False
0.0,1.2,1.0,0.2059,1.0,-27.295,0.037,6.4492,False
0.0,1.2,2.0,0.5715,18.45,-44.099,0.418,4.1119,False
0.0,1.2,2.5,0.5487,16.83,-45.865,0.367,4.2041,False
0.0,1.2,3.0,0.5548,17.28,-47.318,0.365,4.4311,False
0.0,1.3,1.0,0.2059,0.51,-29.276,0.017,6.4492,False
0.0,1.3,2.0,0.5675,18.05,-46.935,0.385,4.1403,False
0.0,1.3,2.5,0.5444,16.16,-48.887,0.331,4.3597,False
0.0,1.3,3.0,0.5579,17.13,-50.123,0.342,4.5228,False
0.0,1.4,1.0,0.2059,-0.07,-31.215,-0.002,6.4492,False
0.0,1.4,2.0,0.5609,17.13,-49.659,0.345,4.1663,False
0.0,1.4,2.5,0.5432,15.45,-51.746,0.299,4.4937,False
0.0,1.4,3.0,0.5644,17.05,-52.728,0.323,4.5494,False
0.0,1.5,1.0,0.2059,-0.74,-33.184,-0.022,6.4492,False
0.0,1.5,2.0,0.5549,15.95,-52.274,0.305,4.1901,False
0.0,1.5,2.5,0.5482,15.01,-54.268,0.277,4.4757,False
0.0,1.5,3.0,0.5702,16.69,-55.252,0.302,4.5425,False
0.0,1.6,1.0,0.2059,-1.48,-35.233,-0.042,6.4492,False
0.0,1.6,2.0,0.5496,14.51,-55.022,0.264,4.2118,False
0.0,1.6,2.5,0.5501,14.07,-56.814,0.248,4.4586,False
0.0,1.6,3.0,0.5737,15.91,-57.758,0.275,4.5284,False
0.0,1.7,1.0,0.2059,-2.31,-37.252,-0.062,6.4492,False
0.0,1.7,2.0,0.5446,12.82,-57.706,0.222,4.2319,False
0.0,1.7,2.5,0.5533,13.05,-59.208,0.22,4.4398,False
0.0,1.7,3.0,0.5769,14.87,-60.173,0.247,4.5112,False
0.0,1.8,1.0,0.2059,-3.21,-39.242,-0.082,6.4492,False
0.0,1.8,2.0,0.5399,10.89,-60.287,0.181,4.234,False
0.0,1.8,2.5,0.5563,11.78,-61.515,0.192,4.4187,False
0.0,1.8,3.0,0.5798,13.57,-62.498,0.217,4.4919,False
0.0,2.0,1.0,0.2059,-5.24,-43.126,-0.121,6.4492,False
0.0,2.0,2.0,0.5318,6.4,-65.136,0.098,4.234,False
0.0,2.0,2.5,0.5606,8.48,-65.911,0.129,4.3722,False
0.0,2.0,3.0,0.5841,10.16,-66.915,0.152,4.4595,False
0.5,0.8,1.0,0.2059,2.11,-18.938,0.111,6.4492,False
0.5,0.8,2.0,0.5248,14.07,-32.25,0.436,4.0753,False
0.5,0.8,2.5,0.5943,18.18,-32.25,0.564,3.7794,False
0.5,0.8,3.0,0.5911,18.27,-33.755,0.541,3.7724,False
0.5,0.9,1.0,0.2059,1.96,-21.094,0.093,6.4492,False
0.5,0.9,2.0,0.5564,16.36,-35.031,0.467,4.0255,False
0.5,0.9,2.5,0.6084,19.78,-35.031,0.565,3.7126,False
0.5,0.9,3.0,0.5668,17.6,-37.896,0.464,4.0615,False
0.5,1.0,1.0,0.2059,1.73,-23.205,0.075,6.4492,False
0.5,1.0,2.0,0.5661,17.53,-38.074,0.46,4.0469,False
0.5,1.0,2.5,0.5957,19.66,-38.561,0.51,3.7748,False
0.5,1.0,3.0,0.5603,17.63,-41.29,0.427,4.2063,False
0.5,1.1,1.0,0.2059,1.41,-25.272,0.056,6.4492,False
0.5,1.1,2.0,0.5691,18.13,-41.146,0.441,4.0808,False
0.5,1.1,2.5,0.5742,18.63,-42.297,0.44,3.9755,False
0.5,1.1,3.0,0.5608,17.82,-44.371,0.402,4.3247,False
0.5,1.2,1.0,0.2059,1.0,-27.295,0.037,6.4492,False
0.5,1.2,2.0,0.5715,18.45,-44.099,0.418,4.1119,False
0.5,1.2,2.5,0.5487,16.83,-45.865,0.367,4.2041,False
0.5,1.2,3.0,0.5548,17.28,-47.318,0.365,4.4311,False
0.5,1.3,1.0,0.2059,0.51,-29.276,0.017,6.4492,False
0.5,1.3,2.0,0.5675,18.05,-46.935,0.385,4.1403,False
0.5,1.3,2.5,0.5444,16.16,-48.887,0.331,4.3597,False
0.5,1.3,3.0,0.5579,17.13,-50.123,0.342,4.5228,False
0.5,1.4,1.0,0.2059,-0.07,-31.215,-0.002,6.4492,False
0.5,1.4,2.0,0.5609,17.13,-49.659,0.345,4.1663,False
0.5,1.4,2.5,0.5432,15.45,-51.746,0.299,4.4937,False
0.5,1.4,3.0,0.5644,17.05,-52.728,0.323,4.5494,False
0.5,1.5,1.0,0.2059,-0.74,-33.184,-0.022,6.4492,False
0.5,1.5,2.0,0.5549,15.95,-52.274,0.305,4.1901,False
0.5,1.5,2.5,0.5482,15.01,-54.268,0.277,4.4757,False
0.5,1.5,3.0,0.5702,16.69,-55.252,0.302,4.5425,False
0.5,1.6,1.0,0.2059,-1.48,-35.233,-0.042,6.4492,False
0.5,1.6,2.0,0.5496,14.51,-55.022,0.264,4.2118,False
0.5,1.6,2.5,0.5501,14.07,-56.814,0.248,4.4586,False
0.5,1.6,3.0,0.5737,15.91,-57.758,0.275,4.5284,False
0.5,1.7,1.0,0.2059,-2.31,-37.252,-0.062,6.4492,False
0.5,1.7,2.0,0.5446,12.82,-57.706,0.222,4.2319,False
0.5,1.7,2.5,0.5533,13.05,-59.208,0.22,4.4398,False
0.5,1.7,3.0,0.5769,14.87,-60.173,0.247,4.5112,False
0.5,1.8,1.0,0.2059,-3.21,-39.242,-0.082,6.4492,False
0.5,1.8,2.0,0.5399,10.89,-60.287,0.181,4.234,False
0.5,1.8,2.5,0.5563,11.78,-61.515,0.192,4.4187,False
0.5,1.8,3.0,0.5798,13.57,-62.498,0.217,4.4919,False
0.5,2.0,1.0,0.2059,-5.24,-43.126,-0.121,6.4492,False
0.5,2.0,2.0,0.5318,6.4,-65.136,0.098,4.234,False
0.5,2.0,2.5,0.5606,8.48,-65.911,0.129,4.3722,False
0.5,2.0,3.0,0.5841,10.16,-66.915,0.152,4.4595,False
1.0,1.1,1.0,0.2059,1.41,-25.272,0.056,6.4492,False
1.0,1.1,2.0,0.5691,18.13,-41.146,0.441,4.0808,False
1.0,1.1,2.5,0.5742,18.63,-42.297,0.44,3.9755,False
