Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.0537,0.2916,0.0848,0.0958,387,
CAGR%,level,1,-0.0171,0.7377,-0.0615,0.2264,388,
AvgDailyRet%,level,1,-0.058,0.2542,-0.0588,0.2478,388,
Sharpe,level,1,-0.0545,0.2902,-0.0557,0.2801,378,
Calmar,delta,1,0.0396,0.4834,0.0462,0.4127,316,
Sortino,level,1,-0.0717,0.1588,-0.0392,0.4419,388,
CAGR%,delta,1,0.0349,0.4932,0.0252,0.6206,387,
AvgDailyRet%,delta,1,0.0552,0.2783,0.0209,0.6824,387,
Sharpe,delta,1,0.0981,0.0571,0.0208,0.6876,377,
Calmar,level,1,-0.0118,0.8348,-0.0191,0.735,317,
Sharpe,level,3,-0.1428,0.0055,-0.1336,0.0095,376,yes
CAGR%,level,3,-0.0557,0.2752,-0.1258,0.0134,386,yes
AvgDailyRet%,level,3,-0.1201,0.0183,-0.1215,0.0169,386,yes
Sortino,level,3,-0.1191,0.0192,-0.1174,0.0211,386,yes
Calmar,level,3,-0.0504,0.371,-0.0472,0.4023,317,
Calmar,delta,3,0.0006,0.9917,-0.0283,0.6162,316,
Sortino,delta,3,-0.0574,0.2613,0.0157,0.7593,385,
CAGR%,delta,3,-0.0025,0.9609,-0.0033,0.9491,385,
Sharpe,delta,3,0.0279,0.5904,0.0022,0.9664,375,
AvgDailyRet%,delta,3,-0.016,0.7544,0.0021,0.9666,385,
Sharpe,level,5,-0.1777,0.0006,-0.1804,0.0005,374,yes
Sortino,level,5,-0.1373,0.0071,-0.137,0.0072,384,yes
CAGR%,level,5,-0.0567,0.2674,-0.1368,0.0073,384,yes
AvgDailyRet%,level,5,-0.1337,0.0087,-0.1333,0.0089,384,yes
Calmar,delta,5,0.0014,0.9797,0.0522,0.3548,316,
Calmar,level,5,-0.0521,0.3548,-0.0291,0.6061,317,
Sortino,delta,5,0.0014,0.9781,0.0101,0.8438,383,
Sharpe,delta,5,0.0049,0.9249,-0.01,0.8474,373,
AvgDailyRet%,delta,5,0.0117,0.8201,0.0054,0.9157,383,
CAGR%,delta,5,-0.0003,0.9947,-0.0001,0.9981,383,
