EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,-0.04,3.0784,7461.03,-53.549,-27.615,139.331,0.456,False
0.0,-0.05,3.6141,15425.6,-44.249,-31.65,348.609,0.417,False
0.0,-0.055,3.5132,14006.22,-46.234,-34.335,302.945,0.4448,False
0.0,-0.06,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
0.0,-0.065,3.7672,19092.49,-40.715,-22.454,468.93,0.4604,False
0.0,-0.07,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0,-0.075,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0,-0.08,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0,-0.085,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0,-0.1,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0005,-0.04,3.0784,7461.03,-53.549,-27.615,139.331,0.456,False
0.0005,-0.05,3.6141,15425.6,-44.249,-31.65,348.609,0.417,False
0.0005,-0.055,3.5132,14006.22,-46.234,-34.335,302.945,0.4448,False
0.0005,-0.06,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
0.0005,-0.065,3.7672,19092.49,-40.715,-22.454,468.93,0.4604,False
0.0005,-0.07,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0005,-0.075,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0005,-0.08,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0005,-0.085,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0005,-0.1,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0008,-0.04,3.0784,7461.03,-53.549,-27.615,139.331,0.456,False
0.0008,-0.05,3.6141,15425.6,-44.249,-31.65,348.609,0.417,False
0.0008,-0.055,3.5132,14006.22,-46.234,-34.335,302.945,0.4448,False
0.0008,-0.06,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
0.0008,-0.065,3.7672,19092.49,-40.715,-22.454,468.93,0.4604,False
0.0008,-0.07,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0008,-0.075,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0008,-0.08,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0008,-0.085,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0008,-0.1,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.001,-0.04,3.0784,7461.03,-53.549,-27.615,139.331,0.456,False
0.001,-0.05,3.6141,15425.6,-44.249,-31.65,348.609,0.417,False
0.001,-0.055,3.5132,14006.22,-46.234,-34.335,302.945,0.4448,False
0.001,-0.06,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
0.001,-0.065,3.7672,19092.49,-40.715,-22.454,468.93,0.4604,False
0.001,-0.07,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.001,-0.075,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.001,-0.08,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.001,-0.085,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.001,-0.1,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
0.0015,-0.04,3.0784,7461.03,-53.549,-27.615,139.331,0.456,False
0.0015,-0.05,3.6141,15425.6,-44.249,-31.65,348.609,0.417,False
