Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0741,0.1559,-0.1218,0.0194,368,yes
CAGR%,level,1,-0.0675,0.1963,-0.1137,0.0292,368,yes
AvgDailyRet%,level,1,-0.1127,0.0306,-0.1118,0.032,368,yes
Sharpe,level,1,-0.1327,0.0108,-0.11,0.0349,368,yes
Sharpe,delta,1,0.0942,0.0714,0.0504,0.336,367,
Sortino,level,1,0.0089,0.8643,-0.0492,0.3462,368,
Sortino,delta,1,0.0059,0.9104,0.042,0.422,367,
AvgDailyRet%,delta,1,0.0563,0.2818,0.0384,0.4637,367,
Calmar,delta,1,-0.0444,0.3965,0.0178,0.7343,367,
CAGR%,delta,1,0.0002,0.9965,0.0072,0.8908,367,
Calmar,level,3,-0.0866,0.0981,-0.1612,0.002,366,yes
Sharpe,level,3,-0.275,0.0,-0.1572,0.0026,366,yes
CAGR%,level,3,-0.0974,0.0627,-0.1517,0.0036,366,yes
AvgDailyRet%,level,3,-0.2174,0.0,-0.1491,0.0043,366,yes
Sortino,level,3,-0.0241,0.6465,-0.0757,0.1482,366,
Sortino,delta,3,0.0421,0.4222,0.0378,0.4721,365,
Sharpe,delta,3,0.0575,0.2732,0.035,0.5047,365,
AvgDailyRet%,delta,3,0.0282,0.5909,0.0209,0.6901,365,
CAGR%,delta,3,-0.0355,0.4992,-0.0106,0.84,365,
Calmar,delta,3,-0.0563,0.2834,-0.0061,0.908,365,
CAGR%,level,5,-0.104,0.0473,-0.221,0.0,364,yes
Calmar,level,5,-0.0871,0.0969,-0.2205,0.0,364,yes
AvgDailyRet%,level,5,-0.2828,0.0,-0.2188,0.0,364,yes
Sharpe,level,5,-0.3617,0.0,-0.2185,0.0,364,yes
Sortino,level,5,-0.0825,0.1161,-0.148,0.0046,364,yes
Calmar,delta,5,-0.0649,0.2177,-0.0308,0.5589,363,
Sharpe,delta,5,0.0072,0.8907,0.0254,0.6296,363,
CAGR%,delta,5,-0.0284,0.5891,-0.0233,0.6587,363,
AvgDailyRet%,delta,5,0.0225,0.6692,0.0139,0.7913,363,
Sortino,delta,5,0.0765,0.1456,-0.0,0.9997,363,
