Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,delta,1,0.1029,0.0458,0.0709,0.1698,377,
AvgDailyRet%,delta,1,0.0542,0.2943,0.0581,0.2608,377,
CAGR%,delta,1,-0.0374,0.4689,0.0538,0.297,377,
Calmar,delta,1,-0.0803,0.13,0.0327,0.5382,357,
Sortino,delta,1,0.0557,0.2811,0.0279,0.5886,377,
CAGR%,level,1,-0.0701,0.1737,-0.0172,0.7386,378,
AvgDailyRet%,level,1,-0.0238,0.644,-0.014,0.7857,378,
Sortino,level,1,0.0027,0.9581,0.0113,0.8269,378,
Sharpe,level,1,-0.0164,0.7506,-0.0075,0.8838,378,
Calmar,level,1,-0.0516,0.3299,-0.0005,0.9921,358,
Sharpe,delta,3,0.0902,0.0813,0.0945,0.0675,375,
Sortino,delta,3,0.0203,0.6952,0.0885,0.0871,375,
AvgDailyRet%,delta,3,0.0396,0.445,0.0707,0.1716,375,
Calmar,delta,3,-0.0445,0.4028,0.0553,0.2984,355,
CAGR%,delta,3,-0.0371,0.4733,0.0478,0.3562,375,
Sortino,level,3,-0.0167,0.7468,0.0275,0.5948,376,
CAGR%,level,3,-0.0873,0.0911,-0.0127,0.8065,376,
Sharpe,level,3,-0.0779,0.1316,-0.0075,0.8853,376,
AvgDailyRet%,level,3,-0.0681,0.1873,-0.005,0.9232,376,
Calmar,level,3,-0.0549,0.3016,0.0042,0.9373,356,
Sharpe,delta,5,0.0987,0.0568,0.0913,0.0783,373,
Sortino,delta,5,0.0511,0.3247,0.0759,0.1436,373,
AvgDailyRet%,delta,5,0.0693,0.1815,0.0741,0.1532,373,
Calmar,delta,5,0.007,0.8953,0.0641,0.2299,353,
Sharpe,level,5,-0.1263,0.0145,-0.0491,0.3442,374,
CAGR%,delta,5,-0.0122,0.8144,0.0491,0.3445,373,
CAGR%,level,5,-0.0783,0.1306,-0.0449,0.3869,374,
AvgDailyRet%,level,5,-0.0951,0.0661,-0.0371,0.4744,374,
Calmar,level,5,-0.0778,0.1441,-0.0322,0.5458,354,
Sortino,level,5,-0.0327,0.5285,-0.0238,0.6463,374,
