Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.103,0.0428,0.1155,0.0231,387,yes
CAGR%,delta,1,0.0639,0.2097,0.0672,0.187,387,
Calmar,level,1,-0.0363,0.5461,-0.0612,0.3087,279,
Sharpe,delta,1,0.0878,0.0954,0.0585,0.2672,362,
AvgDailyRet%,delta,1,0.0693,0.1738,0.0581,0.2542,387,
CAGR%,level,1,-0.0661,0.194,-0.0576,0.2573,388,
Sharpe,level,1,-0.0634,0.2281,-0.0555,0.2912,363,
AvgDailyRet%,level,1,-0.0739,0.1465,-0.0529,0.2988,388,
Calmar,delta,1,-0.1032,0.0859,0.0373,0.5362,278,
Sortino,level,1,-0.0457,0.3693,0.0052,0.9191,388,
Sharpe,level,3,-0.1834,0.0005,-0.1239,0.0185,361,yes
CAGR%,level,3,-0.1703,0.0008,-0.1179,0.0205,386,yes
AvgDailyRet%,level,3,-0.165,0.0011,-0.1133,0.026,386,yes
Calmar,level,3,0.0316,0.5987,-0.1013,0.0912,279,
Sortino,level,3,-0.1283,0.0116,-0.078,0.1259,386,
Calmar,delta,3,-0.0195,0.7466,-0.0541,0.3685,278,
Sortino,delta,3,-0.0097,0.85,0.0429,0.4014,385,
AvgDailyRet%,delta,3,0.0059,0.9084,0.0166,0.746,385,
CAGR%,delta,3,-0.0409,0.4237,0.0149,0.7702,385,
Sharpe,delta,3,0.0308,0.5596,0.0017,0.9738,360,
Sharpe,level,5,-0.2295,0.0,-0.1939,0.0002,359,yes
CAGR%,level,5,-0.118,0.0207,-0.1721,0.0007,384,yes
AvgDailyRet%,level,5,-0.1888,0.0002,-0.1713,0.0008,384,yes
Sortino,level,5,-0.1402,0.0059,-0.1326,0.0093,384,yes
Calmar,level,5,-0.0125,0.8348,-0.1288,0.0315,279,yes
Sortino,delta,5,-0.0224,0.6618,-0.0649,0.205,383,
CAGR%,delta,5,-0.06,0.2414,-0.0586,0.2523,383,
AvgDailyRet%,delta,5,-0.0119,0.816,-0.0474,0.3544,383,
Sharpe,delta,5,-0.0048,0.928,-0.0414,0.4348,358,
Calmar,delta,5,-0.0061,0.9187,-0.0141,0.815,278,
