PORT_SL,PORT_TSL,EARLY_KILL_Y,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
-0.07,0.04,0.001,1.5547,172.23,-43.555,3.954,3.0938,False
-0.07,0.04,0.0015,1.5547,172.23,-43.555,3.954,3.0938,False
-0.07,0.04,0.003,1.5547,172.23,-43.555,3.954,3.0938,False
-0.07,0.045,0.001,1.7822,247.0,-43.492,5.679,3.1269,False
-0.07,0.045,0.0015,1.7822,247.0,-43.492,5.679,3.1269,False
-0.07,0.045,0.003,1.7822,247.0,-43.492,5.679,3.1269,False
-0.07,0.05,0.001,2.5269,546.18,-43.293,12.616,1.3026,False
-0.07,0.05,0.0015,2.5269,546.18,-43.293,12.616,1.3026,False
-0.07,0.05,0.003,2.5269,546.18,-43.293,12.616,1.3026,False
-0.07,0.055,0.001,2.844,736.04,-28.441,25.879,0.8338,False
-0.07,0.055,0.0015,2.844,736.04,-28.441,25.879,0.8338,False
-0.07,0.055,0.003,2.844,736.04,-28.441,25.879,0.8338,False
-0.07,0.06,0.001,2.9242,770.79,-33.193,23.221,0.6569,False
-0.07,0.06,0.0015,2.9242,770.79,-33.193,23.221,0.6569,False
-0.07,0.06,0.003,2.9242,770.79,-33.193,23.221,0.6569,False
-0.07,0.065,0.001,2.9718,812.66,-36.223,22.435,0.6152,False
-0.07,0.065,0.0015,2.9718,812.66,-36.223,22.435,0.6152,False
-0.07,0.065,0.003,2.9718,812.66,-36.223,22.435,0.6152,False
-0.07,0.075,0.001,3.3644,1029.14,-23.937,42.993,0.5843,False
-0.07,0.075,0.0015,3.3644,1029.14,-23.937,42.993,0.5843,False
-0.07,0.075,0.003,3.3644,1029.14,-23.937,42.993,0.5843,False
-0.07,0.08,0.001,3.3512,1014.09,-23.988,42.275,0.5878,False
-0.07,0.08,0.0015,3.3512,1014.09,-23.988,42.275,0.5878,False
-0.07,0.08,0.003,3.3512,1014.09,-23.988,42.275,0.5878,False
-0.07,0.085,0.001,3.3182,997.09,-23.988,41.566,0.5902,False
-0.07,0.085,0.0015,3.3182,997.09,-23.988,41.566,0.5902,False
-0.07,0.085,0.003,3.3182,997.09,-23.988,41.566,0.5902,False
-0.07,0.09,0.001,3.3138,992.85,-23.988,41.39,0.5888,False
-0.07,0.09,0.0015,3.3138,992.85,-23.988,41.39,0.5888,False
-0.07,0.09,0.003,3.3138,992.85,-23.988,41.39,0.5888,False
-0.07,0.095,0.001,3.357,1035.98,-23.909,43.33,0.574,False
-0.07,0.095,0.0015,3.357,1035.98,-23.909,43.33,0.574,False
-0.07,0.095,0.003,3.357,1035.98,-23.909,43.33,0.574,False
-0.07,0.1,0.001,3.3324,1019.2,-23.909,42.628,0.5739,False
