PORT_SL,PORT_TSL,EARLY_KILL_Y,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
-0.07,0.04,0.001,1.4723,239.77,-75.029,3.196,4.5738,False
-0.07,0.04,0.0015,1.4723,239.77,-75.029,3.196,4.5738,False
-0.07,0.04,0.003,1.4723,239.77,-75.029,3.196,4.5738,False
-0.07,0.045,0.001,1.7944,499.59,-63.772,7.834,3.9647,False
-0.07,0.045,0.0015,1.7944,499.59,-63.772,7.834,3.9647,False
-0.07,0.045,0.003,1.7944,499.59,-63.772,7.834,3.9647,False
-0.07,0.05,0.001,2.5701,2197.79,-60.608,36.262,1.2331,False
-0.07,0.05,0.0015,2.5701,2197.79,-60.608,36.262,1.2331,False
-0.07,0.05,0.003,2.5701,2197.79,-60.608,36.262,1.2331,False
-0.07,0.055,0.001,2.8224,3182.15,-58.745,54.169,0.8906,False
-0.07,0.055,0.0015,2.8224,3182.15,-58.745,54.169,0.8906,False
-0.07,0.055,0.003,2.8224,3182.15,-58.745,54.169,0.8906,False
-0.07,0.06,0.001,2.6473,2373.8,-63.368,37.461,0.8759,False
-0.07,0.06,0.0015,2.6473,2373.8,-63.368,37.461,0.8759,False
-0.07,0.06,0.003,2.6473,2373.8,-63.368,37.461,0.8759,False
-0.07,0.065,0.001,2.9303,3286.27,-53.201,61.771,0.7051,False
-0.07,0.065,0.0015,2.9303,3286.27,-53.201,61.771,0.7051,False
-0.07,0.065,0.003,2.9303,3286.27,-53.201,61.771,0.7051,False
-0.07,0.075,0.001,3.3897,5685.63,-42.22,134.667,0.666,False
-0.07,0.075,0.0015,3.3897,5685.63,-42.22,134.667,0.666,False
-0.07,0.075,0.003,3.3897,5685.63,-42.22,134.667,0.666,False
-0.07,0.08,0.001,3.3577,5502.03,-42.22,130.318,0.6703,False
-0.07,0.08,0.0015,3.3577,5502.03,-42.22,130.318,0.6703,False
-0.07,0.08,0.003,3.3577,5502.03,-42.22,130.318,0.6703,False
-0.07,0.085,0.001,3.3186,5333.55,-42.22,126.328,0.6775,False
-0.07,0.085,0.0015,3.3186,5333.55,-42.22,126.328,0.6775,False
-0.07,0.085,0.003,3.3186,5333.55,-42.22,126.328,0.6775,False
-0.07,0.09,0.001,3.3075,5240.41,-42.22,124.122,0.6763,False
-0.07,0.09,0.0015,3.3075,5240.41,-42.22,124.122,0.6763,False
-0.07,0.09,0.003,3.3075,5240.41,-42.22,124.122,0.6763,False
-0.07,0.095,0.001,3.3519,5615.84,-42.22,133.014,0.6387,False
-0.07,0.095,0.0015,3.3519,5615.84,-42.22,133.014,0.6387,False
-0.07,0.095,0.003,3.3519,5615.84,-42.22,133.014,0.6387,False
-0.07,0.1,0.001,3.3294,5441.71,-42.22,128.89,0.6386,False
-0.07,0.1,0.0015,3.3294,5441.71,-42.22,128.89,0.6386,False
-0.07,0.1,0.003,3.3294,5441.71,-42.22,128.89,0.6386,False
-0.07,0.105,0.001,3.3294,5441.71,-42.22,128.89,0.6386,False
-0.07,0.105,0.0015,3.3294,5441.71,-42.22,128.89,0.6386,False
-0.07,0.105,0.003,3.3294,5441.71,-42.22,128.89,0.6386,False
-0.07,0.11,0.001,3.3255,5415.29,-42.22,128.264,0.6386,False
-0.07,0.11,0.0015,3.3255,5415.29,-42.22,128.264,0.6386,False
-0.07,0.11,0.003,3.3255,5415.29,-42.22,128.264,0.6386,False
-0.07,0.115,0.001,3.3151,5347.66,-42.22,126.662,0.6386,False
-0.07,0.115,0.0015,3.3151,5347.66,-42.22,126.662,0.6386,False
-0.07,0.115,0.003,3.3151,5347.66,-42.22,126.662,0.6386,False
-0.07,0.12,0.001,3.313,5334.57,-42.22,126.352,0.6386,False
-0.07,0.12,0.0015,3.313,5334.57,-42.22,126.352,0.6386,False
-0.07,0.12,0.003,3.313,5334.57,-42.22,126.352,0.6386,False
-0.07,0.125,0.001,3.313,5334.57,-42.22,126.352,0.6386,False
-0.07,0.125,0.0015,3.313,5334.57,-42.22,126.352,0.6386,False
-0.07,0.125,0.003,3.313,5334.57,-42.22,126.352,0.6386,False
-0.07,0.13,0.001,3.313,5334.57,-42.22,126.352,0.6386,False
-0.07,0.13,0.0015,3.313,5334.57,-42.22,126.352,0.6386,False
-0.07,0.13,0.003,3.313,5334.57,-42.22,126.352,0.6386,False
-0.08,0.04,0.001,1.4723,239.77,-75.029,3.196,4.5738,False
-0.08,0.04,0.0015,1.4723,239.77,-75.029,3.196,4.5738,False
-0.08,0.04,0.003,1.4723,239.77,-75.029,3.196,4.5738,False
-0.08,0.045,0.001,1.7944,499.59,-63.772,7.834,3.9647,False
-0.08,0.045,0.0015,1.7944,499.59,-63.772,7.834,3.9647,False
-0.08,0.045,0.003,1.7944,499.59,-63.772,7.834,3.9647,False
-0.08,0.05,0.001,2.5701,2197.79,-60.608,36.262,1.2331,False
-0.08,0.05,0.0015,2.5701,2197.79,-60.608,36.262,1.2331,False
-0.08,0.05,0.003,2.5701,2197.79,-60.608,36.262,1.2331,False
