EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.001,-0.075,3.0686,2203.08,-42.339,-17.078,52.035,0.8802,False
0.001,-0.08,3.0686,2203.08,-42.339,-17.078,52.035,0.8802,False
0.001,-0.085,3.0686,2203.08,-42.339,-17.078,52.035,0.8802,False
0.001,-0.1,3.0686,2203.08,-42.339,-17.078,52.035,0.8802,False
0.0015,-0.04,2.3892,832.53,-47.532,-12.568,17.515,1.028,False
0.0015,-0.05,2.7382,1340.64,-49.072,-12.568,27.32,0.8069,False
0.0015,-0.055,2.7235,1332.33,-54.462,-14.432,24.464,0.9087,False
0.0015,-0.06,2.7613,1406.31,-49.222,-15.944,28.571,0.8661,False
0.0015,-0.065,3.0375,1988.08,-44.061,-15.944,45.121,0.8433,False
0.0015,-0.07,3.0598,2039.07,-41.599,-16.764,49.018,0.8157,False
0.0015,-0.075,3.0479,2012.61,-41.599,-17.078,48.382,0.8211,False
0.0015,-0.08,3.0479,2012.61,-41.599,-17.078,48.382,0.8211,False
0.0015,-0.085,3.0479,2012.61,-41.599,-17.078,48.382,0.8211,False
0.0015,-0.1,3.0479,2012.61,-41.599,-17.078,48.382,0.8211,False
0.002,-0.04,2.4033,805.78,-42.05,-12.568,19.162,1.0284,False
0.002,-0.05,2.661,1147.91,-44.46,-12.568,25.819,0.7932,False
0.002,-0.055,2.6459,1140.71,-50.337,-14.432,22.661,0.908,False
0.002,-0.06,2.6847,1204.79,-44.623,-15.944,26.999,0.8929,False
0.002,-0.065,2.9677,1708.73,-41.564,-15.944,41.111,0.9061,False
0.002,-0.07,2.9906,1752.9,-38.991,-16.764,44.956,0.8776,False
0.002,-0.075,2.9784,1729.98,-38.991,-17.078,44.368,0.8832,False
0.002,-0.08,2.9784,1729.98,-38.991,-17.078,44.368,0.8832,False
0.002,-0.085,2.9784,1729.98,-38.991,-17.078,44.368,0.8832,False
0.002,-0.1,2.9784,1729.98,-38.991,-17.078,44.368,0.8832,False
0.0025,-0.04,2.3692,746.71,-42.05,-12.568,17.758,1.1887,False
0.0025,-0.05,2.6358,1072.02,-44.46,-12.568,24.112,0.9326,False
0.0025,-0.055,2.6202,1065.26,-50.337,-14.432,21.163,1.0547,False
0.0025,-0.06,2.6596,1125.45,-44.623,-15.944,25.221,1.0303,False
0.0025,-0.065,2.9478,1598.74,-41.564,-15.944,38.465,1.0044,False
0.0025,-0.07,2.9712,1640.22,-38.991,-16.764,42.066,0.9752,False
0.0025,-0.075,2.9587,1618.7,-38.991,-17.078,41.514,0.9812,False
0.0025,-0.08,2.9587,1618.7,-38.991,-17.078,41.514,0.9812,False
0.0025,-0.085,2.9587,1618.7,-38.991,-17.078,41.514,0.9812,False
0.0025,-0.1,2.9587,1618.7,-38.991,-17.078,41.514,0.9812,False
0.003,-0.04,2.4652,840.82,-38.399,-12.568,21.897,1.0895,False
0.003,-0.05,2.7537,1231.7,-38.748,-12.568,31.788,0.8458,False
0.003,-0.055,2.7369,1224.01,-45.23,-14.432,27.062,0.9605,False
0.003,-0.06,2.7933,1317.37,-39.762,-15.944,33.132,0.915,False
0.003,-0.065,3.0749,1843.93,-41.564,-15.944,44.364,0.9012,False
0.003,-0.07,3.0987,1891.4,-38.991,-16.764,48.508,0.8731,False
0.003,-0.075,3.0859,1866.77,-38.991,-17.078,47.877,0.8787,False
0.003,-0.08,3.0859,1866.77,-38.991,-17.078,47.877,0.8787,False
0.003,-0.085,3.0859,1866.77,-38.991,-17.078,47.877,0.8787,False
0.003,-0.1,3.0859,1866.77,-38.991,-17.078,47.877,0.8787,False
