TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.15,30,1.628,-73.63,2.111,4.764,3.341,90
0.15,31,1.628,-73.63,2.111,4.764,3.341,90
0.15,32,1.628,-73.63,2.111,4.764,3.341,90
0.15,33,1.628,-73.63,2.111,4.764,3.341,90
0.15,34,1.628,-73.63,2.111,4.764,3.341,90
0.15,35,1.708,-76.11,2.417,5.605,2.712,90
0.15,36,1.708,-76.11,2.417,5.605,2.712,90
0.15,37,1.708,-76.11,2.417,5.605,2.712,90
0.15,38,1.708,-76.11,2.417,5.605,2.712,90
0.15,39,1.708,-76.11,2.417,5.605,2.712,90
0.15,40,1.779,-77.19,2.681,5.32,3.391,90
0.15,41,1.779,-77.19,2.681,5.32,3.391,90
0.15,42,1.779,-77.19,2.681,5.32,3.391,90
0.15,43,1.779,-77.19,2.681,5.32,3.391,90
0.15,44,1.779,-77.19,2.681,5.32,3.391,90
0.16,30,1.628,-73.63,2.111,4.764,3.341,90
0.16,31,1.628,-73.63,2.111,4.764,3.341,90
0.16,32,1.628,-73.63,2.111,4.764,3.341,90
0.16,33,1.628,-73.63,2.111,4.764,3.341,90
0.16,34,1.628,-73.63,2.111,4.764,3.341,90
0.16,35,1.708,-76.11,2.417,5.605,2.712,90
0.16,36,1.708,-76.11,2.417,5.605,2.712,90
0.16,37,1.708,-76.11,2.417,5.605,2.712,90
0.16,38,1.708,-76.11,2.417,5.605,2.712,90
0.16,39,1.708,-76.11,2.417,5.605,2.712,90
0.16,40,1.779,-77.19,2.681,5.32,3.391,90
0.16,41,1.779,-77.19,2.681,5.32,3.391,90
0.16,42,1.779,-77.19,2.681,5.32,3.391,90
0.16,43,1.779,-77.19,2.681,5.32,3.391,90
0.16,44,1.779,-77.19,2.681,5.32,3.391,90
