TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.04,30,-0.469,-91.23,4.167,1.268,-3.989,90
0.04,31,-0.469,-91.23,4.167,1.268,-3.989,90
0.04,32,-0.469,-91.23,4.167,1.268,-3.989,90
0.04,33,-0.469,-91.23,4.167,1.268,-3.989,90
0.04,34,-0.469,-91.23,4.167,1.268,-3.989,90
0.04,35,-0.541,-92.93,3.621,0.905,-4.573,90
0.04,36,-0.541,-92.93,3.621,0.905,-4.573,90
0.04,37,-0.541,-92.93,3.621,0.905,-4.573,90
0.04,38,-0.541,-92.93,3.621,0.905,-4.573,90
0.04,39,-0.541,-92.93,3.621,0.905,-4.573,90
0.04,40,-0.616,-93.55,3.516,1.127,-4.692,90
0.04,41,-0.616,-93.55,3.516,1.127,-4.692,90
0.04,42,-0.616,-93.55,3.516,1.127,-4.692,90
0.04,43,-0.616,-93.55,3.516,1.127,-4.692,90
0.04,44,-0.616,-93.55,3.516,1.127,-4.692,90
0.05,30,0.934,-83.06,125.681,3.141,-3.496,90
0.05,31,0.934,-83.06,125.681,3.141,-3.496,90
0.05,32,0.934,-83.06,125.681,3.141,-3.496,90
0.05,33,0.934,-83.06,125.681,3.141,-3.496,90
0.05,34,0.934,-83.06,125.681,3.141,-3.496,90
0.05,35,0.947,-86.03,28.792,3.202,-3.973,90
0.05,36,0.947,-86.03,28.792,3.202,-3.973,90
0.05,37,0.947,-86.03,28.792,3.202,-3.973,90
0.05,38,0.947,-86.03,28.792,3.202,-3.973,90
0.05,39,0.947,-86.03,28.792,3.202,-3.973,90
0.05,40,0.989,-86.8,20.051,3.458,-4.034,90
0.05,41,0.989,-86.8,20.051,3.458,-4.034,90
0.05,42,0.989,-86.8,20.051,3.458,-4.034,90
0.05,43,0.989,-86.8,20.051,3.458,-4.034,90
0.05,44,0.989,-86.8,20.051,3.458,-4.034,90
0.06,30,1.279,-77.09,3.15,3.942,-1.671,90
0.06,31,1.279,-77.09,3.15,3.942,-1.671,90
0.06,32,1.279,-77.09,3.15,3.942,-1.671,90
0.06,33,1.279,-77.09,3.15,3.942,-1.671,90
0.06,34,1.279,-77.09,3.15,3.942,-1.671,90
0.06,35,1.293,-81.84,3.884,4.276,-1.974,90
0.06,36,1.293,-81.84,3.884,4.276,-1.974,90
0.06,37,1.293,-81.84,3.884,4.276,-1.974,90
0.06,38,1.293,-81.84,3.884,4.276,-1.974,90
0.06,39,1.293,-81.84,3.884,4.276,-1.974,90
0.06,40,1.251,-82.65,4.986,4.546,-1.923,90
0.06,41,1.251,-82.65,4.986,4.546,-1.923,90
0.06,42,1.251,-82.65,4.986,4.546,-1.923,90
0.06,43,1.251,-82.65,4.986,4.546,-1.923,90
0.06,44,1.251,-82.65,4.986,4.546,-1.923,90
0.07,30,1.276,-73.92,2.651,4.68,0.336,90
0.07,31,1.276,-73.92,2.651,4.68,0.336,90
0.07,32,1.276,-73.92,2.651,4.68,0.336,90
0.07,33,1.276,-73.92,2.651,4.68,0.336,90
0.07,34,1.276,-73.92,2.651,4.68,0.336,90
0.07,35,1.383,-76.57,2.837,5.391,1.56,90
0.07,36,1.383,-76.57,2.837,5.391,1.56,90
0.07,37,1.383,-76.57,2.837,5.391,1.56,90
0.07,38,1.383,-76.57,2.837,5.391,1.56,90
0.07,39,1.383,-76.57,2.837,5.391,1.56,90
0.07,40,1.403,-77.78,3.432,5.352,0.269,90
0.07,41,1.403,-77.78,3.432,5.352,0.269,90
0.07,42,1.403,-77.78,3.432,5.352,0.269,90
0.07,43,1.403,-77.78,3.432,5.352,0.269,90
0.07,44,1.403,-77.78,3.432,5.352,0.269,90
0.08,30,1.405,-75.47,2.262,4.764,3.094,90
0.08,31,1.405,-75.47,2.262,4.764,3.094,90
0.08,32,1.405,-75.47,2.262,4.764,3.094,90
0.08,33,1.405,-75.47,2.262,4.764,3.094,90
0.08,34,1.405,-75.47,2.262,4.764,3.094,90
0.08,35,1.439,-78.4,2.604,5.605,2.449,90
0.08,36,1.439,-78.4,2.604,5.605,2.449,90
0.08,37,1.439,-78.4,2.604,5.605,2.449,90
0.08,38,1.439,-78.4,2.604,5.605,2.449,90
0.08,39,1.439,-78.4,2.604,5.605,2.449,90
0.08,40,1.499,-78.71,2.872,5.446,3.174,90
0.08,41,1.499,-78.71,2.872,5.446,3.174,90
0.08,42,1.499,-78.71,2.872,5.446,3.174,90
0.08,43,1.499,-78.71,2.872,5.446,3.174,90
0.08,44,1.499,-78.71,2.872,5.446,3.174,90
0.09,30,1.435,-76.93,2.284,4.764,3.094,90
0.09,31,1.435,-76.93,2.284,4.764,3.094,90
0.09,32,1.435,-76.93,2.284,4.764,3.094,90
0.09,33,1.435,-76.93,2.284,4.764,3.094,90
0.09,34,1.435,-76.93,2.284,4.764,3.094,90
0.09,35,1.501,-77.74,2.623,5.605,2.449,90
0.09,36,1.501,-77.74,2.623,5.605,2.449,90
0.09,37,1.501,-77.74,2.623,5.605,2.449,90
0.09,38,1.501,-77.74,2.623,5.605,2.449,90
0.09,39,1.501,-77.74,2.623,5.605,2.449,90
0.09,40,1.561,-78.64,2.904,5.32,3.174,90
0.09,41,1.561,-78.64,2.904,5.32,3.174,90
0.09,42,1.561,-78.64,2.904,5.32,3.174,90
0.09,43,1.561,-78.64,2.904,5.32,3.174,90
0.09,44,1.561,-78.64,2.904,5.32,3.174,90
0.1,30,1.478,-77.96,2.204,4.764,3.341,90
0.1,31,1.478,-77.96,2.204,4.764,3.341,90
0.1,32,1.478,-77.96,2.204,4.764,3.341,90
0.1,33,1.478,-77.96,2.204,4.764,3.341,90
0.1,34,1.478,-77.96,2.204,4.764,3.341,90
0.1,35,1.557,-78.58,2.523,5.605,2.712,90
0.1,36,1.557,-78.58,2.523,5.605,2.712,90
0.1,37,1.557,-78.58,2.523,5.605,2.712,90
0.1,38,1.557,-78.58,2.523,5.605,2.712,90
0.1,39,1.557,-78.58,2.523,5.605,2.712,90
0.1,40,1.623,-78.2,2.803,5.32,3.391,90
0.1,41,1.623,-78.2,2.803,5.32,3.391,90
0.1,42,1.623,-78.2,2.803,5.32,3.391,90
0.1,43,1.623,-78.2,2.803,5.32,3.391,90
0.1,44,1.623,-78.2,2.803,5.32,3.391,90
0.11,30,1.503,-77.87,2.171,4.764,3.341,90
0.11,31,1.503,-77.87,2.171,4.764,3.341,90
0.11,32,1.503,-77.87,2.171,4.764,3.341,90
0.11,33,1.503,-77.87,2.171,4.764,3.341,90
0.11,34,1.503,-77.87,2.171,4.764,3.341,90
0.11,35,1.582,-78.49,2.484,5.605,2.712,90
0.11,36,1.582,-78.49,2.484,5.605,2.712,90
0.11,37,1.582,-78.49,2.484,5.605,2.712,90
0.11,38,1.582,-78.49,2.484,5.605,2.712,90
0.11,39,1.582,-78.49,2.484,5.605,2.712,90
0.11,40,1.652,-78.11,2.754,5.32,3.391,90
0.11,41,1.652,-78.11,2.754,5.32,3.391,90
0.11,42,1.652,-78.11,2.754,5.32,3.391,90
0.11,43,1.652,-78.11,2.754,5.32,3.391,90
0.11,44,1.652,-78.11,2.754,5.32,3.391,90
0.12,30,1.628,-73.63,2.111,4.764,3.341,90
0.12,31,1.628,-73.63,2.111,4.764,3.341,90
0.12,32,1.628,-73.63,2.111,4.764,3.341,90
0.12,33,1.628,-73.63,2.111,4.764,3.341,90
0.12,34,1.628,-73.63,2.111,4.764,3.341,90
0.12,35,1.708,-76.11,2.417,5.605,2.712,90
0.12,36,1.708,-76.11,2.417,5.605,2.712,90
0.12,37,1.708,-76.11,2.417,5.605,2.712,90
0.12,38,1.708,-76.11,2.417,5.605,2.712,90
0.12,39,1.708,-76.11,2.417,5.605,2.712,90
0.12,40,1.779,-77.19,2.681,5.32,3.391,90
0.12,41,1.779,-77.19,2.681,5.32,3.391,90
0.12,42,1.779,-77.19,2.681,5.32,3.391,90
0.12,43,1.779,-77.19,2.681,5.32,3.391,90
0.12,44,1.779,-77.19,2.681,5.32,3.391,90
0.13,30,1.628,-73.63,2.111,4.764,3.341,90
0.13,31,1.628,-73.63,2.111,4.764,3.341,90
0.13,32,1.628,-73.63,2.111,4.764,3.341,90
0.13,33,1.628,-73.63,2.111,4.764,3.341,90
0.13,34,1.628,-73.63,2.111,4.764,3.341,90
0.13,35,1.708,-76.11,2.417,5.605,2.712,90
0.13,36,1.708,-76.11,2.417,5.605,2.712,90
0.13,37,1.708,-76.11,2.417,5.605,2.712,90
0.13,38,1.708,-76.11,2.417,5.605,2.712,90
0.13,39,1.708,-76.11,2.417,5.605,2.712,90
0.13,40,1.779,-77.19,2.681,5.32,3.391,90
0.13,41,1.779,-77.19,2.681,5.32,3.391,90
0.13,42,1.779,-77.19,2.681,5.32,3.391,90
0.13,43,1.779,-77.19,2.681,5.32,3.391,90
0.13,44,1.779,-77.19,2.681,5.32,3.391,90
0.14,30,1.628,-73.63,2.111,4.764,3.341,90
0.14,31,1.628,-73.63,2.111,4.764,3.341,90
0.14,32,1.628,-73.63,2.111,4.764,3.341,90
0.14,33,1.628,-73.63,2.111,4.764,3.341,90
0.14,34,1.628,-73.63,2.111,4.764,3.341,90
0.14,35,1.708,-76.11,2.417,5.605,2.712,90
0.14,36,1.708,-76.11,2.417,5.605,2.712,90
0.14,37,1.708,-76.11,2.417,5.605,2.712,90
0.14,38,1.708,-76.11,2.417,5.605,2.712,90
0.14,39,1.708,-76.11,2.417,5.605,2.712,90
0.14,40,1.779,-77.19,2.681,5.32,3.391,90
0.14,41,1.779,-77.19,2.681,5.32,3.391,90
0.14,42,1.779,-77.19,2.681,5.32,3.391,90
0.14,43,1.779,-77.19,2.681,5.32,3.391,90
0.14,44,1.779,-77.19,2.681,5.32,3.391,90
