PORT_SL,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.04,-0.5413,-84.97,-92.927,-12.568,-0.914,3.621,False
-0.04,0.045,-0.2988,-82.76,-93.136,-12.568,-0.889,4.8289,False
-0.04,0.05,0.2537,-60.85,-92.456,-12.568,-0.658,6.3265,False
-0.04,0.055,0.6833,-22.66,-85.267,-12.568,-0.266,7.2544,False
-0.04,0.06,0.5714,-37.31,-87.616,-12.568,-0.426,7.86,False
-0.04,0.065,0.3965,-54.24,-88.926,-12.568,-0.61,9.3607,False
-0.04,0.075,0.4169,-52.74,-88.121,-12.568,-0.599,8.8787,False
-0.04,0.08,0.3431,-58.87,-89.472,-12.568,-0.658,10.2451,False
-0.04,0.085,0.4711,-48.93,-89.217,-12.568,-0.548,8.8006,False
-0.04,0.09,0.4241,-53.29,-89.904,-12.568,-0.593,9.4733,False
-0.04,0.095,0.4754,-49.66,-90.063,-12.568,-0.551,8.5901,False
-0.04,0.1,0.4583,-51.24,-90.297,-12.568,-0.567,8.5901,False
-0.04,0.105,0.4754,-49.69,-90.357,-12.568,-0.55,8.6649,False
-0.04,0.11,0.4634,-50.82,-90.593,-12.568,-0.561,8.7823,False
-0.04,0.115,0.5922,-37.94,-87.876,-12.568,-0.432,7.948,False
-0.04,0.12,0.5922,-37.94,-87.876,-12.568,-0.432,7.948,False
-0.04,0.125,0.5922,-37.94,-87.876,-12.568,-0.432,7.948,False
-0.04,0.13,0.5922,-37.94,-87.876,-12.568,-0.432,7.948,False
-0.05,0.04,-0.5413,-84.97,-92.927,-12.568,-0.914,3.621,False
-0.05,0.045,-0.0658,-74.81,-89.022,-12.568,-0.84,6.7464,False
-0.05,0.05,0.9466,25.73,-86.03,-12.76,0.299,28.7915,False
-0.05,0.055,1.403,172.36,-77.647,-12.925,2.22,3.7336,False
-0.05,0.06,1.3183,132.49,-79.683,-12.925,1.663,3.7349,False
-0.05,0.065,1.224,94.51,-73.503,-13.013,1.286,3.4091,False
-0.05,0.075,1.365,149.04,-74.237,-13.288,2.008,2.9336,False
-0.05,0.08,1.288,115.77,-75.253,-13.288,1.538,3.0904,False
-0.05,0.085,1.4032,165.23,-76.651,-13.288,2.156,2.9859,False
-0.05,0.09,1.3549,142.1,-76.974,-13.288,1.846,3.0599,False
-0.05,0.095,1.4254,175.65,-77.177,-13.288,2.276,2.845,False
-0.05,0.1,1.4011,163.38,-77.981,-13.288,2.095,2.8486,False
-0.05,0.105,1.4566,192.21,-77.551,-13.288,2.479,2.7774,False
-0.05,0.11,1.4444,185.66,-77.888,-13.288,2.384,2.7889,False
-0.05,0.115,1.5707,260.48,-73.518,-13.288,3.543,2.7017,False
-0.05,0.12,1.5707,260.48,-73.518,-13.288,3.543,2.7017,False
-0.05,0.125,1.5707,260.48,-73.518,-13.288,3.543,2.7017,False
-0.05,0.13,1.5707,260.48,-73.518,-13.288,3.543,2.7017,False
-0.055,0.04,-0.5413,-84.97,-92.927,-12.568,-0.914,3.621,False
-0.055,0.045,-0.0658,-74.81,-89.022,-12.568,-0.84,6.7464,False
-0.055,0.05,0.9466,25.73,-86.03,-12.76,0.299,28.7915,False
-0.055,0.055,1.4155,177.61,-79.064,-13.503,2.246,3.9218,False
