L_HIGH,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.8,0.04,-0.5413,-35.93,-54.659,-4.57,-0.657,3.621,False
0.8,0.045,-0.0658,-19.24,-48.112,-4.57,-0.4,6.7464,False
0.8,0.05,0.9466,49.73,-46.539,-4.64,1.069,28.7915,False
0.8,0.055,1.4155,104.79,-38.826,-4.91,2.699,3.9218,False
0.8,0.06,1.2926,89.78,-39.809,-5.958,2.255,3.8835,False
0.8,0.065,1.294,89.8,-36.594,-5.958,2.454,3.1741,False
0.8,0.075,1.3629,99.49,-39.296,-5.958,2.532,2.8004,False
0.8,0.08,1.4391,109.64,-40.487,-5.958,2.708,2.6041,False
0.8,0.085,1.5787,130.59,-39.964,-5.958,3.268,2.5265,False
0.8,0.09,1.5013,119.53,-40.247,-5.958,2.97,2.623,False
0.8,0.095,1.5975,135.23,-40.44,-5.958,3.344,2.4856,False
0.8,0.1,1.5572,129.17,-41.18,-5.958,3.137,2.5228,False
0.8,0.105,1.5944,134.91,-40.792,-5.958,3.307,2.4755,False
0.8,0.11,1.5823,133.06,-41.104,-5.958,3.237,2.4844,False
0.8,0.115,1.7079,153.69,-38.713,-5.958,3.97,2.4166,False
0.8,0.12,1.7079,153.69,-38.713,-5.958,3.97,2.4166,False
0.8,0.125,1.7079,153.69,-38.713,-5.958,3.97,2.4166,False
0.8,0.13,1.7079,153.69,-38.713,-5.958,3.97,2.4166,False
0.9,0.04,-0.5413,-40.61,-59.503,-5.141,-0.683,3.621,False
0.9,0.045,-0.0658,-23.23,-52.509,-5.141,-0.442,6.7464,False
0.9,0.05,0.9466,53.33,-50.866,-5.22,1.049,28.7915,False
0.9,0.055,1.4155,117.65,-42.7,-5.524,2.755,3.9218,False
0.9,0.06,1.2926,99.65,-44.019,-6.703,2.264,3.8835,False
0.9,0.065,1.294,99.67,-40.182,-6.703,2.48,3.1741,False
0.9,0.075,1.3629,111.02,-43.133,-6.703,2.574,2.8004,False
0.9,0.08,1.4391,123.16,-44.392,-6.703,2.774,2.6041,False
0.9,0.085,1.5787,148.34,-43.782,-6.703,3.388,2.5265,False
0.9,0.09,1.5013,134.91,-44.082,-6.703,3.06,2.623,False
0.9,0.095,1.5975,153.81,-44.285,-6.703,3.473,2.4856,False
0.9,0.1,1.5572,146.43,-45.065,-6.703,3.249,2.5228,False
0.9,0.105,1.5944,153.4,-44.656,-6.703,3.435,2.4755,False
0.9,0.11,1.5823,151.15,-44.984,-6.703,3.36,2.4844,False
0.9,0.115,1.7079,176.29,-42.488,-6.703,4.149,2.4166,False
0.9,0.12,1.7079,176.29,-42.488,-6.703,4.149,2.4166,False
0.9,0.125,1.7079,176.29,-42.488,-6.703,4.149,2.4166,False
0.9,0.13,1.7079,176.29,-42.488,-6.703,4.149,2.4166,False
1.0,0.04,-0.5413,-45.19,-63.941,-5.713,-0.707,3.621,False
1.0,0.045,-0.0658,-27.39,-56.597,-5.713,-0.484,6.7464,False
1.0,0.05,0.9466,56.13,-54.904,-5.8,1.022,28.7915,False
1.0,0.055,1.4155,129.89,-46.376,-6.138,2.801,3.9218,False
1.0,0.06,1.2926,108.7,-48.041,-7.447,2.263,3.8835,False
1.0,0.065,1.294,108.71,-43.583,-7.447,2.494,3.1741,False
1.0,0.075,1.3629,121.75,-46.762,-7.447,2.604,2.8004,False
1.0,0.08,1.4391,136.01,-48.076,-7.447,2.829,2.6041,False
1.0,0.085,1.5787,165.71,-47.405,-7.447,3.496,2.5265,False
1.0,0.09,1.5013,149.7,-47.694,-7.447,3.139,2.623,False
1.0,0.095,1.5975,172.03,-47.905,-7.447,3.591,2.4856,False
1.0,0.1,1.5572,163.22,-48.717,-7.447,3.35,2.5228,False
1.0,0.105,1.5944,171.52,-48.29,-7.447,3.552,2.4755,False
1.0,0.11,1.5823,168.83,-48.632,-7.447,3.471,2.4844,False
1.0,0.115,1.7079,198.88,-46.061,-7.447,4.318,2.4166,False
1.0,0.12,1.7079,198.88,-46.061,-7.447,4.318,2.4166,False
1.0,0.125,1.7079,198.88,-46.061,-7.447,4.318,2.4166,False
1.0,0.13,1.7079,198.88,-46.061,-7.447,4.318,2.4166,False
1.1,0.04,-0.5413,-49.64,-67.991,-6.284,-0.73,3.621,False
1.1,0.045,-0.0658,-31.68,-60.389,-6.284,-0.525,6.7464,False
1.1,0.05,0.9466,58.07,-58.665,-6.38,0.99,28.7915,False
1.1,0.055,1.4155,141.33,-49.861,-6.751,2.834,3.9218,False
1.1,0.06,1.2926,116.8,-51.871,-8.192,2.252,3.8835,False
1.1,0.065,1.294,116.78,-46.825,-8.192,2.494,3.1741,False
1.1,0.075,1.3629,131.52,-50.193,-8.192,2.62,2.8004,False
1.1,0.08,1.4391,147.98,-51.549,-8.192,2.871,2.6041,False
1.1,0.085,1.5787,182.43,-50.828,-8.192,3.589,2.5265,False
1.1,0.09,1.5013,163.67,-51.127,-8.192,3.201,2.623,False
1.1,0.095,1.5975,189.62,-51.328,-8.192,3.694,2.4856,False
1.1,0.1,1.5572,179.28,-52.165,-8.192,3.437,2.5228,False
1.1,0.105,1.5944,188.99,-51.724,-8.192,3.654,2.4755,False
1.1,0.11,1.5823,185.83,-52.076,-8.192,3.568,2.4844,False
1.1,0.115,1.7079,221.16,-49.44,-8.192,4.473,2.4166,False
1.1,0.12,1.7079,221.16,-49.44,-8.192,4.473,2.4166,False
1.1,0.125,1.7079,221.16,-49.44,-8.192,4.473,2.4166,False
1.1,0.13,1.7079,221.16,-49.44,-8.192,4.473,2.4166,False
1.2,0.04,-0.5413,-53.92,-71.673,-6.855,-0.752,3.621,False
1.2,0.045,-0.0658,-36.03,-63.902,-6.855,-0.564,6.7464,False
1.2,0.05,0.9466,59.13,-62.164,-6.96,0.951,28.7915,False
1.2,0.055,1.4155,151.8,-53.161,-7.365,2.855,3.9218,False
1.2,0.06,1.2926,123.79,-55.508,-8.937,2.23,3.8835,False
1.2,0.065,1.294,123.75,-49.946,-8.937,2.478,3.1741,False
1.2,0.075,1.3629,140.15,-53.434,-8.937,2.623,2.8004,False
1.2,0.08,1.4391,158.88,-54.82,-8.937,2.898,2.6041,False
1.2,0.085,1.5787,198.26,-54.054,-8.937,3.668,2.5265,False
1.2,0.09,1.5013,176.61,-54.361,-8.937,3.249,2.623,False
1.2,0.095,1.5975,206.31,-54.555,-8.937,3.782,2.4856,False
1.2,0.1,1.5572,194.35,-55.409,-8.937,3.508,2.5228,False
1.2,0.105,1.5944,205.54,-54.958,-8.937,3.74,2.4755,False
