threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,1.8425,3,4.29,3,False,Robust plateau | baseline outside
0.975,1.891,2,2.86,2,False,Thin plateau | baseline outside
0.99,1.9201,1,1.43,1,False,Single-cell peak | baseline outside
