trial,L_HIGH,PORT_SL,PORT_TSL,EARLY_KILL_X,EARLY_KILL_Y,EARLY_FILL_Y,EARLY_FILL_X,Sharpe,CAGR%,MaxDD%,Calmar,WF_CV
0,2.320541,-0.058900,0.083068,37,-1.348658,0.124245,870,1.562200,243.920000,-83.109000,2.935000,2.419400
1,2.325868,-0.053306,0.073884,34,-2.678800,0.100358,906,1.599100,269.920000,-77.613000,3.478000,1.741700
2,2.175102,-0.055090,0.076228,31,-2.520424,0.099480,869,1.411300,164.980000,-76.250000,2.164000,1.886200
3,2.135991,-0.068473,0.083845,38,-1.509155,0.087604,457,1.678600,342.250000,-80.682000,4.242000,2.588300
4,2.047887,-0.063295,0.080507,40,-1.718739,0.080673,702,1.572600,260.920000,-75.280000,3.466000,2.667700
5,2.063367,-0.053339,0.074453,32,-2.268295,0.085475,912,1.455700,196.570000,-69.523000,2.827000,2.254100
6,2.288117,-0.056623,0.082476,38,-1.817235,0.074760,825,1.087800,48.970000,-77.564000,0.631000,2.540900
7,2.041491,-0.054598,0.063916,38,-2.260366,0.104772,882,1.463500,205.370000,-71.491000,2.873000,2.370800
8,2.181923,-0.061237,0.066895,31,-2.266041,0.087919,758,1.161400,68.630000,-73.255000,0.937000,2.858000
9,2.316599,-0.062425,0.076206,36,-1.683791,0.056219,684,0.965600,23.370000,-81.645000,0.286000,3.391700
10,2.074417,-0.058354,0.082952,32,-1.291344,0.074260,601,1.080800,58.730000,-73.741000,0.796000,2.406700
11,2.271243,-0.061027,0.081388,37,-1.847444,0.112609,528,1.383000,144.460000,-85.495000,1.690000,3.075300
12,1.989993,-0.052621,0.080003,35,-1.455848,0.090075,520,1.440200,194.620000,-74.934000,2.597000,3.837300
13,2.286381,-0.059031,0.072323,33,-2.205139,0.080051,482,1.217800,78.230000,-76.456000,1.023000,2.832300
14,2.031923,-0.068314,0.084193,37,-1.622954,0.123781,881,1.824800,488.350000,-80.467000,6.069000,2.172900
15,2.295432,-0.059089,0.069875,31,-2.640198,0.086816,549,1.494200,202.220000,-75.564000,2.676000,2.504100
16,2.114621,-0.061426,0.067727,39,-2.410011,0.105801,681,1.467800,201.680000,-74.180000,2.719000,2.208000
17,2.256016,-0.061514,0.078372,31,-1.862494,0.056996,717,0.798400,-5.630000,-72.973000,-0.077000,2.956500
18,2.125139,-0.053601,0.066077,36,-1.470739,0.120609,767,1.412500,174.410000,-75.633000,2.306000,3.042900
19,2.132623,-0.061636,0.064718,40,-1.968728,0.110357,480,1.308100,128.630000,-82.471000,1.560000,4.516200
20,2.194130,-0.059833,0.084851,36,-1.954647,0.073222,623,1.223800,95.220000,-77.987000,1.221000,2.834600
21,2.209096,-0.058900,0.064236,38,-2.629906,0.064098,751,0.813200,1.630000,-81.366000,0.020000,4.150300
22,2.027773,-0.063100,0.070078,37,-2.359647,0.109343,494,1.462800,204.640000,-78.023000,2.623000,2.969900
23,2.383045,-0.055144,0.064592,36,-1.790785,0.113745,898,1.340300,115.120000,-83.806000,1.374000,3.323800
24,2.119541,-0.068152,0.071560,35,-1.607130,0.121395,527,1.491700,216.860000,-80.781000,2.685000,2.667300
25,1.999761,-0.058832,0.086078,39,-2.394176,0.118137,947,1.576500,275.300000,-79.216000,3.475000,2.747300
26,2.208298,-0.056687,0.081120,37,-1.795156,0.060802,862,1.087200,59.320000,-71.761000,0.827000,2.711700
27,2.095483,-0.067863,0.071256,31,-2.525986,0.065036,535,1.018800,40.160000,-77.136000,0.521000,2.939300
28,2.243728,-0.066742,0.070079,33,-2.440182,0.123972,720,1.474000,191.010000,-80.066000,2.386000,2.240500
29,2.043315,-0.051251,0.068917,31,-2.280827,0.062772,724,1.125200,79.250000,-60.906000,1.301000,2.673400
30,2.285475,-0.061460,0.068245,38,-2.341134,0.107207,507,1.414000,160.250000,-80.985000,1.979000,3.110300
31,2.034452,-0.067696,0.072696,33,-1.978762,0.101726,982,1.679200,342.650000,-74.226000,4.616000,1.693600
32,2.106036,-0.067647,0.071029,36,-2.211039,0.061625,513,1.388800,167.100000,-74.526000,2.242000,2.468400
33,2.164410,-0.068392,0.077161,39,-2.483247,0.087651,884,1.631000,298.450000,-78.092000,3.822000,2.171100
34,1.987848,-0.052965,0.082412,38,-1.569867,0.092215,781,1.429100,187.460000,-70.568000,2.656000,2.787600
35,2.361805,-0.061856,0.073033,34,-1.878589,0.100939,932,1.537000,217.380000,-79.553000,2.733000,1.686800
36,2.179715,-0.055461,0.069075,37,-2.502750,0.061580,470,1.265700,112.820000,-75.559000,1.493000,3.384800
37,2.241551,-0.053631,0.082305,33,-1.428050,0.120310,527,1.457500,185.740000,-79.713000,2.330000,2.599200
38,2.105277,-0.053765,0.066349,30,-1.286700,0.066574,463,1.105800,64.430000,-76.151000,0.846000,3.508200
39,2.240103,-0.063253,0.072607,33,-2.004231,0.117000,922,1.551800,240.860000,-79.188000,3.042000,2.196500
40,1.999129,-0.054267,0.069077,32,-2.110801,0.083971,460,1.408500,178.300000,-70.659000,2.523000,3.053400
41,2.144390,-0.060428,0.066038,38,-1.281214,0.120589,489,1.369700,151.380000,-79.719000,1.899000,2.973900
