L_HIGH,Sharpe,CAGR%,MaxDD%,Flat_days,IS_Sharpe,OOS_Sharpe,Decay%,WF_CV,WF_MeanOOS,WF_PctPos%,WF_Unstable,Fold5_Sharpe,Fold8_Sharpe
0.8,1.363,99.5,-39.3,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
0.9,1.363,111.0,-43.13,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
1.0,1.363,121.8,-46.76,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
1.1,1.363,131.5,-50.19,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
1.2,1.363,140.2,-53.43,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
1.3,1.363,147.5,-56.49,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
1.4,1.363,153.5,-59.38,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
1.5,1.363,157.9,-62.1,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
1.6,1.363,160.7,-64.66,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
1.7,1.363,162.0,-67.07,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
1.8,1.363,161.5,-69.34,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
1.9,1.363,159.5,-71.47,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
2.0,1.363,155.8,-73.48,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
2.1,1.363,150.6,-75.36,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
2.2,1.363,144.0,-77.12,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
2.3,1.363,136.1,-78.77,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
2.4,1.363,127.0,-80.32,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
2.5,1.363,116.9,-81.77,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
2.6,1.363,106.0,-83.12,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
2.7,1.363,94.4,-84.39,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
2.8,1.363,82.4,-85.57,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
2.9,1.363,70.0,-86.67,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
3.0,1.363,57.5,-87.7,90,2.28,-0.04,101.7,2.8,1.641,77.8,2,5.605,2.449
