threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,2.7303,33,34.38,26,False,Robust plateau | baseline outside
0.975,2.8022,10,10.42,9,False,Robust plateau | baseline outside
0.99,2.8453,3,3.12,3,False,Robust plateau | baseline outside
