threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,1.5026,48,60.0,48,False,Robust plateau | baseline outside
0.975,1.5422,48,60.0,48,False,Robust plateau | baseline outside
0.99,1.5659,16,20.0,16,False,Robust plateau | baseline outside
