TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.04,35,-0.541,-92.93,3.621,0.905,-4.573,90
0.05,35,0.947,-86.03,28.792,3.202,-3.973,90
0.06,35,1.293,-81.84,3.884,4.276,-1.974,90
0.07,35,1.383,-76.57,2.837,5.391,1.56,90
0.08,35,1.439,-78.4,2.604,5.605,2.449,90
0.09,35,1.501,-77.74,2.623,5.605,2.449,90
0.1,35,1.557,-78.58,2.523,5.605,2.712,90
0.11,35,1.582,-78.49,2.484,5.605,2.712,90
0.12,35,1.708,-76.11,2.417,5.605,2.712,90
0.13,35,1.708,-76.11,2.417,5.605,2.712,90
0.14,35,1.708,-76.11,2.417,5.605,2.712,90
0.15,35,1.708,-76.11,2.417,5.605,2.712,90
0.16,35,1.708,-76.11,2.417,5.605,2.712,90
