L_BASE,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,0.6,1.3629,74.79,-30.963,-4.468,2.416,2.8004,False
0.0,0.8,1.3629,99.49,-39.296,-5.958,2.532,2.8004,False
0.0,1.0,1.3629,121.75,-46.762,-7.447,2.604,2.8004,False
0.0,1.2,1.3629,140.15,-53.434,-8.937,2.623,2.8004,False
0.0,1.4,1.3629,153.46,-59.379,-10.426,2.584,2.8004,False
0.0,1.5,1.3629,157.9,-62.099,-11.171,2.543,2.8004,False
0.0,1.6,1.3629,160.75,-64.661,-11.916,2.486,2.8004,False
0.0,1.8,1.3629,161.53,-69.341,-13.405,2.329,2.8004,False
0.0,2.0,1.3629,155.78,-73.476,-14.895,2.12,2.8004,False
0.1,0.6,1.3629,74.79,-30.963,-4.468,2.416,2.8004,False
0.1,0.8,1.3629,99.49,-39.296,-5.958,2.532,2.8004,False
0.1,1.0,1.3629,121.75,-46.762,-7.447,2.604,2.8004,False
0.1,1.2,1.3629,140.15,-53.434,-8.937,2.623,2.8004,False
0.1,1.4,1.3629,153.46,-59.379,-10.426,2.584,2.8004,False
0.1,1.5,1.3629,157.9,-62.099,-11.171,2.543,2.8004,False
0.1,1.6,1.3629,160.75,-64.661,-11.916,2.486,2.8004,False
0.1,1.8,1.3629,161.53,-69.341,-13.405,2.329,2.8004,False
0.1,2.0,1.3629,155.78,-73.476,-14.895,2.12,2.8004,False
0.2,0.6,1.3629,74.79,-30.963,-4.468,2.416,2.8004,False
0.2,0.8,1.3629,99.49,-39.296,-5.958,2.532,2.8004,False
0.2,1.0,1.3629,121.75,-46.762,-7.447,2.604,2.8004,False
0.2,1.2,1.3629,140.15,-53.434,-8.937,2.623,2.8004,False
0.2,1.4,1.3629,153.46,-59.379,-10.426,2.584,2.8004,False
0.2,1.5,1.3629,157.9,-62.099,-11.171,2.543,2.8004,False
0.2,1.6,1.3629,160.75,-64.661,-11.916,2.486,2.8004,False
0.2,1.8,1.3629,161.53,-69.341,-13.405,2.329,2.8004,False
0.2,2.0,1.3629,155.78,-73.476,-14.895,2.12,2.8004,False
0.3,0.6,1.3629,74.79,-30.963,-4.468,2.416,2.8004,False
0.3,0.8,1.3629,99.49,-39.296,-5.958,2.532,2.8004,False
0.3,1.0,1.3629,121.75,-46.762,-7.447,2.604,2.8004,False
0.3,1.2,1.3629,140.15,-53.434,-8.937,2.623,2.8004,False
0.3,1.4,1.3629,153.46,-59.379,-10.426,2.584,2.8004,False
0.3,1.5,1.3629,157.9,-62.099,-11.171,2.543,2.8004,False
0.3,1.6,1.3629,160.75,-64.661,-11.916,2.486,2.8004,False
0.3,1.8,1.3629,161.53,-69.341,-13.405,2.329,2.8004,False
0.3,2.0,1.3629,155.78,-73.476,-14.895,2.12,2.8004,False
0.4,0.6,1.3629,74.79,-30.963,-4.468,2.416,2.8004,False
0.4,0.8,1.3629,99.49,-39.296,-5.958,2.532,2.8004,False
0.4,1.0,1.3629,121.75,-46.762,-7.447,2.604,2.8004,False
0.4,1.2,1.3629,140.15,-53.434,-8.937,2.623,2.8004,False
0.4,1.4,1.3629,153.46,-59.379,-10.426,2.584,2.8004,False
0.4,1.5,1.3629,157.9,-62.099,-11.171,2.543,2.8004,False
0.4,1.6,1.3629,160.75,-64.661,-11.916,2.486,2.8004,False
0.4,1.8,1.3629,161.53,-69.341,-13.405,2.329,2.8004,False
0.4,2.0,1.3629,155.78,-73.476,-14.895,2.12,2.8004,False
0.5,0.6,1.3629,74.79,-30.963,-4.468,2.416,2.8004,False
0.5,0.8,1.3629,99.49,-39.296,-5.958,2.532,2.8004,False
0.5,1.0,1.3629,121.75,-46.762,-7.447,2.604,2.8004,False
0.5,1.2,1.3629,140.15,-53.434,-8.937,2.623,2.8004,False
0.5,1.4,1.3629,153.46,-59.379,-10.426,2.584,2.8004,False
0.5,1.5,1.3629,157.9,-62.099,-11.171,2.543,2.8004,False
0.5,1.6,1.3629,160.75,-64.661,-11.916,2.486,2.8004,False
0.5,1.8,1.3629,161.53,-69.341,-13.405,2.329,2.8004,False
0.5,2.0,1.3629,155.78,-73.476,-14.895,2.12,2.8004,False
0.6,0.6,1.3629,74.79,-30.963,-4.468,2.416,2.8004,False
0.6,0.8,1.3629,99.49,-39.296,-5.958,2.532,2.8004,False
0.6,1.0,1.3629,121.75,-46.762,-7.447,2.604,2.8004,False
0.6,1.2,1.3629,140.15,-53.434,-8.937,2.623,2.8004,False
