L_BASE,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.6,1.4,1.3629,153.46,-59.379,-10.426,2.584,2.8004,False
0.6,1.5,1.3629,157.9,-62.099,-11.171,2.543,2.8004,False
0.6,1.6,1.3629,160.75,-64.661,-11.916,2.486,2.8004,False
0.6,1.8,1.3629,161.53,-69.341,-13.405,2.329,2.8004,False
0.6,2.0,1.3629,155.78,-73.476,-14.895,2.12,2.8004,False
0.7,0.6,1.3629,74.79,-30.963,-4.468,2.416,2.8004,False
0.7,0.8,1.3629,99.49,-39.296,-5.958,2.532,2.8004,False
0.7,1.0,1.3629,121.75,-46.762,-7.447,2.604,2.8004,False
0.7,1.2,1.3629,140.15,-53.434,-8.937,2.623,2.8004,False
0.7,1.4,1.3629,153.46,-59.379,-10.426,2.584,2.8004,False
0.7,1.5,1.3629,157.9,-62.099,-11.171,2.543,2.8004,False
0.7,1.6,1.3629,160.75,-64.661,-11.916,2.486,2.8004,False
0.7,1.8,1.3629,161.53,-69.341,-13.405,2.329,2.8004,False
0.7,2.0,1.3629,155.78,-73.476,-14.895,2.12,2.8004,False
0.75,0.6,1.3629,74.79,-30.963,-4.468,2.416,2.8004,False
0.75,0.8,1.3629,99.49,-39.296,-5.958,2.532,2.8004,False
0.75,1.0,1.3629,121.75,-46.762,-7.447,2.604,2.8004,False
0.75,1.2,1.3629,140.15,-53.434,-8.937,2.623,2.8004,False
0.75,1.4,1.3629,153.46,-59.379,-10.426,2.584,2.8004,False
0.75,1.5,1.3629,157.9,-62.099,-11.171,2.543,2.8004,False
0.75,1.6,1.3629,160.75,-64.661,-11.916,2.486,2.8004,False
0.75,1.8,1.3629,161.53,-69.341,-13.405,2.329,2.8004,False
0.75,2.0,1.3629,155.78,-73.476,-14.895,2.12,2.8004,False
0.8,0.6,1.3629,74.79,-30.963,-4.468,2.416,2.8004,False
0.8,0.8,1.3629,99.49,-39.296,-5.958,2.532,2.8004,False
0.8,1.0,1.3629,121.75,-46.762,-7.447,2.604,2.8004,False
0.8,1.2,1.3629,140.15,-53.434,-8.937,2.623,2.8004,False
0.8,1.4,1.3629,153.46,-59.379,-10.426,2.584,2.8004,False
0.8,1.5,1.3629,157.9,-62.099,-11.171,2.543,2.8004,False
0.8,1.6,1.3629,160.75,-64.661,-11.916,2.486,2.8004,False
0.8,1.8,1.3629,161.53,-69.341,-13.405,2.329,2.8004,False
0.8,2.0,1.3629,155.78,-73.476,-14.895,2.12,2.8004,False
0.9,0.6,1.3629,74.79,-30.963,-4.468,2.416,2.8004,False
0.9,0.8,1.3629,99.49,-39.296,-5.958,2.532,2.8004,False
0.9,1.0,1.3629,121.75,-46.762,-7.447,2.604,2.8004,False
0.9,1.2,1.3629,140.15,-53.434,-8.937,2.623,2.8004,False
0.9,1.4,1.3629,153.46,-59.379,-10.426,2.584,2.8004,False
0.9,1.5,1.3629,157.9,-62.099,-11.171,2.543,2.8004,False
0.9,1.6,1.3629,160.75,-64.661,-11.916,2.486,2.8004,False
0.9,1.8,1.3629,161.53,-69.341,-13.405,2.329,2.8004,False
0.9,2.0,1.3629,155.78,-73.476,-14.895,2.12,2.8004,False
1.0,0.6,1.3629,74.79,-30.963,-4.468,2.416,2.8004,False
1.0,0.8,1.3629,99.49,-39.296,-5.958,2.532,2.8004,False
1.0,1.0,1.3629,121.75,-46.762,-7.447,2.604,2.8004,False
1.0,1.2,1.3629,140.15,-53.434,-8.937,2.623,2.8004,False
1.0,1.4,1.3629,153.46,-59.379,-10.426,2.584,2.8004,False
1.0,1.5,1.3629,157.9,-62.099,-11.171,2.543,2.8004,False
1.0,1.6,1.3629,160.75,-64.661,-11.916,2.486,2.8004,False
1.0,1.8,1.3629,161.53,-69.341,-13.405,2.329,2.8004,False
1.0,2.0,1.3629,155.78,-73.476,-14.895,2.12,2.8004,False
