blocks_removed,removed_returns,sharpe,cagr_pct,maxdd_pct,delta_sharpe,delta_cagr_pct
0,,1.3612,143.98,-77.119,0.0,0.0
1,+275.6%,0.6216,-27.5,-77.79,-0.7396,-171.48
2,"+275.6%, +146.4%",0.1388,-63.97,-83.036,-1.2224,-207.95
3,"+275.6%, +146.4%, +104.2%",-0.4296,-82.31,-92.19,-1.7908,-226.29
