Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
AvgDailyRet%,level,1,-0.0267,0.5995,-0.1027,0.0432,388,yes
CAGR%,level,1,-0.0139,0.7848,-0.0874,0.0857,388,
Sortino,level,1,-0.0258,0.612,-0.0832,0.1019,388,
Sharpe,level,1,-0.098,0.1095,-0.0588,0.3379,268,
Sortino,delta,1,0.0169,0.7396,0.0571,0.2623,387,
Calmar,level,1,-0.021,0.7376,-0.0523,0.4045,256,
Sharpe,delta,1,0.0649,0.2904,0.0238,0.6986,267,
Calmar,delta,1,-0.0004,0.9943,0.0231,0.7131,255,
AvgDailyRet%,delta,1,0.0697,0.1709,0.0148,0.771,387,
CAGR%,delta,1,-0.0003,0.9951,0.013,0.7991,387,
Sharpe,level,3,-0.2491,0.0,-0.2276,0.0002,266,yes
Calmar,level,3,-0.0351,0.578,-0.2036,0.0011,254,yes
CAGR%,level,3,-0.0229,0.6537,-0.1545,0.0023,386,yes
Sortino,level,3,-0.0583,0.2536,-0.1502,0.0031,386,yes
AvgDailyRet%,level,3,-0.1054,0.0385,-0.1421,0.0052,386,yes
Sortino,delta,3,0.0098,0.8476,0.0695,0.1738,385,
Calmar,delta,3,-0.0012,0.9847,0.0625,0.3218,253,
CAGR%,delta,3,-0.0005,0.9923,0.0423,0.4082,385,
Sharpe,delta,3,-0.0172,0.7811,-0.0234,0.705,265,
AvgDailyRet%,delta,3,0.0195,0.7034,0.0111,0.8276,385,
Sharpe,level,5,-0.2306,0.0002,-0.2272,0.0002,264,yes
Calmar,level,5,-0.045,0.4771,-0.2018,0.0013,252,yes
Sharpe,delta,5,-0.0909,0.1415,-0.1154,0.0617,263,
AvgDailyRet%,delta,5,-0.0448,0.3816,-0.0959,0.0608,383,
CAGR%,level,5,-0.0302,0.5551,-0.0871,0.0883,384,
Sortino,level,5,-0.0727,0.155,-0.0841,0.0998,384,
CAGR%,delta,5,-0.0001,0.9986,-0.0789,0.1234,383,
AvgDailyRet%,level,5,-0.0882,0.0842,-0.0629,0.219,384,
Calmar,delta,5,-0.0004,0.9953,-0.0572,0.3669,251,
Sortino,delta,5,-0.0036,0.9436,-0.0439,0.3913,383,
