Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0249,0.6335,-0.0935,0.0733,368,
AvgDailyRet%,level,1,-0.0363,0.4879,-0.0915,0.0796,368,
Sortino,level,1,-0.0265,0.6121,-0.0576,0.2704,368,
Sharpe,level,1,-0.0738,0.1822,-0.0565,0.3078,328,
Calmar,level,1,-0.0264,0.64,-0.0559,0.322,316,
Sharpe,delta,1,-0.0227,0.6827,-0.0356,0.5211,327,
Calmar,delta,1,0.0021,0.9703,-0.0287,0.6114,315,
CAGR%,delta,1,0.0034,0.9483,-0.0257,0.6234,367,
AvgDailyRet%,delta,1,-0.0131,0.8023,-0.0214,0.6833,367,
Sortino,delta,1,0.0171,0.7435,0.0055,0.9161,367,
Calmar,level,3,-0.0454,0.4227,-0.1824,0.0012,314,yes
Sharpe,level,3,-0.1062,0.0554,-0.1673,0.0024,326,yes
CAGR%,level,3,-0.0439,0.4024,-0.1545,0.003,366,yes
Sortino,level,3,-0.0592,0.2586,-0.1481,0.0045,366,yes
AvgDailyRet%,level,3,-0.0609,0.2454,-0.1453,0.0054,366,yes
Sharpe,delta,3,-0.0715,0.1986,-0.0455,0.4137,325,
Calmar,delta,3,0.0001,0.9984,-0.038,0.5027,313,
AvgDailyRet%,delta,3,-0.0347,0.5089,-0.0327,0.5336,365,
Sortino,delta,3,0.0099,0.8504,0.0268,0.6096,365,
CAGR%,delta,3,0.0005,0.9917,-0.0223,0.6705,365,
Calmar,delta,5,-0.0005,0.9931,-0.1442,0.0109,311,yes
Calmar,level,5,-0.0589,0.2994,-0.1426,0.0117,312,yes
Sharpe,delta,5,-0.0805,0.1489,-0.1372,0.0136,323,yes
Sortino,level,5,-0.0749,0.1541,-0.1309,0.0124,364,yes
AvgDailyRet%,delta,5,-0.0493,0.349,-0.122,0.02,363,yes
Sharpe,level,5,-0.0555,0.3195,-0.1175,0.0345,324,yes
CAGR%,level,5,-0.058,0.2695,-0.1155,0.0276,364,yes
CAGR%,delta,5,-0.0004,0.9933,-0.1142,0.0296,363,yes
AvgDailyRet%,level,5,-0.0474,0.3672,-0.1,0.0566,364,
Sortino,delta,5,-0.0037,0.9447,-0.0564,0.2843,363,
