Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
AvgDailyRet%,level,1,0.0484,0.3481,-0.0594,0.2491,378,
Sortino,level,1,-0.0257,0.6184,-0.0376,0.4667,378,
CAGR%,level,1,-0.0406,0.4314,-0.0324,0.53,378,
Sortino,delta,1,0.0171,0.7402,0.0253,0.6244,377,
Calmar,delta,1,-0.2015,0.0006,-0.0197,0.7402,285,
Sharpe,delta,1,0.0429,0.4609,0.0131,0.8222,297,
AvgDailyRet%,delta,1,0.0612,0.2355,0.0091,0.8606,377,
Calmar,level,1,-0.048,0.4189,0.0077,0.8962,286,
Sharpe,level,1,-0.0056,0.9237,0.0049,0.9322,298,
CAGR%,delta,1,-0.1904,0.0002,-0.001,0.9839,377,
Sortino,level,3,-0.0578,0.2637,-0.0795,0.1237,376,
Sortino,delta,3,0.0099,0.8486,0.0751,0.1466,375,
CAGR%,level,3,0.1527,0.003,-0.0709,0.1698,376,
AvgDailyRet%,level,3,0.0583,0.2593,-0.0709,0.1702,376,
Calmar,level,3,0.1577,0.0077,-0.0698,0.2411,284,
Sharpe,level,3,-0.0292,0.6162,-0.0576,0.3231,296,
Calmar,delta,3,-0.038,0.5245,0.0109,0.8556,283,
AvgDailyRet%,delta,3,0.042,0.4177,0.009,0.8618,375,
Sharpe,delta,3,-0.0175,0.7649,0.0075,0.8986,295,
CAGR%,delta,3,-0.0351,0.4978,0.0036,0.9448,375,
Calmar,level,5,0.1613,0.0067,-0.0498,0.4047,282,
CAGR%,delta,5,-0.0191,0.7127,-0.046,0.3752,373,
Calmar,delta,5,-0.0198,0.7414,-0.0381,0.5252,281,
Sharpe,delta,5,-0.0169,0.7734,-0.0349,0.5514,293,
AvgDailyRet%,delta,5,0.0519,0.3172,-0.0311,0.5488,373,
Sortino,level,5,-0.0729,0.1597,-0.0281,0.5877,374,
Sortino,delta,5,-0.0036,0.9441,0.027,0.6029,373,
Sharpe,level,5,0.0141,0.8094,-0.0177,0.762,294,
CAGR%,level,5,0.155,0.0027,-0.0083,0.8735,374,
AvgDailyRet%,level,5,0.0816,0.115,0.0052,0.9204,374,
