threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,3.6147,132,66.67,132,False,Robust plateau | baseline outside
0.975,3.7099,132,66.67,132,False,Robust plateau | baseline outside
0.99,3.767,22,11.11,11,False,Robust plateau | baseline outside
