EARLY_KILL_X,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
15,0.0,2.1651,1188.62,-83.036,-39.225,14.315,0.968,False
15,0.0005,2.1651,1188.62,-83.036,-39.225,14.315,0.968,False
15,0.0008,2.1651,1188.62,-83.036,-39.225,14.315,0.968,False
15,0.001,2.1651,1188.62,-83.036,-39.225,14.315,0.968,False
15,0.0015,2.1651,1188.62,-83.036,-39.225,14.315,0.968,False
15,0.002,2.1651,1188.62,-83.036,-39.225,14.315,0.968,False
15,0.0025,2.1651,1188.62,-83.036,-39.225,14.315,0.968,False
15,0.003,2.1651,1188.62,-83.036,-39.225,14.315,0.968,False
20,0.0,1.8203,488.01,-87.616,-37.485,5.57,0.9395,False
20,0.0005,1.8203,488.01,-87.616,-37.485,5.57,0.9395,False
20,0.0008,1.8203,488.01,-87.616,-37.485,5.57,0.9395,False
20,0.001,1.8203,488.01,-87.616,-37.485,5.57,0.9395,False
20,0.0015,1.8203,488.01,-87.616,-37.485,5.57,0.9395,False
20,0.002,1.8203,488.01,-87.616,-37.485,5.57,0.9395,False
20,0.0025,1.8203,488.01,-87.616,-37.485,5.57,0.9395,False
20,0.003,1.8203,488.01,-87.616,-37.485,5.57,0.9395,False
25,0.0,2.6038,3096.51,-64.626,-37.065,47.914,0.3042,False
25,0.0005,2.6038,3096.51,-64.626,-37.065,47.914,0.3042,False
25,0.0008,2.6038,3096.51,-64.626,-37.065,47.914,0.3042,False
25,0.001,2.6038,3096.51,-64.626,-37.065,47.914,0.3042,False
25,0.0015,2.6038,3096.51,-64.626,-37.065,47.914,0.3042,False
25,0.002,2.6038,3096.51,-64.626,-37.065,47.914,0.3042,False
25,0.0025,2.6038,3096.51,-64.626,-37.065,47.914,0.3042,False
25,0.003,2.6038,3096.51,-64.626,-37.065,47.914,0.3042,False
30,0.0,2.9013,5887.5,-50.061,-39.915,117.606,0.4941,False
30,0.0005,2.9013,5887.5,-50.061,-39.915,117.606,0.4941,False
30,0.0008,2.9013,5887.5,-50.061,-39.915,117.606,0.4941,False
30,0.001,2.9013,5887.5,-50.061,-39.915,117.606,0.4941,False
30,0.0015,2.9013,5887.5,-50.061,-39.915,117.606,0.4941,False
30,0.002,2.9013,5887.5,-50.061,-39.915,117.606,0.4941,False
30,0.0025,2.9013,5887.5,-50.061,-39.915,117.606,0.4941,False
30,0.003,2.9013,5887.5,-50.061,-39.915,117.606,0.4941,False
35,0.0,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
35,0.0005,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
35,0.0008,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
35,0.001,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
35,0.0015,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
35,0.002,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
35,0.0025,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
35,0.003,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,True
40,0.0,3.0028,6377.64,-57.193,-19.383,111.511,0.5777,False
40,0.0005,3.0028,6377.64,-57.193,-19.383,111.511,0.5777,False
40,0.0008,3.0028,6377.64,-57.193,-19.383,111.511,0.5777,False
40,0.001,3.0028,6377.64,-57.193,-19.383,111.511,0.5777,False
40,0.0015,3.0028,6377.64,-57.193,-19.383,111.511,0.5777,False
40,0.002,3.0028,6377.64,-57.193,-19.383,111.511,0.5777,False
40,0.0025,3.0028,6377.64,-57.193,-19.383,111.511,0.5777,False
40,0.003,3.0028,6377.64,-57.193,-19.383,111.511,0.5777,False
45,0.0,3.2215,9713.84,-55.598,-23.324,174.716,0.5691,False
45,0.0005,3.2215,9713.84,-55.598,-23.324,174.716,0.5691,False
45,0.0008,3.2215,9713.84,-55.598,-23.324,174.716,0.5691,False
45,0.001,3.2215,9713.84,-55.598,-23.324,174.716,0.5691,False
45,0.0015,3.2215,9713.84,-55.598,-23.324,174.716,0.5691,False
45,0.002,3.2215,9713.84,-55.598,-23.324,174.716,0.5691,False
45,0.0025,3.2215,9713.84,-55.598,-23.324,174.716,0.5691,False
45,0.003,3.2215,9713.84,-55.598,-23.324,174.716,0.5691,False
50,0.0,2.9309,5514.93,-55.899,-23.74,98.659,0.6073,False
50,0.0005,2.9309,5514.93,-55.899,-23.74,98.659,0.6073,False
50,0.0008,2.9309,5514.93,-55.899,-23.74,98.659,0.6073,False
50,0.001,2.9309,5514.93,-55.899,-23.74,98.659,0.6073,False
50,0.0015,2.9309,5514.93,-55.899,-23.74,98.659,0.6073,False
50,0.002,2.9309,5514.93,-55.899,-23.74,98.659,0.6073,False
50,0.0025,2.9309,5514.93,-55.899,-23.74,98.659,0.6073,False
50,0.003,2.9309,5514.93,-55.899,-23.74,98.659,0.6073,False
