Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0095,0.8521,-0.0839,0.0988,388,
AvgDailyRet%,level,1,-0.0646,0.2039,-0.0796,0.1174,388,
Sharpe,level,1,-0.0422,0.41,-0.0735,0.1512,383,
Calmar,level,1,-0.0078,0.8871,-0.0665,0.2249,335,
Calmar,delta,1,0.0462,0.4005,0.0552,0.3144,334,
Sortino,delta,1,0.0413,0.4177,0.0387,0.448,387,
Sortino,level,1,-0.0737,0.1474,-0.0386,0.4482,388,
Sharpe,delta,1,0.0763,0.1366,0.0204,0.6909,382,
CAGR%,delta,1,0.0443,0.3845,0.0113,0.8252,387,
AvgDailyRet%,delta,1,0.0326,0.5229,0.0097,0.8487,387,
Sharpe,level,3,-0.1174,0.0219,-0.1271,0.013,381,yes
CAGR%,level,3,-0.0561,0.2716,-0.1253,0.0138,386,yes
AvgDailyRet%,level,3,-0.1311,0.0099,-0.1221,0.0164,386,yes
Sortino,level,3,-0.1315,0.0097,-0.0991,0.0518,386,
Calmar,level,3,-0.0552,0.3139,-0.0873,0.1108,335,
Sortino,delta,3,-0.0299,0.5581,0.0759,0.137,385,
Sharpe,delta,3,0.0405,0.4315,0.054,0.2935,380,
AvgDailyRet%,delta,3,0.0052,0.9196,0.0465,0.3628,385,
CAGR%,delta,3,-0.0011,0.9832,0.0345,0.5002,385,
Calmar,delta,3,-0.0,0.9999,0.0223,0.6851,334,
Sharpe,level,5,-0.156,0.0023,-0.1752,0.0006,379,yes
CAGR%,level,5,-0.05,0.3283,-0.151,0.003,384,yes
AvgDailyRet%,level,5,-0.1621,0.0014,-0.1487,0.0035,384,yes
Sortino,level,5,-0.1684,0.0009,-0.1246,0.0145,384,yes
Calmar,level,5,-0.0519,0.3435,-0.0834,0.1277,335,
Calmar,delta,5,0.0,0.9996,0.0336,0.5406,334,
Sortino,delta,5,-0.0019,0.9699,0.0293,0.5676,383,
AvgDailyRet%,delta,5,0.0123,0.811,0.019,0.7111,383,
Sharpe,delta,5,0.0032,0.95,0.0183,0.7235,378,
CAGR%,delta,5,-0.0015,0.9769,0.0081,0.8738,383,
