Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,0.0508,0.3256,0.0544,0.292,377,
Calmar,delta,1,0.0531,0.3042,0.0448,0.3858,377,
Sharpe,delta,1,0.0457,0.3765,0.0318,0.5385,377,
AvgDailyRet%,level,1,-0.0292,0.5714,-0.0241,0.6401,378,
Sortino,level,1,0.0103,0.8421,0.0236,0.6475,378,
CAGR%,level,1,-0.0775,0.1327,-0.0232,0.653,378,
AvgDailyRet%,delta,1,0.0144,0.7808,0.0231,0.6552,377,
Sharpe,level,1,-0.0047,0.9272,-0.0062,0.9036,378,
Sortino,delta,1,0.004,0.938,0.0013,0.9793,377,
Calmar,level,1,-0.0643,0.212,-0.0002,0.9976,378,
Calmar,delta,3,-0.0213,0.6816,0.0531,0.3049,375,
Sortino,level,3,0.0452,0.3816,0.0441,0.3936,376,
Sortino,delta,3,0.0192,0.7116,0.0371,0.4732,375,
CAGR%,delta,3,-0.0279,0.5897,0.037,0.4745,375,
AvgDailyRet%,level,3,-0.0463,0.371,-0.0297,0.5663,376,
CAGR%,level,3,-0.1978,0.0001,-0.0274,0.5965,376,
Sharpe,delta,3,0.0135,0.7945,0.0204,0.6942,375,
AvgDailyRet%,delta,3,-0.028,0.5889,0.009,0.8617,375,
Sharpe,level,3,-0.022,0.6713,-0.0078,0.8797,376,
Calmar,level,3,-0.1859,0.0003,-0.0038,0.9421,376,
Calmar,delta,5,-0.0756,0.1448,0.0795,0.1253,373,
Sortino,delta,5,0.0524,0.3128,0.0726,0.1618,373,
CAGR%,delta,5,-0.0835,0.1072,0.064,0.2179,373,
Sharpe,delta,5,0.0606,0.2429,0.0586,0.2592,373,
AvgDailyRet%,delta,5,0.018,0.7288,0.0459,0.3763,373,
Sortino,level,5,0.0146,0.7778,0.0419,0.419,374,
AvgDailyRet%,level,5,-0.0443,0.3929,-0.0287,0.5804,374,
CAGR%,level,5,-0.164,0.0015,-0.0253,0.6264,374,
Calmar,level,5,-0.1447,0.0051,-0.0116,0.8233,374,
Sharpe,level,5,-0.0289,0.577,-0.0099,0.8494,374,
