Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.0791,0.1301,-0.0857,0.1008,368,
CAGR%,level,1,-0.0409,0.4346,-0.0844,0.1058,368,
AvgDailyRet%,level,1,-0.0712,0.173,-0.0835,0.1097,368,
Calmar,level,1,-0.0431,0.4099,-0.0824,0.1146,368,
Sortino,level,1,-0.0205,0.6945,-0.0501,0.3378,368,
CAGR%,delta,1,0.0015,0.9765,-0.0483,0.3565,367,
Sortino,delta,1,0.0342,0.5137,-0.0398,0.4466,367,
AvgDailyRet%,delta,1,-0.003,0.9551,-0.0378,0.4701,367,
Calmar,delta,1,0.0022,0.9666,-0.0355,0.4974,367,
Sharpe,delta,1,0.0088,0.8666,-0.0346,0.5089,367,
AvgDailyRet%,level,3,-0.1374,0.0085,-0.1428,0.0062,366,yes
Calmar,level,3,-0.0627,0.2317,-0.1406,0.0071,366,yes
CAGR%,level,3,-0.0635,0.2258,-0.1381,0.0081,366,yes
Sharpe,level,3,-0.1538,0.0032,-0.1312,0.012,366,yes
Sortino,level,3,-0.0752,0.1512,-0.097,0.0639,366,
AvgDailyRet%,delta,3,0.006,0.9098,-0.0205,0.6969,365,
CAGR%,delta,3,-0.0037,0.9443,-0.0167,0.7502,365,
Sortino,delta,3,0.0279,0.595,-0.0108,0.8368,365,
Sharpe,delta,3,0.0014,0.9782,-0.0081,0.8777,365,
Calmar,delta,3,-0.0091,0.8628,0.0032,0.952,365,
AvgDailyRet%,level,5,-0.1873,0.0003,-0.1939,0.0002,364,yes
Calmar,level,5,-0.0784,0.1354,-0.1893,0.0003,364,yes
CAGR%,level,5,-0.0837,0.1107,-0.1843,0.0004,364,yes
Sharpe,level,5,-0.2051,0.0001,-0.1769,0.0007,364,yes
Sortino,level,5,-0.119,0.0232,-0.1491,0.0044,364,yes
Calmar,delta,5,-0.0085,0.8724,0.0208,0.6926,363,
AvgDailyRet%,delta,5,0.0253,0.6314,-0.0103,0.8454,363,
Sharpe,delta,5,0.0076,0.8854,-0.0082,0.8762,363,
CAGR%,delta,5,-0.0053,0.9194,-0.0016,0.9762,363,
Sortino,delta,5,0.0413,0.4325,-0.001,0.9848,363,
