Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.094,0.0718,-0.1245,0.0169,368,yes
Sharpe,level,1,-0.1416,0.0065,-0.1181,0.0234,368,yes
AvgDailyRet%,level,1,-0.1154,0.0268,-0.1178,0.0238,368,yes
Calmar,level,1,-0.0443,0.3997,-0.1168,0.026,363,yes
Sortino,level,1,-0.0122,0.8153,-0.0623,0.2333,368,
Sharpe,delta,1,0.067,0.2004,0.0206,0.6939,367,
AvgDailyRet%,delta,1,0.0347,0.507,0.0105,0.8412,367,
Sortino,delta,1,-0.0117,0.8231,-0.0096,0.854,367,
CAGR%,delta,1,-0.0309,0.5553,-0.0089,0.8644,367,
Calmar,delta,1,-0.112,0.0331,0.006,0.9097,362,
Calmar,level,3,-0.0027,0.9588,-0.1917,0.0002,361,yes
CAGR%,level,3,-0.1011,0.0532,-0.1907,0.0002,366,yes
Sharpe,level,3,-0.2862,0.0,-0.1879,0.0003,366,yes
AvgDailyRet%,level,3,-0.2157,0.0,-0.1756,0.0007,366,yes
Sortino,level,3,-0.0328,0.5316,-0.1246,0.0171,366,yes
CAGR%,delta,3,-0.0535,0.3084,-0.0194,0.7124,365,
AvgDailyRet%,delta,3,0.0062,0.9065,-0.0178,0.7351,365,
Sharpe,delta,3,0.0222,0.6728,-0.0032,0.951,365,
Calmar,delta,3,-0.0786,0.1366,-0.001,0.9853,360,
Sortino,delta,3,-0.0021,0.968,-0.0002,0.9964,365,
Calmar,level,5,0.0216,0.6832,-0.2582,0.0,359,yes
CAGR%,level,5,-0.097,0.0645,-0.2477,0.0,364,yes
Sharpe,level,5,-0.3797,0.0,-0.245,0.0,364,yes
AvgDailyRet%,level,5,-0.2879,0.0,-0.2271,0.0,364,yes
Sortino,level,5,-0.042,0.4241,-0.1809,0.0005,364,yes
Sortino,delta,5,0.0309,0.5572,-0.0298,0.5718,363,
Calmar,delta,5,-0.0378,0.4755,0.0267,0.6145,358,
AvgDailyRet%,delta,5,0.0272,0.6054,-0.0101,0.8481,363,
Sharpe,delta,5,0.0016,0.9751,-0.0097,0.8542,363,
CAGR%,delta,5,-0.0346,0.5116,-0.004,0.9398,363,
