Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,-0.1105,0.0417,0.0837,0.1235,340,
CAGR%,delta,1,-0.0927,0.0724,0.0707,0.171,377,
Sharpe,delta,1,0.0691,0.1841,0.0648,0.2128,371,
AvgDailyRet%,delta,1,0.0483,0.35,0.0619,0.2307,377,
Sortino,level,1,-0.0588,0.2544,-0.0483,0.3495,378,
CAGR%,level,1,-0.0557,0.28,-0.0477,0.3554,378,
Sortino,delta,1,0.0264,0.6096,0.0467,0.3661,377,
Sharpe,level,1,-0.0393,0.4498,-0.0424,0.415,372,
AvgDailyRet%,level,1,-0.0605,0.2406,-0.0414,0.4225,378,
Calmar,level,1,-0.036,0.5082,-0.0187,0.731,341,
Sortino,level,3,-0.1018,0.0486,-0.0886,0.0864,376,
CAGR%,level,3,-0.0349,0.4995,-0.0778,0.1319,376,
AvgDailyRet%,level,3,-0.1215,0.0184,-0.0738,0.1532,376,
Calmar,delta,3,-0.0829,0.128,0.0665,0.2228,338,
Sharpe,level,3,-0.1022,0.0494,-0.0577,0.268,370,
Calmar,level,3,-0.0758,0.1639,-0.0401,0.4616,339,
Sortino,delta,3,-0.0064,0.9024,0.0353,0.4953,375,
Sharpe,delta,3,0.0563,0.2808,0.0344,0.5106,369,
CAGR%,delta,3,-0.0833,0.1072,0.0336,0.5168,375,
AvgDailyRet%,delta,3,0.0001,0.9985,0.0279,0.5906,375,
Sortino,level,5,-0.1254,0.0153,-0.1354,0.0088,374,yes
CAGR%,level,5,-0.0085,0.8692,-0.096,0.0637,374,
AvgDailyRet%,level,5,-0.1478,0.0042,-0.0915,0.0773,374,
Calmar,delta,5,-0.0662,0.2263,0.0914,0.0942,336,
Sharpe,level,5,-0.1443,0.0055,-0.0731,0.1616,368,
Calmar,level,5,-0.0941,0.0847,-0.0554,0.3102,337,
Sharpe,delta,5,0.0568,0.2779,0.0389,0.4572,367,
CAGR%,delta,5,-0.0342,0.51,0.0224,0.6668,373,
AvgDailyRet%,delta,5,0.0198,0.7029,0.0211,0.6853,373,
Sortino,delta,5,-0.0182,0.7263,-0.0015,0.9767,373,
