Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0087,0.8683,-0.123,0.0183,368,yes
Calmar,level,1,-0.0214,0.6819,-0.1219,0.0193,368,yes
Sharpe,level,1,-0.1306,0.0121,-0.1201,0.0212,368,yes
AvgDailyRet%,level,1,-0.1209,0.0204,-0.1129,0.0303,368,yes
Sortino,level,1,-0.0134,0.7983,-0.0711,0.1733,368,
AvgDailyRet%,delta,1,0.0087,0.8685,-0.0452,0.3882,367,
Sortino,delta,1,-0.0169,0.7471,-0.0355,0.4977,367,
CAGR%,delta,1,0.0104,0.8426,-0.0318,0.5442,367,
Sharpe,delta,1,0.0467,0.372,-0.0283,0.5893,367,
Calmar,delta,1,0.0112,0.8304,-0.0228,0.6629,367,
Calmar,level,3,-0.0536,0.3062,-0.1892,0.0003,366,yes
CAGR%,level,3,-0.0438,0.4032,-0.1831,0.0004,366,yes
Sharpe,level,3,-0.2508,0.0,-0.1779,0.0006,366,yes
AvgDailyRet%,level,3,-0.2174,0.0,-0.1684,0.0012,366,yes
Sortino,level,3,-0.032,0.5413,-0.13,0.0128,366,yes
Sharpe,delta,3,0.0068,0.8965,-0.0383,0.4656,365,
AvgDailyRet%,delta,3,-0.0079,0.8809,-0.035,0.5054,365,
CAGR%,delta,3,0.0276,0.5996,-0.0282,0.5914,365,
Sortino,delta,3,0.0174,0.7404,-0.0177,0.7358,365,
Calmar,delta,3,0.014,0.7902,-0.0041,0.9373,365,
Calmar,level,5,-0.079,0.1324,-0.2587,0.0,364,yes
CAGR%,level,5,-0.0765,0.145,-0.2479,0.0,364,yes
Sharpe,level,5,-0.3299,0.0,-0.238,0.0,364,yes
AvgDailyRet%,level,5,-0.2858,0.0,-0.2338,0.0,364,yes
Sortino,level,5,-0.0503,0.3385,-0.1856,0.0004,364,yes
Sharpe,delta,5,-0.0137,0.7946,-0.0191,0.7164,363,
Calmar,delta,5,0.0047,0.9292,0.0137,0.7943,363,
Sortino,delta,5,0.0025,0.9622,0.0126,0.8112,363,
CAGR%,delta,5,0.0117,0.8246,-0.0084,0.8729,363,
AvgDailyRet%,delta,5,0.0004,0.994,-0.0063,0.9055,363,
