Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.0434,0.4005,-0.0623,0.2267,378,
CAGR%,level,1,-0.0694,0.1784,-0.0599,0.2453,378,
AvgDailyRet%,level,1,-0.0561,0.2769,-0.0501,0.3317,378,
AvgDailyRet%,delta,1,0.0347,0.502,0.0461,0.372,377,
Calmar,level,1,-0.0732,0.1583,-0.0429,0.4085,373,
Calmar,delta,1,-0.0326,0.5314,0.0419,0.4202,372,
CAGR%,delta,1,-0.0353,0.4948,0.0407,0.4306,377,
Sharpe,delta,1,0.0807,0.1177,0.0265,0.6082,377,
Sortino,delta,1,-0.0353,0.4947,0.0213,0.6795,377,
Sortino,level,1,-0.0109,0.8321,-0.0082,0.8742,378,
CAGR%,level,3,-0.0769,0.1365,-0.0874,0.0905,376,
Sharpe,level,3,-0.1089,0.0347,-0.0834,0.1062,376,
AvgDailyRet%,level,3,-0.1082,0.036,-0.0745,0.1496,376,
Calmar,level,3,-0.0913,0.0791,-0.0634,0.2228,371,
Calmar,delta,3,0.0,0.9999,0.0528,0.3109,370,
Sortino,delta,3,0.0292,0.5729,0.0403,0.4367,375,
AvgDailyRet%,delta,3,0.0025,0.9622,0.0281,0.587,375,
CAGR%,delta,3,-0.0012,0.9816,0.0217,0.6757,375,
Sharpe,delta,3,0.0446,0.3894,0.0081,0.8751,375,
Sortino,level,3,0.0089,0.8641,-0.0004,0.9942,376,
Calmar,delta,5,-0.0136,0.7949,0.1029,0.0486,368,yes
CAGR%,level,5,-0.1024,0.0479,-0.097,0.0609,374,
Sharpe,level,5,-0.1538,0.0029,-0.0924,0.0742,374,
Calmar,level,5,-0.1158,0.0261,-0.0919,0.078,369,
AvgDailyRet%,level,5,-0.1425,0.0058,-0.0848,0.1016,374,
CAGR%,delta,5,-0.0092,0.8598,0.055,0.2896,373,
AvgDailyRet%,delta,5,0.0258,0.6199,0.0539,0.2993,373,
Sharpe,delta,5,0.0578,0.2653,0.0487,0.3479,373,
Sortino,delta,5,0.0019,0.9707,0.0444,0.3922,373,
Sortino,level,5,-0.02,0.6998,-0.0223,0.6679,374,
