Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0778,0.2769,-0.1099,0.1242,197,
Sharpe,level,1,-0.1,0.1089,-0.097,0.12,258,
AvgDailyRet%,level,1,-0.0604,0.2351,-0.0614,0.2278,388,
CAGR%,level,1,-0.0929,0.0676,-0.0612,0.2293,388,
Sharpe,delta,1,-0.0096,0.8784,-0.0506,0.4192,257,
Sortino,delta,1,-0.0114,0.8238,-0.0445,0.3824,387,
Calmar,delta,1,-0.0003,0.9964,-0.0419,0.56,196,
AvgDailyRet%,delta,1,0.0149,0.7707,-0.0366,0.4734,387,
CAGR%,delta,1,0.0622,0.2218,-0.0297,0.5607,387,
Sortino,level,1,-0.0324,0.5243,-0.0088,0.8632,388,
Sharpe,level,3,-0.1706,0.0062,-0.197,0.0015,256,yes
Calmar,level,3,-0.1173,0.1007,-0.1212,0.0897,197,
Calmar,delta,3,-0.0079,0.9124,-0.1085,0.13,196,
CAGR%,level,3,-0.2173,0.0,-0.0948,0.0628,386,
AvgDailyRet%,level,3,-0.1051,0.039,-0.0828,0.1045,386,
CAGR%,delta,3,-0.0519,0.3098,-0.0406,0.4267,385,
Sharpe,delta,3,-0.0459,0.4654,-0.0267,0.671,255,
Sortino,level,3,-0.0344,0.5008,-0.0257,0.6146,386,
AvgDailyRet%,delta,3,-0.0378,0.4597,-0.0232,0.6503,385,
Sortino,delta,3,-0.0726,0.1552,0.0068,0.8945,385,
Sharpe,level,5,-0.1741,0.0054,-0.1905,0.0023,254,yes
CAGR%,delta,5,-0.0614,0.2307,-0.0675,0.1871,383,
Calmar,delta,5,0.0556,0.4391,-0.0542,0.4504,196,
Sharpe,delta,5,-0.0607,0.3365,-0.0512,0.4179,253,
CAGR%,level,5,-0.1696,0.0008,-0.0419,0.4132,384,
Calmar,level,5,-0.1807,0.011,-0.0399,0.5777,197,
AvgDailyRet%,delta,5,-0.0205,0.6894,-0.0396,0.4395,383,
AvgDailyRet%,level,5,-0.0996,0.0511,-0.0395,0.4403,384,
Sortino,level,5,-0.0124,0.809,-0.0046,0.9283,384,
Sortino,delta,5,-0.0299,0.5592,-0.0006,0.9912,383,
