Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0727,0.3101,-0.107,0.1344,197,
Sharpe,level,1,-0.1004,0.1075,-0.0873,0.1621,258,
AvgDailyRet%,level,1,-0.0618,0.2248,-0.0624,0.2201,388,
CAGR%,level,1,-0.0858,0.0915,-0.0615,0.2266,388,
Sharpe,delta,1,-0.0049,0.9376,-0.0555,0.3757,257,
Calmar,delta,1,0.0037,0.9585,-0.0503,0.4841,196,
CAGR%,delta,1,0.0646,0.2046,-0.0276,0.5878,387,
AvgDailyRet%,delta,1,0.0233,0.6471,-0.0269,0.5973,387,
Sortino,delta,1,-0.0134,0.7925,-0.0184,0.7175,387,
Sortino,level,1,-0.0307,0.547,-0.0095,0.8524,388,
Sharpe,level,3,-0.1731,0.0055,-0.1896,0.0023,256,yes
Calmar,level,3,-0.121,0.0902,-0.1329,0.0627,197,
CAGR%,level,3,-0.2083,0.0,-0.1005,0.0485,386,yes
Calmar,delta,3,0.0029,0.9677,-0.0955,0.1832,196,
AvgDailyRet%,level,3,-0.1116,0.0284,-0.0921,0.0708,386,
CAGR%,delta,3,-0.0435,0.3948,-0.0398,0.4363,385,
Sortino,level,3,-0.035,0.4931,-0.0344,0.4999,386,
Sharpe,delta,3,-0.043,0.4939,-0.0334,0.5958,255,
AvgDailyRet%,delta,3,-0.0333,0.5141,-0.0143,0.7799,385,
Sortino,delta,3,-0.0629,0.2185,0.0024,0.9633,385,
Sharpe,level,5,-0.1779,0.0045,-0.1871,0.0028,254,yes
CAGR%,delta,5,-0.0582,0.256,-0.0666,0.1936,383,
CAGR%,level,5,-0.1655,0.0011,-0.0557,0.2761,384,
Calmar,level,5,-0.1968,0.0056,-0.0548,0.4442,197,
Sharpe,delta,5,-0.0588,0.3514,-0.053,0.4014,253,
AvgDailyRet%,level,5,-0.1076,0.0351,-0.0494,0.3341,384,
Calmar,delta,5,0.0562,0.4337,-0.0457,0.525,196,
AvgDailyRet%,delta,5,-0.019,0.7111,-0.032,0.533,383,
Sortino,level,5,-0.0198,0.6996,-0.0122,0.811,384,
Sortino,delta,5,-0.0205,0.6894,-0.0059,0.9079,383,
