Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,0.044,0.4595,-0.1457,0.0138,285,yes
CAGR%,delta,1,-0.0041,0.9383,-0.1094,0.0362,367,yes
AvgDailyRet%,delta,1,0.0027,0.9592,-0.0955,0.0677,367,
Sortino,delta,1,-0.019,0.7166,-0.0953,0.0682,367,
Sharpe,delta,1,-0.0584,0.3001,-0.095,0.0912,317,
Calmar,level,1,-0.063,0.2884,-0.0737,0.2143,286,
CAGR%,level,1,-0.0105,0.8409,-0.0671,0.1994,368,
Sharpe,level,1,-0.0899,0.1097,-0.0653,0.2456,318,
AvgDailyRet%,level,1,-0.0656,0.2095,-0.0644,0.2174,368,
Sortino,level,1,-0.036,0.4912,-0.0331,0.5264,368,
Calmar,delta,3,-0.0515,0.3877,-0.1226,0.0394,283,yes
CAGR%,delta,3,-0.0299,0.5692,-0.0847,0.1062,365,
Sharpe,delta,3,-0.0595,0.2927,-0.0743,0.1882,315,
Calmar,level,3,-0.1379,0.0201,-0.0667,0.2624,284,
CAGR%,level,3,-0.0249,0.6345,-0.0625,0.2328,366,
AvgDailyRet%,level,3,-0.1171,0.0251,-0.0617,0.2392,366,
AvgDailyRet%,delta,3,-0.0238,0.6505,-0.0601,0.2521,365,
Sortino,delta,3,-0.0004,0.9942,-0.0429,0.4136,365,
Sharpe,level,3,-0.1307,0.0201,-0.0411,0.4671,316,
Sortino,level,3,-0.0546,0.2976,-0.0121,0.817,366,
Calmar,delta,5,-0.049,0.4133,-0.1106,0.0642,281,
CAGR%,delta,5,0.0029,0.9555,-0.0856,0.1033,363,
AvgDailyRet%,level,5,-0.1368,0.0089,-0.0668,0.2037,364,
CAGR%,level,5,-0.0087,0.8684,-0.0648,0.2176,364,
Sharpe,delta,5,-0.0324,0.5682,-0.048,0.3973,313,
AvgDailyRet%,delta,5,0.0024,0.9638,-0.0445,0.3984,363,
Calmar,level,5,-0.0956,0.1091,-0.0383,0.5222,282,
Sortino,delta,5,-0.0004,0.994,-0.0237,0.6531,363,
Sharpe,level,5,-0.1371,0.0151,-0.0116,0.8379,314,
Sortino,level,5,-0.0665,0.2055,0.0053,0.9198,364,
