Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0698,0.1812,-0.1189,0.0225,368,yes
Calmar,level,1,-0.0708,0.1754,-0.1163,0.0257,368,yes
Sharpe,level,1,-0.1439,0.0057,-0.1095,0.0358,368,yes
AvgDailyRet%,level,1,-0.1203,0.021,-0.107,0.0402,368,yes
Sortino,level,1,0.0089,0.8649,-0.0395,0.4501,368,
CAGR%,delta,1,-0.0,0.9995,-0.0122,0.8161,367,
AvgDailyRet%,delta,1,0.0425,0.417,-0.0085,0.8715,367,
Sharpe,delta,1,0.0711,0.1739,-0.0064,0.9022,367,
Sortino,delta,1,0.0056,0.9142,-0.0022,0.967,367,
Calmar,delta,1,-0.0009,0.9869,0.002,0.9698,367,
CAGR%,level,3,-0.0907,0.083,-0.1582,0.0024,366,yes
Calmar,level,3,-0.0915,0.0804,-0.1541,0.0031,366,yes
Sharpe,level,3,-0.2881,0.0,-0.1482,0.0045,366,yes
AvgDailyRet%,level,3,-0.2289,0.0,-0.1465,0.005,366,yes
Sortino,level,3,-0.0232,0.6581,-0.0526,0.3154,366,
Sortino,delta,3,0.0413,0.4316,0.0314,0.5495,365,
Sharpe,delta,3,0.0494,0.3466,0.0187,0.7215,365,
AvgDailyRet%,delta,3,0.0264,0.6147,0.0078,0.8816,365,
Calmar,delta,3,-0.0331,0.5282,0.0067,0.899,365,
CAGR%,delta,3,-0.0325,0.5355,-0.0008,0.9872,365,
CAGR%,level,5,-0.0877,0.0949,-0.2255,0.0,364,yes
AvgDailyRet%,level,5,-0.2987,0.0,-0.2167,0.0,364,yes
Calmar,level,5,-0.0881,0.0932,-0.2163,0.0,364,yes
Sharpe,level,5,-0.3796,0.0,-0.2063,0.0001,364,yes
Sortino,level,5,-0.0799,0.1283,-0.1145,0.029,364,yes
Sharpe,delta,5,0.0119,0.8216,0.0147,0.7797,363,
Calmar,delta,5,-0.0256,0.6267,0.0123,0.8157,363,
AvgDailyRet%,delta,5,0.023,0.6617,0.0107,0.839,363,
CAGR%,delta,5,-0.0251,0.6336,-0.005,0.9245,363,
Sortino,delta,5,0.0744,0.157,0.002,0.9694,363,
