Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,0.0569,0.3376,-0.0735,0.2155,286,
CAGR%,level,1,0.0421,0.4087,-0.0399,0.4328,388,
AvgDailyRet%,level,1,-0.0834,0.1011,-0.0362,0.4773,388,
Sortino,delta,1,0.0377,0.4596,0.0356,0.4849,387,
Sortino,level,1,-0.0669,0.1885,-0.0295,0.5623,388,
Calmar,delta,1,0.0423,0.4765,0.0235,0.6926,285,
CAGR%,delta,1,0.0401,0.4311,0.009,0.8604,387,
Sharpe,level,1,-0.0427,0.4127,0.0089,0.8639,370,
AvgDailyRet%,delta,1,-0.0098,0.8479,-0.0074,0.8839,387,
Sharpe,delta,1,-0.0192,0.7127,-0.0059,0.9097,369,
Calmar,level,3,-0.0101,0.8643,-0.1865,0.0015,286,yes
Sortino,level,3,-0.1547,0.0023,-0.1608,0.0015,386,yes
AvgDailyRet%,level,3,-0.1417,0.0053,-0.1448,0.0044,386,yes
CAGR%,level,3,-0.023,0.6518,-0.1431,0.0048,386,yes
CAGR%,delta,3,0.0292,0.5678,0.094,0.0654,385,
Sharpe,delta,3,-0.0098,0.8514,0.071,0.1748,367,
Sortino,delta,3,0.0125,0.8066,0.0689,0.177,385,
Sharpe,level,3,-0.0728,0.1637,-0.0681,0.1927,368,
AvgDailyRet%,delta,3,-0.0191,0.7093,0.0566,0.2681,385,
Calmar,delta,3,0.0298,0.6165,0.0323,0.5872,285,
Calmar,level,5,-0.0156,0.7933,-0.2795,0.0,285,yes
Sortino,level,5,-0.2112,0.0,-0.2635,0.0,384,yes
CAGR%,level,5,-0.0342,0.5042,-0.2619,0.0,384,yes
AvgDailyRet%,level,5,-0.1856,0.0003,-0.2556,0.0,384,yes
Sharpe,level,5,-0.1102,0.0351,-0.1777,0.0006,366,yes
CAGR%,delta,5,0.0228,0.6569,0.065,0.2045,383,
Sortino,delta,5,0.0231,0.6519,0.0554,0.2793,383,
Sharpe,delta,5,0.037,0.4805,0.0482,0.3584,365,
AvgDailyRet%,delta,5,0.016,0.7545,0.041,0.4235,383,
Calmar,delta,5,0.0209,0.7259,-0.0052,0.9305,284,
