Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0424,0.5678,0.0696,0.3478,184,
Sharpe,delta,1,-0.0204,0.7539,-0.0552,0.3964,238,
Sortino,level,1,0.0166,0.745,0.0455,0.3716,388,
Calmar,delta,1,-0.0249,0.7377,0.0389,0.6008,183,
Sortino,delta,1,0.0466,0.3608,0.0348,0.4948,387,
AvgDailyRet%,level,1,-0.0106,0.8353,0.029,0.5684,388,
CAGR%,level,1,-0.0055,0.9145,0.026,0.6092,388,
Sharpe,level,1,0.011,0.8656,0.0145,0.823,239,
AvgDailyRet%,delta,1,0.0048,0.9255,-0.0096,0.8509,387,
CAGR%,delta,1,-0.0,0.9998,-0.0084,0.8688,387,
Sortino,delta,3,0.0431,0.3987,0.1191,0.0194,385,yes
Calmar,delta,3,-0.0606,0.4174,0.0992,0.184,181,
Sharpe,level,3,-0.0007,0.991,-0.057,0.3823,237,
CAGR%,delta,3,-0.0,0.9999,0.0542,0.2892,385,
AvgDailyRet%,delta,3,0.0008,0.9871,0.0539,0.2911,385,
CAGR%,level,3,-0.0102,0.842,-0.0298,0.5588,386,
Calmar,level,3,-0.0601,0.4204,0.0222,0.7664,182,
Sharpe,delta,3,0.0123,0.8511,0.0212,0.7465,236,
Sortino,level,3,-0.0299,0.5587,-0.0205,0.6885,386,
AvgDailyRet%,level,3,-0.0358,0.4834,-0.0202,0.6923,386,
Sortino,delta,5,0.0248,0.6289,0.1507,0.0031,383,yes
AvgDailyRet%,delta,5,0.0526,0.305,0.093,0.0691,383,
CAGR%,delta,5,-0.0,1.0,0.0894,0.0805,383,
Sharpe,delta,5,0.0568,0.387,0.0705,0.2827,234,
Sharpe,level,5,-0.022,0.7374,-0.0582,0.3741,235,
Calmar,level,5,-0.0774,0.3001,0.0545,0.4666,181,
Calmar,delta,5,-0.0562,0.454,0.052,0.4884,180,
Sortino,level,5,-0.039,0.4461,-0.0077,0.8811,384,
CAGR%,level,5,-0.0132,0.7965,-0.0051,0.9199,384,
AvgDailyRet%,level,5,-0.0499,0.3292,0.0034,0.9472,384,
