Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,0.0371,0.5638,0.0651,0.3103,245,
AvgDailyRet%,level,1,0.0236,0.6467,0.0474,0.3582,378,
CAGR%,level,1,0.0453,0.3794,0.0458,0.375,378,
Sharpe,delta,1,-0.07,0.244,-0.0388,0.5184,279,
Sortino,level,1,0.0214,0.6787,0.0354,0.4927,378,
Sortino,delta,1,0.0982,0.0568,-0.0274,0.5957,377,
Calmar,delta,1,0.1354,0.0345,0.0116,0.857,244,
AvgDailyRet%,delta,1,-0.0249,0.6296,-0.0083,0.8726,377,
CAGR%,delta,1,0.0902,0.0801,-0.0045,0.9311,377,
Sharpe,level,1,-0.0037,0.9509,0.002,0.9733,280,
Calmar,level,3,-0.0314,0.6259,0.071,0.27,243,
CAGR%,delta,3,0.0849,0.1006,0.0619,0.2319,375,
AvgDailyRet%,level,3,0.0417,0.4199,0.0616,0.2333,376,
CAGR%,level,3,-0.0128,0.8051,0.0476,0.3574,376,
AvgDailyRet%,delta,3,0.0095,0.8544,0.0458,0.3765,375,
Calmar,delta,3,0.0875,0.175,0.0409,0.5267,242,
Sortino,delta,3,0.1,0.0531,0.0387,0.4549,375,
Sharpe,level,3,0.0183,0.7611,-0.0383,0.5249,278,
Sharpe,delta,3,-0.0539,0.3711,0.0259,0.6673,277,
Sortino,level,3,-0.0419,0.4175,0.0233,0.6526,376,
Calmar,level,5,-0.0864,0.1811,0.1455,0.0239,241,yes
AvgDailyRet%,level,5,0.0475,0.3599,0.1165,0.0242,374,yes
CAGR%,level,5,-0.0582,0.2612,0.1004,0.0525,374,
CAGR%,delta,5,0.0674,0.1943,0.0786,0.1298,373,
AvgDailyRet%,delta,5,0.0896,0.084,0.0723,0.1635,373,
Calmar,delta,5,0.1109,0.0864,0.0577,0.3739,240,
Sortino,level,5,-0.0965,0.0623,0.0532,0.3045,374,
Sortino,delta,5,0.0987,0.0568,0.0489,0.3463,373,
Sharpe,delta,5,-0.0163,0.7876,0.0455,0.4522,275,
Sharpe,level,5,0.0385,0.5239,0.0085,0.8889,276,
